k,comparison,point,ci95_low,ci95_high,bca_low,bca_high,block_macro,n_units,units_improved,seeds_positive,n_seeds
0,GEN10_REC_HYBRID_vs_GEN9_SHAPE_RECOMPOSED@k0,0.004472638457358072,-5.058044004414964e-05,0.008088420873298554,0.0006761868589393395,0.008880835104023455,0.0024629481965493067,99,56,5,5
0,GEN10_REC_HYBRID_vs_REC_ecfp_plus_recovered@k0,0.029203574090862668,0.01711693311576532,0.04275592079874087,0.018056375194810008,0.044635318729951814,0.02662289701308004,99,66,5,5
0,GEN10_REC_ALL_vs_GEN9_SHAPE_RECOMPOSED@k0,0.004595593351076727,-0.00045380036381838517,0.008926441487564952,0.0004322927814855836,0.010361265257244451,0.002203870368624202,99,57,5,5
0,GEN10_REC_ALL_vs_REC_ecfp_plus_recovered@k0,0.02932652898458132,0.01679077692734464,0.04342475088998954,0.01794520599461801,0.04560572292484179,0.026363819185154937,99,63,5,5
0,GEN10_REC_RANK_vs_GEN9_SHAPE_RECOMPOSED@k0,0.0025167707686962904,-0.0003825571517661075,0.006313709801970432,0.0003237555610373938,0.007558830321470044,0.0015550968133547299,99,56,4,5
0,GEN10_REC_RANK_vs_REC_ecfp_plus_recovered@k0,0.02724770640220089,0.01667749471409139,0.04095044544727209,0.01756096368407399,0.04275693032506973,0.025715045629885466,99,68,5,5
0,GEN10_REC_GEN9_PLUS_vs_GEN9_SHAPE_RECOMPOSED@k0,0.0013534224064606244,0.0003362639959745634,0.002734218568207365,0.0004907752696465688,0.003132937044312426,0.001569242718912358,99,55,5,5
0,GEN10_REC_GEN9_PLUS_vs_REC_ecfp_plus_recovered@k0,0.026084358039965224,0.016258623644733336,0.03882891459461463,0.016995534907152852,0.039741276199186285,0.025729191535443095,99,71,5,5
0,GEN10_LEVEL_SHAPE_vs_GEN9_SHAPE_RECOMPOSED@k0,-0.029926279184357064,-0.06422464827952322,0.004116318503417472,-0.08334955126131742,-0.005163311217511235,-0.019251249382560384,99,35,0,5
0,GEN10_LEVEL_SHAPE_vs_REC_ecfp_plus_recovered@k0,-0.005195343550852463,-0.03933141788306619,0.03146799166340245,-0.05242142650000081,0.023240840427437227,0.004908699433970353,99,48,1,5
1,GEN10_REC_HYBRID_vs_GEN9_SHAPE_RECOMPOSED@k1,0.0020390267193119956,-0.005300476362646551,0.013587320005951125,-0.006167798438835194,0.012339364209284416,0.00725993103486959,99,50,4,5
1,GEN10_REC_HYBRID_vs_REC_ecfp_plus_recovered@k1,0.023349055727893614,0.00470217083070178,0.05575353210411037,0.0008547321783931147,0.0494199377447084,0.033350775105999514,99,61,5,5
1,GEN10_REC_ALL_vs_GEN9_SHAPE_RECOMPOSED@k1,0.0008593292984594274,-0.007677958733484581,0.015228142285545362,-0.009166469845780215,0.0130014068519097,0.007693188428654516,99,55,2,5
1,GEN10_REC_ALL_vs_REC_ecfp_plus_recovered@k1,0.022169358307041042,0.0023967969547039765,0.05697443131498294,-0.001882380206522712,0.04986094665880159,0.03378403249978444,99,59,5,5
