extractant_id,n_samples,MAE_2D,MAE_2D3D,delta_MAE,RMSE_2D,RMSE_2D3D,delta_RMSE,Spearman_2D,Spearman_2D3D,delta_Spearman
CC(C)CCCC(C)CCCCN(C)C(=O)COCC(=O)N(C)CCCCC(C)CCCC(C)C,91,0.23679885843666923,0.23557468544428473,0.0012241729923845035,0.3294252691051891,0.3286567824965574,0.0007684866086317133,0.9732441471571907,0.9544035674470458,-0.018840579710144856
CC(C)CN(CC(C)C)C(=O)COCC(=O)N(CC(C)C)CC(C)C,28,0.30314809657123515,0.28333183628079245,0.0198162602904427,0.3761298633614855,0.3604625156927226,0.015667347668762932,0.6179529282977558,0.782703886152162,0.1647509578544062
CCCCC(CC)CN(C)C(=O)COCC(=O)N(C)CC(CC)CCCC,91,0.26302698137354075,0.2738899787843914,-0.010862997410850672,0.36813496851147587,0.3953851544862674,-0.027250185974791508,0.9421882465360727,0.931947762382545,-0.01024048415352774
CCCCC(CC)CN(CC(CC)CCCC)C(=O)COCC(=O)N(CC(CC)CCCC)CC(CC)CCCC,210,0.3904098905114496,0.39331531259207925,-0.0029054220806296605,0.5613093174473005,0.5644729368130591,-0.0031636193657585965,0.8709990089253481,0.8736457114003877,0.0026467024750396195
CCCCCCC(C)N(CCCC)C(=O)COCC(=O)N(CCCC)C(C)CCCCCC,112,0.3080599041523961,0.30535457504169955,0.0027053291106965416,0.4485831359270207,0.4417044175061667,0.006878718420854024,0.656425982955677,0.6784437511152464,0.02201776815956935
CCCCCCC(CCCC)CCCN(C)C(=O)COCC(=O)N(C)CCCC(CCCC)CCCCCC,91,0.22047300783528964,0.20345295910395148,0.017020048731338167,0.2761960776941508,0.2562136258105955,0.019982451883555297,0.9597865902213728,0.9635132982959069,0.003726708074534124
CCCCCCCCC(C)(C)SCC1CN(C(=O)COCC(=O)N2CC(C)C(CSC(C)(C)CCCCCCCC)C2)CC1C,91,0.20104595189443164,0.22795971915705004,-0.026913767262618404,0.28638034114911787,0.3176497041040637,-0.03126936295494581,0.9868928173275999,0.9855550246854596,-0.0013377926421402897
CCCCCCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCCCCCC,78,0.5485591254004921,0.5732153885793518,-0.024656263178859716,0.6933734696940331,0.7093965594027272,-0.016023089708694038,0.9323461348777803,0.9287800806788148,-0.003566054198965496
CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,16,0.21467299032310916,0.2530119389418577,-0.038338948618748536,0.28268160199252096,0.2846959021533581,-0.002014300160837146,0.5441176470588236,0.4764705882352941,-0.0676470588235295
CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCCOCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,79,0.7805847184216841,0.8195547780075872,-0.03897005958590316,1.1196957697724879,1.2287455246934373,-0.10904975492094948,-0.2976198446183332,-0.44613764864388933,-0.14851780402555614
