extractant_id,n_samples,MAE_2D,MAE_2D3D,delta_MAE,RMSE_2D,RMSE_2D3D,delta_RMSE,Spearman_2D,Spearman_2D3D,delta_Spearman
CCCCCCCCCCN(CCCCCCCCCC)C(=O)C(C)OC(C)C(=O)N(CCCCCCCCCC)CCCCCCCCCC,140,0.12550469240052345,0.20658908874365806,-0.08108439634313461,0.15300108182198088,0.26643763952355426,-0.11343655770157338,0.8779222710534476,0.7455473019379463,-0.13237496911550128
CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCC)CCCCCC,298,0.6348884849301766,0.6052371002747409,0.02965138465543571,0.7643419444310895,0.7233763590917633,0.04096558533932615,0.45892926145073865,0.4507874834700119,-0.008141777980726739
CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,507,0.5114301773490968,0.5230573460104775,-0.011627168661380693,0.6739075403117647,0.6856528633097293,-0.011745322997964602,0.8240139400379722,0.8292655656819304,0.005251625643958202
CCCCCCCCN(C)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,91,0.11883153489781588,0.150951872889196,-0.03212033799138013,0.14760673772662616,0.18515407584786453,-0.037547338121238366,0.9852205765249245,0.9617614269788184,-0.02345914954610606
CCCCCCCCN(CC(C)C)C(=O)COCC(=O)N(CCCCCCCC)CC(C)C,28,0.11552766410516406,0.13733114164855015,-0.021803477543386088,0.1417628767663965,0.17050893330973946,-0.028746056543342946,0.8522167487684729,0.8357963875205253,-0.016420361247947546
CCCCCCCCN(CC(CC)CCCC)C(=O)COCC(=O)N(CCCCCCCC)CC(CC)CCCC,28,0.09683541031853335,0.12590099329655213,-0.029065582978018784,0.11670134339544977,0.15708433957391985,-0.040382996178470076,0.8451012588943623,0.8128078817733991,-0.03229337712096314
CCCCCCCCN(CC)C(=O)COCC(=O)N(CC)CCCCCCCC,91,0.09769710681849587,0.15522225217453464,-0.05752514535603877,0.12149338634060153,0.1951432711071261,-0.07364988476652456,0.983500557413601,0.9590539894887722,-0.0244465679248288
CCCCCCCCN(CCC(C)CC(C)(C)C)C(=O)COCC(=O)N(CCCCCCCC)CCC(C)CC(C)(C)C,91,0.22563375036717398,0.22430674387285848,0.0013270064943154969,0.3241753077016718,0.30683425846352597,0.017341049238145834,0.9735148909061951,0.9730689600254819,-0.00044593088071320786
CCCCCCCCN(CCC)C(=O)COCC(=O)N(CCC)CCCCCCCC,91,0.10368466002575466,0.15503857367723053,-0.051353913651475874,0.1325272233271433,0.19621546265379056,-0.06368823932664724,0.9824972129319957,0.9665870361522536,-0.015910176779742047
CCCCCCCCN(CCCC(CCCC)CCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCC(CCCC)CCCCCC,78,0.29136352743179966,0.28847464644178583,0.0028888809900138313,0.3552051339846616,0.3435161032154575,0.011689030769204078,0.970712831472325,0.958648945990718,-0.012063885481606973
CCCCCCCCN(CCCCC(C)CCCC(C)C)C(=O)COCC(=O)N(CCCCCCCC)CCCCC(C)CCCC(C)C,91,0.1973534320276449,0.22830772741681454,-0.030954295389169634,0.2854594199392791,0.3184396614611435,-0.032980241521864406,0.9883420926899188,0.9788501353718746,-0.009491957318044197
CCCCCCCCN(CCCCCCCC)C(=O)CN(CC(=O)N(CCCCCCCC)CCCCCCCC)CC(=O)N(CCCCCCCC)CCCCCCCC,1,0.6192054357474571,0.7172856856578216,-0.09808024991036446,0.6192054357474571,0.7172856856578216,-0.09808024991036446,,,
CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(C)C,21,0.38214375033830333,0.43015437568749465,-0.048010625349191316,0.5703182011102133,0.6032091726499964,-0.032890971539783154,0.857142857142857,0.8727272727272727,0.0155844155844157
CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,2921,0.5047496195248569,0.496554096567924,0.008195522956932877,0.7129462793457797,0.7047459165713506,0.008200362774429149,0.6134415768186098,0.6120593190452399,-0.001382257773369866
CCCCCCCCN(CCCCCCCC)C(=O)[C@H](C)O[C@@H](C)C(=O)N(CCCCCCCC)CCCCCCCC,91,0.4040742836928096,0.39869740100391887,0.0053768826888907495,0.530991507709571,0.530550136817507,0.00044137089206408575,0.9022615066093327,0.8300207039337475,-0.07224080267558519
CCCCCCCCN(CCCCCCCC)C(=O)[C@H](C)O[C@H](C)C(=O)N(CCCCCCCC)CCCCCCCC,91,0.17494480382765012,0.21864115494541242,-0.043696351117762294,0.2320142070022357,0.2764808511229028,-0.044466644120667115,0.6925116894588382,0.6681824361262322,-0.02432925333260605
CCCCCCN(CCCCCC)C(=O)COCC(=O)N(CCCCCC)CCCCCC,21,0.08594280239699528,0.11393198198942704,-0.02798917959243176,0.09579056735119303,0.12395898557929298,-0.028168418228099956,0.9285714285714285,0.896103896103896,-0.032467532467532534
CCCCN(CCCC)C(=O)COCC(=O)N(CCCC)CCCC,172,0.4209347048961085,0.41585296688841566,0.005081738007692849,0.5468356331754609,0.5290470335435459,0.017788599631915036,0.6828367167847864,0.6740707983991104,-0.008765918385675975
CCCN(CCC)C(=O)COCC(=O)N(CCC)CCC,150,0.17271299160357648,0.21225684701324743,-0.03954385540967095,0.23637191262495474,0.2772162062393674,-0.040844293614412636,0.7400641632652657,0.6730172106628135,-0.06704695260245219
CCN(CC)C(=O)COCC(=O)N(CC)CC,258,0.2044634611987933,0.19852124930834697,0.005942211890446331,0.2752531705241165,0.26157232024871224,0.013680850275404277,0.2710398722668995,0.3142233996379778,0.04318352737107828
CN(C(=O)COCC(=O)N(C)c1ccccc1)c1ccccc1,243,0.2860714960131378,0.2687133623838416,0.017358133629296224,0.37402628063921683,0.35944879389677226,0.014577486742444579,0.11649109572723616,0.10565200155948715,-0.010839094167749017
CN(C(=O)c1cccc(C(=O)N(C)c2ccccc2)n1)c1ccccc1,140,0.3234520873984336,0.3220953046835795,0.0013567827148541212,0.41649521423555824,0.4011239361062445,0.015371278129313715,0.16966500848750835,0.21133961064707285,0.041674602159564506
COCCN(CCOC)C(=O)COCC(=O)N(CCOC)CCOC,78,0.5670067501177615,0.49523598042272055,0.07177076969504093,0.7669847330222919,0.658929834527416,0.10805489849487582,-0.2850814954369745,-0.28728416773742005,-0.002202672300445574
O=C(COCC(=O)N1CCCCC1)N1CCCCC1,91,0.6278058745906772,0.6240285223151009,0.0037773522755762956,0.8006920769098945,0.7917980345718513,0.008894042338043251,-0.37970956924909993,-0.38717469443555413,-0.007465125186454202
