comparison,reference,candidate,outer_fold,delta_mae,delta_rmse,delta_r2,delta_spearman
A2_vs_A5,A2,A5,0,0.0005132368272408039,0.0158276795290182,0.0660947679765671,-0.009037220763750298
A2_vs_A5,A2,A5,1,-0.021984064113755697,-0.02075678442266149,-0.05184039907107785,-0.012408903820513073
A2_vs_A5,A2,A5,2,-0.023130428073529608,-0.0291265506167786,-0.042476041074029136,-0.007458802277327092
A2_vs_A5,A2,A5,3,0.008636215266906833,0.007447771726626584,0.02054131710261009,-0.007455265927531762
A2_vs_A5,A2,A5,4,0.0005644189556056056,0.0042585577079942705,0.006333723915343148,0.005931426130431849
A2_vs_A6,A2,A6,0,0.004972606740263563,0.021638764388341225,0.08990175209407503,-0.002784472660046222
A2_vs_A6,A2,A6,1,-0.023069665939322137,-0.022198944653471497,-0.05554796844621401,-0.017095608275737972
A2_vs_A6,A2,A6,2,-0.023755013698132044,-0.029171950115805978,-0.04254377166653622,-0.00826213845388235
A2_vs_A6,A2,A6,3,0.020182359441570763,0.024254634994640867,0.06611466346455286,0.0104003080217967
A2_vs_A6,A2,A6,4,5.946461362971167e-05,0.0026536179709832353,0.003953899967735208,0.003624643676220507
A3_vs_A2,A3,A2,0,0.008791254931187986,-0.02633430896034694,-0.10895828220019532,0.024210584450495565
A3_vs_A2,A3,A2,1,0.023807359859748023,0.05661033420610245,0.14808972880064708,0.03494492293551199
A3_vs_A2,A3,A2,2,0.04381821354082688,0.04449493606320587,0.06567467549942896,0.02192220241065368
A3_vs_A2,A3,A2,3,0.1279776274677371,0.23121508970749727,0.7433988168783014,0.4906803437123871
A3_vs_A2,A3,A2,4,0.014853291968162707,0.027966330792734084,0.043116011861920045,0.029556498205329795
A2_vs_A5_SHUFFLED_s1009,A2,A5_SHUFFLED_s1009,0,-0.004474827407092041,0.0027535195162842196,0.011629970574917436,-0.00780456973617033
A2_vs_A5_SHUFFLED_s1009,A2,A5_SHUFFLED_s1009,1,-0.017208156360595417,-0.0063737181675643795,-0.015615642769115867,-0.03637045656000093
A2_vs_A5_SHUFFLED_s1009,A2,A5_SHUFFLED_s1009,2,-0.022882579753189802,-0.007333552057842363,-0.010510899118711836,-0.0021002874150828355
A2_vs_A5_SHUFFLED_s1009,A2,A5_SHUFFLED_s1009,3,0.0152319900287467,0.01977934251876512,0.05408520453613064,0.007153487128172542
A2_vs_A5_SHUFFLED_s1009,A2,A5_SHUFFLED_s1009,4,-0.001157537086113103,0.0035338155076913846,0.00526014471342473,0.0009299721963881291
A2_vs_A5_SHUFFLED_s2017,A2,A5_SHUFFLED_s2017,0,-0.007328559985884331,0.0020075790281440797,0.00848483310993986,-0.008559439601446006
A2_vs_A5_SHUFFLED_s2017,A2,A5_SHUFFLED_s2017,1,-0.016870738928914275,-0.008499631201853597,-0.02088382856368587,-0.02786332127881308
A2_vs_A5_SHUFFLED_s2017,A2,A5_SHUFFLED_s2017,2,-0.0158310788521549,-0.007361460459122449,-0.01055113545802977,0.0011000438279878955
A2_vs_A5_SHUFFLED_s2017,A2,A5_SHUFFLED_s2017,3,0.008451879544732477,0.0054065225457651245,0.01493259090203436,0.01731454876888816
A2_vs_A5_SHUFFLED_s2017,A2,A5_SHUFFLED_s2017,4,0.0006782233477797273,0.0037239785189225882,0.0055420097259665235,0.002208706952914641
A2_vs_A5_SHUFFLED_s3019,A2,A5_SHUFFLED_s3019,0,0.001617395576953562,0.01312937401876646,0.054956382315747954,-0.001664164397049972
A2_vs_A5_SHUFFLED_s3019,A2,A5_SHUFFLED_s3019,1,-0.029027304375183083,-0.023389370974368995,-0.05861872115590949,-0.03442056216011735
A2_vs_A5_SHUFFLED_s3019,A2,A5_SHUFFLED_s3019,2,-0.01506840882265903,-0.005851807904495798,-0.008377199071250785,0.0027732792195060973
A2_vs_A5_SHUFFLED_s3019,A2,A5_SHUFFLED_s3019,3,0.012171894068592981,0.012579051055444102,0.03457000291887413,0.02658589901441666
A2_vs_A5_SHUFFLED_s3019,A2,A5_SHUFFLED_s3019,4,0.0008747432530700205,0.00810495606120748,0.012001800928507667,0.006939849303650103
