ablation,n_rows,mae,rmse,r2,pearson,spearman,fold_mae_mean,fold_mae_sample_sd,fold_rmse_mean,fold_rmse_sample_sd,fold_r2_mean,fold_r2_sample_sd,fold_pearson_mean,fold_pearson_sample_sd,fold_spearman_mean,fold_spearman_sample_sd,macro_group_mae
A0,6699,0.6574165635685693,0.9586085633964003,-0.6810092419526443,-0.07946080263324516,-0.029947176659401373,0.6283638275465184,0.23987451673163537,0.9104516021064306,0.2658233691181214,-0.6697151491077745,0.26778178592707264,-0.0578325866576355,0.24235597132716688,0.005690420532111817,0.1974043766780108,0.635955683807689
A1,6699,0.48622588352770907,0.7288724967081971,0.02816929099512866,0.46462973913335975,0.2872819438954733,0.41777179334476033,0.14015365327390214,0.5956202717311355,0.20066060124493032,0.1842555574362501,0.5303660777165332,0.6325538758502633,0.23755229743262712,0.5202473432108679,0.2717166857198805,0.34666871448353676
A2,6699,0.4190203976825296,0.6132732168528972,0.31198882969621544,0.60166939124951,0.5723497702237961,0.38011579795189304,0.10026370012753631,0.5465058911575126,0.14193828466666686,0.3104308962254879,0.3987218513954659,0.6780748464443832,0.15147419263182657,0.6457590291262348,0.18925609222047732,0.31607811209953474
A3,6699,0.48751538333849476,0.747521338799311,-0.022197187528477436,0.41027028771415847,0.3032550109604752,0.4239653475054255,0.14022228365479975,0.6132963675193512,0.21156092180396202,0.13216670605746747,0.5664294692642388,0.5866003492151384,0.2886835095906897,0.5254961187833592,0.2923790324836557,0.36183235043677814
A4,6699,0.4223296689348588,0.6182139432162049,0.3008584960704578,0.5903771960169237,0.5721289142825811,0.38362823259168843,0.09928191025826137,0.546279285129489,0.147845093360165,0.3107979069961568,0.4022397236155965,0.6711717229386578,0.16439028715690893,0.6435195995431362,0.18879529383819582,0.3248626061286682
A5,6699,0.4212633243923366,0.6127659035630343,0.3131266352777968,0.5988332168670093,0.5724007335070465,0.3871959221793994,0.0932286977074311,0.5509757563726728,0.1379496640527809,0.3101615699953706,0.3604386907262834,0.6682008059979962,0.14507555844435707,0.6396732757944967,0.1923318294950714,0.3350085763025641
A6,6699,0.4159008631444765,0.6037778447406666,0.3331289902314932,0.6108174662092261,0.5820870418610189,0.3844378477202911,0.08898239074744002,0.547070666640575,0.13213906746406365,0.3228066113082105,0.3425132266782127,0.6748005449628505,0.13341080940550093,0.6429355755879049,0.18846009588937543,0.3333315233671536
A2+D1,6699,0.41555235612787195,0.6044152591937434,0.33172020188079643,0.6104827689474689,0.5839973097599791,0.38106224065258354,0.0962237609802246,0.5423354929166855,0.13898077844349147,0.3231254152805234,0.38681685185408216,0.680015635752403,0.14539090156022652,0.6490898941679998,0.19179740523469158,0.3247200036150191
A2+D2,6699,0.4244570584736914,0.62347789746757,0.28890173843685196,0.583158092921824,0.5672616499421527,0.38457678621367963,0.1035109501878418,0.5501709528082988,0.1506122956648268,0.2984926143207739,0.4164500514992277,0.6663165515691835,0.17103633456834222,0.6412225921780614,0.19307740469118276,0.32225856744376014
A2+D3,6699,0.42282268413501484,0.6172708344158343,0.3029900027049929,0.5991911406198002,0.5533015006396711,0.3821142015684284,0.10070267451882597,0.5496190798811662,0.14416644353046365,0.3072104465169094,0.3867708154298237,0.6735541585841417,0.15021775588341735,0.6363007382326026,0.18879053103610233,0.31860866842763835
A2+D4,6699,0.4208510902525068,0.6155449139643343,0.30688230391375493,0.5960078497145574,0.5717844024092258,0.3830219720612916,0.09926685488949473,0.5475540730356274,0.1441435763442302,0.30679838350637195,0.40407164367891557,0.6730646360212953,0.15729474775006994,0.6431492559020224,0.1891165667709922,0.32205687108594105
A2+D5,6699,0.4225967040000974,0.6174592193340086,0.30256449674989616,0.5948792180304042,0.5726278204528202,0.3836168955611017,0.10000293153270974,0.548197896064034,0.14478803519296318,0.3038942227244573,0.40963103884358426,0.6736531987826221,0.15757827803222135,0.6462864090875199,0.19225997496874755,0.32027893766161425
A5_SHUFFLED_s1009,6699,0.41866700808408547,0.6039630305974495,0.3327198529334311,0.6085607040638901,0.5778884102666998,0.3862140200675418,0.09264112798226343,0.5440340096940458,0.1354583129384807,0.31940065181281696,0.3819419131674576,0.6754088724072327,0.1464021998497908,0.6381206582488961,0.1910941483001283,0.33044924410652404
A5_SHUFFLED_s2017,6699,0.4207497718976809,0.6115597415867406,0.31582804259843,0.6006365450805917,0.5781388210077865,0.3862958529267812,0.09470488791228758,0.5474504934711415,0.13920775676321837,0.30993579016873296,0.3895197883525293,0.672119530457534,0.15266092447970317,0.6425991368601413,0.19223138241854446,0.3282963536549892
A5_SHUFFLED_s3019,6699,0.41938006353872903,0.6070074857784358,0.325975649732657,0.6063807829930556,0.5848436345995397,0.38600213401173816,0.08920216815918151,0.545591450706202,0.1326783402869742,0.3173373494126818,0.3670266114629042,0.6750221304027446,0.14656200469360403,0.645801889322316,0.19061950031480823,0.33177645125998645
