extractant_id,n_samples,MAE_2D,MAE_2D3D,delta_MAE,RMSE_2D,RMSE_2D3D,delta_RMSE,Spearman_2D,Spearman_2D3D,delta_Spearman
CC(C)CCCC(C)CCCCN(C)C(=O)COCC(=O)N(C)CCCCC(C)CCCC(C)C,91,0.23671310931325742,0.24747012786737735,-0.010757018554119924,0.3276003191931443,0.33516969902490806,-0.007569379831763756,0.9750597228858099,0.964580347189043,-0.010479375696766935
CC(C)CN(CC(C)C)C(=O)COCC(=O)N(CC(C)C)CC(C)C,28,0.2986646278712989,0.3008033744373105,-0.0021387465660115956,0.36943222943757975,0.3720744533375306,-0.002642223899950835,0.6469622331691298,0.7640941434044882,0.1171319102353584
CCCCC(CC)CN(C)C(=O)COCC(=O)N(C)CC(CC)CCCC,91,0.26140040246754087,0.2694784462861192,-0.008078043818578351,0.3729698904758165,0.389780825502324,-0.01681093502650749,0.9430004777830864,0.9351170568561872,-0.007883420926899198
CCCCC(CC)CN(CC(CC)CCCC)C(=O)COCC(=O)N(CC(CC)CCCC)CC(CC)CCCC,210,0.3944891382357289,0.39232532775289575,0.0021638104828331506,0.5688743912719769,0.566472671273261,0.0024017199987159676,0.8669469949035862,0.8738038008505492,0.006856805946963029
CCCCCCC(C)N(CCCC)C(=O)COCC(=O)N(CCCC)C(C)CCCCCC,112,0.3034870599324413,0.3025549355935624,0.0009321243388789036,0.44539608936285374,0.43838851061342377,0.007007578749429977,0.6607483781128652,0.6734833780456093,0.012734999932744073
CCCCCCC(CCCC)CCCN(C)C(=O)COCC(=O)N(C)CCCC(CCCC)CCCCCC,91,0.2172788388514487,0.19191161746765278,0.025367221383795907,0.2737429238794374,0.2420089134089289,0.03173401047050847,0.9604077082337953,0.9655677655677657,0.0051600573339704026
CCCCCCCCC(C)(C)SCC1CN(C(=O)COCC(=O)N2CC(C)C(CSC(C)(C)CCCCCCCC)C2)CC1C,91,0.19771582581950553,0.23651549219179285,-0.03879966637228732,0.28084107127871594,0.3206550193674317,-0.039813948088715745,0.9883898709985668,0.9872750437967829,-0.0011148272017839078
CCCCCCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCCCCCC,78,0.5389545638279043,0.5738711653755327,-0.034916601547628434,0.6824844135380533,0.7082122553261233,-0.02572784178806997,0.9338130224206171,0.9294882332857016,-0.004324789134915519
CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,16,0.21386407081309927,0.2542080260154784,-0.040343955202379156,0.28120042319677396,0.29309777311329166,-0.011897349916517697,0.5676470588235295,0.5176470588235293,-0.050000000000000155
CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCCOCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,79,0.7860500181050322,0.8322704752173672,-0.04622045711233502,1.124925912161428,1.2462614399064942,-0.12133552774506629,-0.31558511906036896,-0.4577006640367986,-0.14211554497642964
CCCCCCCCCCN(CCCCCCCCCC)C(=O)C(C)OC(C)C(=O)N(CCCCCCCCCC)CCCCCCCCCC,140,0.1321192315493689,0.2518687961481272,-0.1197495645987583,0.16094592064807248,0.3521060788203591,-0.19116015817228663,0.8557096217823484,0.7813831846170931,-0.07432643716525533
CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCC)CCCCCC,298,0.6295995489659582,0.6051175892363969,0.024481959729561242,0.7550280338345908,0.7232656163311961,0.0317624175033947,0.45797544998043793,0.44890352881757556,-0.009071921162862373
CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,507,0.5173831187881223,0.5239350433813806,-0.006551924593258374,0.6812983023910628,0.6868016762832263,-0.005503373892163488,0.8227356005503104,0.8309793389715894,0.008243738421279012
CCCCCCCCN(C)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,91,0.1190497920756709,0.1512835726940458,-0.032233780618374896,0.1482342380918037,0.18498177543465993,-0.03674753734285624,0.9860965121834688,0.9624781016085365,-0.023618410574932303
CCCCCCCCN(CC(C)C)C(=O)COCC(=O)N(CCCCCCCC)CC(C)C,28,0.11365806473865604,0.14140659672914963,-0.027748531990493583,0.1403557802546029,0.1744916802717769,-0.03413590001717398,0.8500273672687465,0.8407224958949097,-0.009304871373836843
CCCCCCCCN(CC(CC)CCCC)C(=O)COCC(=O)N(CCCCCCCC)CC(CC)CCCC,28,0.09513673959642413,0.12995326131744483,-0.034816521721020705,0.11339776586990234,0.15911879807349938,-0.04572103220359704,0.8538587848932675,0.8275862068965517,-0.026272577996715785
CCCCCCCCN(CC)C(=O)COCC(=O)N(CC)CCCCCCCC,91,0.1071216992041445,0.15236905286085015,-0.04524735365670565,0.1330876151455828,0.18990925959792387,-0.056821644452341086,0.9848542761586241,0.9594680681637204,-0.025386207994903653
CCCCCCCCN(CCC(C)CC(C)(C)C)C(=O)COCC(=O)N(CCCCCCCC)CCC(C)CC(C)(C)C,91,0.23799468964225082,0.22174678074376072,0.016247908898490093,0.3385153157593101,0.3024091922878813,0.036106123471428775,0.97251154642459,0.9739448956840262,0.0014333492594361674
CCCCCCCCN(CCC)C(=O)COCC(=O)N(CCC)CCCCCCCC,91,0.10203273499834423,0.15526351371630143,-0.0532307787179572,0.1304308012618243,0.1966795754490075,-0.0662487741871832,0.9837235228539577,0.9630195891065457,-0.020703933747411973
