axis,metric,comparison,point,ci95_low,ci95_high,bca_low,bca_high,block_macro,n_units,units_improved,seeds_positive,n_seeds
extractant,slope_abs_error,GEN10_MONO_HYBRID vs GEN9_A0_ROW_ONLY,0.7410020746739778,0.34810808904470514,0.8914540136715207,0.4466280026927247,0.9255195229818504,0.5014140685708525,25,23,5,5
extractant,slope_abs_error,GEN10_MONO_HYBRID vs REC_ecfp_plus_recovered,0.7675439113906787,0.38067101117540686,0.8858421644936811,0.4919793722725966,0.9112380894495241,0.5324256607639436,25,23,5,5
extractant,slope_abs_error,GEN10_MONO_RANK vs GEN9_A0_ROW_ONLY,0.717340228770186,0.3576780830216235,0.8611623988030319,0.45279512689006096,0.8880575488515284,0.5062277575348796,25,23,5,5
extractant,slope_abs_error,GEN10_MONO_RANK vs REC_ecfp_plus_recovered,0.7438820654868868,0.3902978479574449,0.8551437240133526,0.5010496904417354,0.8792472183576945,0.5372393497279706,25,23,5,5
extractant,slope_abs_error,GEN10_REC_ALL vs GEN9_A0_ROW_ONLY,0.9359865636954724,0.6323085994045363,1.1417971571873664,0.7000716332120541,1.1633579017043219,0.851938333431591,25,22,5,5
extractant,slope_abs_error,GEN10_REC_ALL vs REC_ecfp_plus_recovered,0.9625284004121736,0.6523833193963643,1.2174940818243356,0.7218806502152829,1.2370562755249381,0.8829499256246819,25,23,5,5
extractant,slope_abs_error,GEN10_REC_GEN9_CURVEWINDOW vs GEN9_A0_ROW_ONLY,0.8713600156177372,0.446432427530736,1.0686851799383343,0.5392699801303874,1.1080067877228124,0.6624680491312632,25,21,5,5
extractant,slope_abs_error,GEN10_REC_GEN9_CURVEWINDOW vs REC_ecfp_plus_recovered,0.897901852334438,0.4891544779445854,1.0629291618887027,0.6050596625169411,1.102763356116303,0.6934796413243544,25,22,5,5
extractant,slope_abs_error,GEN10_REC_GEN9_PLUS vs GEN9_A0_ROW_ONLY,0.9162568965889154,0.48324113501295946,1.093586350903109,0.6007927683390852,1.130136780179094,0.702186451752371,25,22,5,5
extractant,slope_abs_error,GEN10_REC_GEN9_PLUS vs REC_ecfp_plus_recovered,0.9427987333056165,0.5246003575093415,1.0880666974616886,0.6697803211756992,1.1269863087137466,0.733198043945462,25,23,5,5
extractant,slope_abs_error,GEN10_REC_HYBRID vs GEN9_A0_ROW_ONLY,0.9553215196128129,0.6182922808724646,1.0856803309719407,0.6594293563762205,1.092926523437461,0.8286485755611962,25,22,5,5
extractant,slope_abs_error,GEN10_REC_HYBRID vs REC_ecfp_plus_recovered,0.9818633563295139,0.6473126142571057,1.13228095828634,0.6990694818164072,1.1451013632763503,0.8596601677542874,25,23,5,5
extractant,slope_abs_error,GEN10_REC_LOCAL vs GEN9_A0_ROW_ONLY,0.2076803767068875,0.12931166875782701,0.28157056778667683,0.1296046533165085,0.28159847272922417,0.2185299982336789,25,23,5,5
extractant,slope_abs_error,GEN10_REC_LOCAL vs REC_ecfp_plus_recovered,0.2342222134235884,0.19194329572458937,0.3052325277414154,0.1972051777709877,0.30979279522765246,0.24954159042677,25,24,5,5
extractant,slope_abs_error,GEN10_REC_RANK vs GEN9_A0_ROW_ONLY,0.947140105472933,0.611031148169441,1.0851170209175371,0.6660668614474663,1.0972609065882064,0.8292200696595149,25,22,5,5
extractant,slope_abs_error,GEN10_REC_RANK vs REC_ecfp_plus_recovered,0.9736819421896338,0.645101723248035,1.1288020778712675,0.6754374305232446,1.1384322461834862,0.8602316618526059,25,23,5,5
extractant,slope_abs_error,GEN9_A0_ROW_ONLY vs REC_ecfp_plus_recovered,0.026541836716700903,-0.011521727331755527,0.09652918694795513,-0.012890361633490516,0.09263637922501336,0.0310115921930911,25,14,4,5
extractant,slope_abs_error,GEN9_A1_ADJ_d05 vs GEN9_A0_ROW_ONLY,-0.0905330355990444,-0.3488999018010909,0.0715096174745514,-0.3544367359597203,0.06272657474849863,-0.014686305789362183,25,12,2,5
