comparison,reference,candidate,outer_fold,delta_mae,delta_rmse,delta_r2,delta_spearman
A2_vs_A5_SHUFFLED_s1009,A2,A5_SHUFFLED_s1009,4,-0.0016673042048512832,0.002902983627977529,0.004339204956815945,0.006052967270286369
A2_vs_A5_SHUFFLED_s2017,A2,A5_SHUFFLED_s2017,0,-0.007684917260175117,-0.0020937798849788303,-0.008873505363470091,-0.012035118951788215
A2_vs_A5_SHUFFLED_s2017,A2,A5_SHUFFLED_s2017,1,-0.01516450426875171,-0.009406227262586053,-0.02278557893229971,-0.022035817183393536
A2_vs_A5_SHUFFLED_s2017,A2,A5_SHUFFLED_s2017,2,-0.014623520821070546,-0.0156310695166344,-0.022653826842203406,-0.0008291781421563282
A2_vs_A5_SHUFFLED_s2017,A2,A5_SHUFFLED_s2017,3,0.019227887523791898,0.02578720401228851,0.0718401977612898,0.015245479509774618
A2_vs_A5_SHUFFLED_s2017,A2,A5_SHUFFLED_s2017,4,0.00044090744252461844,0.005323245742534122,0.007935110245323118,0.009556671481806611
A2_vs_A5_SHUFFLED_s3019,A2,A5_SHUFFLED_s3019,0,-0.0025106650580355994,0.006514985578951471,0.027405759007350206,-0.017163051393997708
A2_vs_A5_SHUFFLED_s3019,A2,A5_SHUFFLED_s3019,1,-0.0170782085569815,-0.009140648128734719,-0.022134223077287962,-0.041001136794529436
A2_vs_A5_SHUFFLED_s3019,A2,A5_SHUFFLED_s3019,2,-0.006434868410193584,0.005436845228896314,0.007747778389304849,0.00846892791809506
A2_vs_A5_SHUFFLED_s3019,A2,A5_SHUFFLED_s3019,3,0.016753714221961258,0.026495151555780083,0.07377653110581728,0.025635825521649558
A2_vs_A5_SHUFFLED_s3019,A2,A5_SHUFFLED_s3019,4,-0.0011725997536046195,0.005664388532435782,0.008440372451886557,0.008419131820516568
A2_vs_A2+D1,A2,A2+D1,0,0.0020637489502559614,0.011719947220216187,0.049077887254757924,0.0008215080143149645
A2_vs_A2+D1,A2,A2+D1,1,0.00533044381674691,0.0061740692729588265,0.014638271057493046,-0.01114065775475337
A2_vs_A2+D1,A2,A2+D1,2,-0.015283047486002233,-0.01055012690580015,-0.015228454372481992,-0.0003025151681906868
A2_vs_A2+D1,A2,A2+D1,3,0.023208954863609965,0.032081743734164725,0.08898926968396059,0.03912636482489318
A2_vs_A2+D1,A2,A2+D1,4,0.0007744416775926077,0.0050417451567513205,0.007517887355250608,0.007732477311890196
A2_vs_A2+D2,A2,A2+D2,0,-0.005080343303165591,-0.004854136324093039,-0.020620947955929392,-0.012584015256428438
A2_vs_A2+D2,A2,A2+D2,1,-0.006188952506442802,-0.0029345282958774255,-0.007045847712212394,-0.029054104383509416
A2_vs_A2+D2,A2,A2+D2,2,-0.0013185049400571414,0.0009554561131749351,0.0013664978414614781,0.005441648542042543
A2_vs_A2+D2,A2,A2+D2,3,0.016622932882560115,0.025982500017748933,0.07237455081059962,0.009819133263669233
A2_vs_A2+D2,A2,A2+D2,4,0.00045097807713651017,0.005376379986862134,0.008013832534867316,0.0022012565963519526
A2_vs_A2+D3,A2,A2+D3,0,0.00571655277451133,0.006779741488005531,0.028512914515242294,0.007888145259340451
A2_vs_A2+D3,A2,A2+D3,1,-0.015232156349453463,-0.012444365537275737,-0.030270031585983848,-0.011534139769823315
A2_vs_A2+D3,A2,A2+D3,2,-0.0007293601534735239,-0.018997884998335546,-0.02760685896284698,-0.008727728828396342
A2_vs_A2+D3,A2,A2+D3,3,0.014750694300809997,0.031872779147196995,0.0884223947503554,-0.035792126782525635
A2_vs_A2+D3,A2,A2+D3,4,0.003960945094138746,0.0003863629433878413,0.000579154014527683,0.0063952367326072235
A2_vs_A2+D4,A2,A2+D4,0,-0.0028866161522185796,-0.0036973445962499296,-0.015691129506699042,-0.006505913412563791
A2_vs_A2+D4,A2,A2+D4,1,-0.008602938756636869,-0.0102345044360454,-0.024819993309277866,-0.03206254526894825
A2_vs_A2+D4,A2,A2+D4,2,-0.0034023234672874714,0.0008776549560991498,0.0012553047956656016,0.0034041056290671223
A2_vs_A2+D4,A2,A2+D4,3,0.010887305264351554,0.016615050583585256,0.04657952704616419,0.016111363851011973
A2_vs_A2+D4,A2,A2+D4,4,0.0021062327236139877,0.009362936526527699,0.013893013524906461,0.0035694020855591146
A2_vs_A2+D5,A2,A2+D5,0,-0.0008292698706944823,-0.003259566773761602,-0.013828033318352029,-0.0008524603779947459
A2_vs_A2+D5,A2,A2+D5,1,-0.0052415263185127126,-0.0057369272729662635,-0.013827557561214343,-0.012729709151236168
A2_vs_A2+D5,A2,A2+D5,2,0.0037818086247490834,0.01250994725081278,0.017725533874693,0.012216388723064742
A2_vs_A2+D5,A2,A2+D5,3,0.004205928199474962,0.006712525126271185,0.018945572512377495,0.017620967754139905
A2_vs_A2+D5,A2,A2+D5,4,0.002734781911999884,0.004323295645010716,0.006451832399984925,0.005621157635982699
A2_vs_A5s,A2,A5s,0,0.004212196183548178,0.022716812826962585,0.09421493441728046,-0.015833200134734493
A2_vs_A5s,A2,A5s,1,-0.0038969827999906226,0.0012190757579286782,0.002910293569589717,-0.023238056429680687
A2_vs_A5s,A2,A5s,2,-0.03469083700422099,-0.045328188427296134,-0.06724158017123893,-0.014698656109745856
A2_vs_A5s,A2,A5s,3,0.024153948050335883,0.036270221004256475,0.10031640776584894,0.015063518915380825
A2_vs_A5s,A2,A5s,4,-0.0028421674922373685,0.0049381571263248936,0.007364288171378464,0.006652179526877355
A2_vs_A6s,A2,A6s,0,0.006037585571802007,0.021156867786179978,0.08786587698102433,-0.010664423768386999
A2_vs_A6s,A2,A6s,1,-0.008642610311291543,-0.0035378305666309284,-0.008501436139394247,-0.011448503094674267
A2_vs_A6s,A2,A6s,2,-0.026587507143479017,-0.036469039171855844,-0.05372797663157758,-0.013621829450745304
A2_vs_A6s,A2,A6s,3,0.03281775380299151,0.05089981400422172,0.13935274059129388,0.02890823650889096
A2_vs_A6s,A2,A6s,4,-0.0014242732978239636,0.005479984114095893,0.00816730224422213,0.008676367872677782
A5_vs_A5s,A5,A5s,0,-0.0015727681511998881,0.0009890423380142233,0.004023390349611411,-0.01482724704425259
A5_vs_A5s,A5,A5s,1,0.009594345158674245,0.010172317191271152,0.024585165896094052,0.007520461030292913
A5_vs_A5s,A5,A5s,2,-0.016990677087465655,-0.021167908616355313,-0.03198951068972311,-0.010379970761288715
A5_vs_A5s,A5,A5s,3,0.009181703988587198,0.012589989137010926,0.034250427094765,0.03142720372799124
A5_vs_A5s,A5,A5s,4,-0.005559158967546052,-0.0063908712571291715,-0.009408458995345925,-0.006725760539307846
A2_vs_C1,A2,C1,0,0.005768503418099313,0.023646884563983006,0.0979919117434982,-0.010699398020245221
A2_vs_C1,A2,C1,1,-0.0235539436155075,-0.02006369481288528,-0.04930847874108912,-0.037894037059661545
A2_vs_C1,A2,C1,2,-0.023850364396646118,-0.026352360058272906,-0.038516957040240496,-0.005301543870844583
A2_vs_C1,A2,C1,3,0.029250346510757697,0.043065547752077715,0.1185504351679374,-0.0054748610764452366
A2_vs_C1,A2,C1,4,-0.00443323849491617,0.004246937160902353,0.006338427113461886,0.0069272354980263184
A2_vs_C2,A2,C2,0,-0.002679923997268463,0.008386896996730786,0.035222719016523074,-0.007135639633748581
A2_vs_C2,A2,C2,1,0.0001488125370955884,0.007029532489896295,0.016646648345380655,-0.011996041606865848
A2_vs_C2,A2,C2,2,-0.010326025951104434,-0.0034736277503046864,-0.004985694061393597,0.002469240034701614
A2_vs_C2,A2,C2,3,0.026735796101099996,0.04160806654313942,0.11465444999906316,0.004002394704514911
A2_vs_C2,A2,C2,4,0.0002577639997586867,0.00617410386120959,0.009194572899342335,0.009746295104211988
A2_vs_C3,A2,C3,0,0.0012115641061067328,0.019758912295120945,0.08216101479121085,-0.010545960221974016
A2_vs_C3,A2,C3,1,-0.020162832375394124,-0.024337487009434056,-0.06015531897159787,-0.02026346249489741
A2_vs_C3,A2,C3,2,-0.019285781675498048,-0.020033344333849956,-0.029135399861589528,-0.008131443968914631
A2_vs_C3,A2,C3,3,0.06524513172589913,0.09407983807328624,0.24978930410793532,0.0202117837706568
A2_vs_C3,A2,C3,4,-0.00614935254010307,0.00048371986530615363,0.000725011496226946,0.008427583668022098
A2_vs_E2,A2,E2,0,-0.0030188440671673478,-0.004447631538192165,-0.018887460374767517,-0.005176885438209711
A2_vs_E2,A2,E2,1,-0.008431057435617284,-0.007075930366853944,-0.017086216940954024,-0.019465475736497817
A2_vs_E2,A2,E2,2,0.00699782224434653,0.00807523304989577,0.011483109037440875,0.006718906301842464
A2_vs_E2,A2,E2,3,0.009308094310522597,0.02008715722833987,0.05617982875791605,-0.01912189850107837
A2_vs_E2,A2,E2,4,0.0017748730028183113,0.0040980165659735834,0.006117198144232061,0.00037251658940784527
A2_vs_E3,A2,E3,0,-0.005122451882021373,0.00500750792415483,0.02109203035623275,-0.014092356345872914
A2_vs_E3,A2,E3,1,0.0010958817056034298,0.006840609412968157,0.01620352820733184,-0.012074180854249494
A2_vs_E3,A2,E3,2,-0.00039735176802924155,0.006822496901600417,0.009711528642990075,0.010543208048105934
A2_vs_E3,A2,E3,3,0.030588408594766747,0.04804612020758636,0.13180255897855309,0.015682845236550835
A2_vs_E3,A2,E3,4,-0.00027503064951045486,0.003356298278857861,0.005014223083419589,0.010682741568536658
A2_vs_E4,A2,E4,0,-0.008574075113147839,-0.009858514035874233,-0.0420604275147598,-0.012848444001186676
A2_vs_E4,A2,E4,1,-0.004052081003724339,-0.0007879329258641543,-0.0018862521044695768,-0.010876239146663691
A2_vs_E4,A2,E4,2,-0.0032077734438651917,0.0012150459473473374,0.0017374016698042949,0.0015574421569419794
A2_vs_E4,A2,E4,3,0.0021265828781432683,0.0042530556175067735,0.012023949447826476,0.008138164280521387
A2_vs_E4,A2,E4,4,0.002655445678655388,0.0008159795650458657,0.0012225528521405682,0.008756336094709494
A2_vs_G2,A2,G2,0,-0.004448511449283599,0.005131655059818496,0.021612620088999668,-0.010679116773172959
A2_vs_G2,A2,G2,1,-0.031383085338966,-0.03666022675352565,-0.09210586522977937,-0.039186120278205894
A2_vs_G2,A2,G2,2,-0.013820264653359726,-0.005501184124239167,-0.007908672364427827,0.0019016181964445211
A2_vs_G2,A2,G2,3,0.021319515619730722,0.030761534686766012,0.08540502307018083,0.008426118152574436
A2_vs_G2,A2,G2,4,-0.0004586690268145732,0.007483459496432199,0.011127939210601623,0.011226131077001322
A2_vs_G4,A2,G4,0,-0.005298427497224478,0.0007281084437099627,0.0030782383029825944,-0.011693653628302603
A2_vs_G4,A2,G4,1,-0.0141779105396877,-0.0065302928304439845,-0.01575689845313777,-0.02342558281439766
A2_vs_G4,A2,G4,2,-0.011024214542506516,-0.007170353832294696,-0.010322088121222373,-0.0007653980140136518
A2_vs_G4,A2,G4,3,0.001556068951550138,-0.003915995941909278,-0.011132310783896981,0.019901552953408896
A2_vs_G4,A2,G4,4,0.0002632308629375024,0.005833052405439854,0.008690033144232445,0.009302090775384686
A2_vs_S1,A2,S1,0,-0.02901210683545208,-0.03673672268759698,-0.16034212400889536,0.01720346822646146
A2_vs_S1,A2,S1,1,-0.09803028632906485,-0.1108458193917739,-0.3056542451061397,-0.02277697757645547
A2_vs_S1,A2,S1,2,0.022998733411237537,0.03847194625429551,0.053362689896092275,0.031979685296753324
A2_vs_S1,A2,S1,3,0.026113577734957427,0.046968389283519874,0.12894302878680297,0.08617624821855652
A2_vs_S1,A2,S1,4,-0.013862368652655499,-0.029377825437536698,-0.04551366635281329,-0.02012830800861143
A2_vs_S2,A2,S2,0,-0.039829603620214704,-0.035838639334195954,-0.15630470624453752,-0.013577057506599821
A2_vs_S2,A2,S2,1,-0.006276005836044096,-0.028394363781385046,-0.07056326795290646,-0.0031563682026838347
A2_vs_S2,A2,S2,2,-0.056026639563127534,-0.04102341184700953,-0.06065259372372667,-0.029542687348736774
A2_vs_S2,A2,S2,3,-0.006213590895321364,-0.012854505425469065,-0.03676259668660742,-0.030868974436367935
A2_vs_S2,A2,S2,4,-0.009281777430326266,-0.009925095091097735,-0.015050439296879548,-0.016459943709402403
S1_vs_S3,S1,S3,0,0.02050968026159583,0.03419726401020695,0.14957568193749493,-0.008976724015095472
S1_vs_S3,S1,S3,1,0.012784653535731882,0.011538700172792404,0.035602739973969566,0.005617173946485199
S1_vs_S3,S1,S3,2,-0.02695877124849133,-0.0515036835531133,-0.07221039103708571,-0.022603614687472184
S1_vs_S3,S1,S3,3,-0.007864546642435355,-0.01307975020563934,-0.03505902644930181,-0.02828786131499028
S1_vs_S3,S1,S3,4,-0.003953078174310454,0.011809515128194614,0.01864628001214108,0.008992081245872696
S1_vs_S4,S1,S4,0,-0.005325028908130303,-0.004701388297284503,-0.02123173200737849,-0.030311740503245366
S1_vs_S4,S1,S4,1,0.01281642159593921,0.01673312167757096,0.0513430501077663,-0.0003985578731855455
S1_vs_S4,S1,S4,2,-0.02373352152475483,-0.031303597514835024,-0.04316170762312943,-0.014678355416666733
S1_vs_S4,S1,S4,3,0.0052359371430519275,0.004172150562231303,0.011045187199683948,-0.007927321060060999
S1_vs_S4,S1,S4,4,-0.004188843137484466,0.013293599620094021,0.02095621464121633,0.006705773810812277
S1_vs_S5,S1,S5,0,0.02152846498039035,0.03129312119511363,0.1372053319493418,0.00327438887206849
S1_vs_S5,S1,S5,1,0.05586187660442393,0.07516846205850625,0.21613359200522397,0.008163392698444571
S1_vs_S5,S1,S5,2,-0.01637076351397798,-0.019283388947207714,-0.026321529065513882,-0.0019656482958644306
S1_vs_S5,S1,S5,3,0.008510844248613869,0.014485169139074494,0.03806133346811846,-0.002924976002841917
S1_vs_S5,S1,S5,4,-0.0005400527827974511,0.009239162174262905,0.01462800138038256,0.01286171436082395
A2_vs_G2_SHUFFLED_s1009,A2,G2_SHUFFLED_s1009,0,-0.0036002232796358835,0.0027683284407020725,0.0116830767007714,-0.009848484269405211
A2_vs_G2_SHUFFLED_s1009,A2,G2_SHUFFLED_s1009,1,-0.024493736705383906,-0.017685059667212732,-0.04332379685869614,-0.052804788578514006
A2_vs_G2_SHUFFLED_s1009,A2,G2_SHUFFLED_s1009,2,-0.01629614339908264,-0.0011915225111411853,-0.0017070634370139892,-0.0009293602199087481
A2_vs_G2_SHUFFLED_s1009,A2,G2_SHUFFLED_s1009,3,0.02318162508340188,0.03685123881178043,0.10188237950028067,0.01477653933282097
A2_vs_G2_SHUFFLED_s1009,A2,G2_SHUFFLED_s1009,4,-0.0018634793979755426,0.004780175058892333,0.007129964329180227,0.007863058574485327
G2_SHUFFLED_s1009_vs_G2,G2_SHUFFLED_s1009,G2,0,-0.0008482881696477151,0.0023633266191164237,0.009929543388228268,-0.0008306325037677476
G2_SHUFFLED_s1009_vs_G2,G2_SHUFFLED_s1009,G2,1,-0.006889348633582093,-0.018975167086312916,-0.04878206837108323,0.013618668300308112
G2_SHUFFLED_s1009_vs_G2,G2_SHUFFLED_s1009,G2,2,0.0024758787457229148,-0.0043096616130979815,-0.0062016089274138375,0.002830978416353269
G2_SHUFFLED_s1009_vs_G2,G2_SHUFFLED_s1009,G2,3,-0.0018621094636711577,-0.006089704125014417,-0.016477356430099843,-0.006350421180246535
G2_SHUFFLED_s1009_vs_G2,G2_SHUFFLED_s1009,G2,4,0.0014048103711609694,0.0027032844375398657,0.0039979748814213956,0.0033630725025159958
A2_vs_G2_SHUFFLED_s2017,A2,G2_SHUFFLED_s2017,0,-0.011205947390083293,-0.006320892524875221,-0.026885782525513324,-0.011990988400675084
A2_vs_G2_SHUFFLED_s2017,A2,G2_SHUFFLED_s2017,1,-0.023901880550884103,-0.017426139100562454,-0.04267460464820738,-0.05104352431139503
A2_vs_G2_SHUFFLED_s2017,A2,G2_SHUFFLED_s2017,2,-0.02210692096816297,-0.01780642821643874,-0.025851086963324832,-0.00312717156685971
A2_vs_G2_SHUFFLED_s2017,A2,G2_SHUFFLED_s2017,3,0.0211315933873773,0.031522929379964815,0.08747295486771423,0.019213955818387363
A2_vs_G2_SHUFFLED_s2017,A2,G2_SHUFFLED_s2017,4,-0.0015794177105470375,0.0038527136840152965,0.0057526251773212245,0.009093001595917971
G2_SHUFFLED_s2017_vs_G2,G2_SHUFFLED_s2017,G2,0,0.006757435940799694,0.011452547584693717,0.04849840261451299,0.0013118716275021258
G2_SHUFFLED_s2017_vs_G2,G2_SHUFFLED_s2017,G2,1,-0.007481204788081897,-0.019234087652963194,-0.04943126058157199,0.011857404033189134
G2_SHUFFLED_s2017_vs_G2,G2_SHUFFLED_s2017,G2,2,0.008286656314803242,0.012305244092199574,0.017942414598897005,0.005028789763304231
G2_SHUFFLED_s2017_vs_G2,G2_SHUFFLED_s2017,G2,3,0.00018792223235342131,-0.0007613946931988025,-0.0020679317975333955,-0.010787837665812927
G2_SHUFFLED_s2017_vs_G2,G2_SHUFFLED_s2017,G2,4,0.0011207486837324643,0.0036307458124169023,0.005375314033280398,0.002133129481083351
A2_vs_G2_SHUFFLED_s3019,A2,G2_SHUFFLED_s3019,0,0.0005446111638402473,0.009160218980563406,0.038444577597400054,-0.01163227629162894
A2_vs_G2_SHUFFLED_s3019,A2,G2_SHUFFLED_s3019,1,-0.024428941763147582,-0.0179741281648364,-0.04404910230878989,-0.04222817991872907
A2_vs_G2_SHUFFLED_s3019,A2,G2_SHUFFLED_s3019,2,-0.01636721206665165,-0.007376985169792016,-0.010621297628723658,-0.005217882571529886
A2_vs_G2_SHUFFLED_s3019,A2,G2_SHUFFLED_s3019,3,0.02210415109688829,0.034434969987771735,0.09536150586406245,0.013747310784837707
A2_vs_G2_SHUFFLED_s3019,A2,G2_SHUFFLED_s3019,4,-0.004556998775003318,0.0023608565853465158,0.0035310274718274304,0.012789997583562918
G2_SHUFFLED_s3019_vs_G2,G2_SHUFFLED_s3019,G2,0,-0.004993122613123846,-0.00402856392074491,-0.016831957508400386,0.0009531595184559816
G2_SHUFFLED_s3019_vs_G2,G2_SHUFFLED_s3019,G2,1,-0.006954143575818417,-0.01868609858868925,-0.04805676292098948,0.003042059640523176
G2_SHUFFLED_s3019_vs_G2,G2_SHUFFLED_s3019,G2,2,0.0025469474132919223,0.0018758010455528495,0.0027126252642958315,0.007119500767974407
G2_SHUFFLED_s3019_vs_G2,G2_SHUFFLED_s3019,G2,3,-0.0007846354771575692,-0.003673435301005723,-0.009956482793881616,-0.005321192632263272
G2_SHUFFLED_s3019_vs_G2,G2_SHUFFLED_s3019,G2,4,0.004098329748188745,0.005122602911085683,0.0075969117387741925,-0.0015638665065615953
A2_vs_E3_SHUFFLED_s1009,A2,E3_SHUFFLED_s1009,0,-0.0034032769139178964,0.0030269612618623043,0.012771714610535723,-0.006417338561904906
A2_vs_E3_SHUFFLED_s1009,A2,E3_SHUFFLED_s1009,1,-0.0026010646494707412,-0.00858374223160946,-0.02076987611054326,-0.010003164162991518
A2_vs_E3_SHUFFLED_s1009,A2,E3_SHUFFLED_s1009,2,-0.014917419362626527,-0.002611176909644075,-0.0037452291422092054,-0.005427137074709543
A2_vs_E3_SHUFFLED_s1009,A2,E3_SHUFFLED_s1009,3,0.015163664910841423,0.022041196602317403,0.06156239767867677,0.01865541342410948
A2_vs_E3_SHUFFLED_s1009,A2,E3_SHUFFLED_s1009,4,-0.0011707174693006972,0.004773055802957726,0.007119402845781719,7.314033156313737e-05
E3_SHUFFLED_s1009_vs_E3,E3_SHUFFLED_s1009,E3,0,-0.0017191749681034763,0.001980546662292526,0.008320315745697027,-0.007675017783968008
E3_SHUFFLED_s1009_vs_E3,E3_SHUFFLED_s1009,E3,1,0.003696946355074171,0.015424351644577616,0.0369734043178751,-0.0020710166912579764
E3_SHUFFLED_s1009_vs_E3,E3_SHUFFLED_s1009,E3,2,0.014520067594597286,0.009433673811244492,0.01345675778519928,0.015970345122815477
E3_SHUFFLED_s1009_vs_E3,E3_SHUFFLED_s1009,E3,3,0.015424743683925324,0.02600492360526896,0.07024016129987631,-0.002972568187558644
E3_SHUFFLED_s1009_vs_E3,E3_SHUFFLED_s1009,E3,4,0.0008956868197902423,-0.0014167575240998653,-0.0021051797623621304,0.01060960123697352
A2_vs_E3_SHUFFLED_s2017,A2,E3_SHUFFLED_s2017,0,-0.007141902802140887,-0.0006369364992386828,-0.0026959661245884448,-0.014025542760648324
A2_vs_E3_SHUFFLED_s2017,A2,E3_SHUFFLED_s2017,1,-0.0066436240236472655,-0.004381575068918786,-0.010541172999496418,-0.017068515118670247
A2_vs_E3_SHUFFLED_s2017,A2,E3_SHUFFLED_s2017,2,-0.00939586667940645,-6.382762965029265e-05,-9.136140501597723e-05,0.00405326011017737
A2_vs_E3_SHUFFLED_s2017,A2,E3_SHUFFLED_s2017,3,0.0212657233260376,0.03284922292311998,0.09106983641028432,0.029346554418906545
A2_vs_E3_SHUFFLED_s2017,A2,E3_SHUFFLED_s2017,4,0.0007663221888821181,0.005611155029003223,0.008361554875114807,0.005193955120617821
E3_SHUFFLED_s2017_vs_E3,E3_SHUFFLED_s2017,E3,0,0.0020194509201195143,0.005644444423393513,0.023787996480821194,-6.681358522458991e-05
E3_SHUFFLED_s2017_vs_E3,E3_SHUFFLED_s2017,E3,1,0.007739505729250695,0.011222184481886943,0.02674470120682826,0.004994334264420752
E3_SHUFFLED_s2017_vs_E3,E3_SHUFFLED_s2017,E3,2,0.008998514911377209,0.006886324531250709,0.009802890048006052,0.006489947937928564
E3_SHUFFLED_s2017_vs_E3,E3_SHUFFLED_s2017,E3,3,0.009322685268729147,0.015196897284466382,0.040732722568268764,-0.01366370918235571
E3_SHUFFLED_s2017_vs_E3,E3_SHUFFLED_s2017,E3,4,-0.001041352838392573,-0.002254856750145362,-0.0033473317916952183,0.005488786447918836
A2_vs_E3_SHUFFLED_s3019,A2,E3_SHUFFLED_s3019,0,-0.00311646282261524,0.002901684396468096,0.012244459969750876,-0.00810488067532733
A2_vs_E3_SHUFFLED_s3019,A2,E3_SHUFFLED_s3019,1,-0.007571815037959451,-0.005583887455365588,-0.013455867105392927,-0.0176585479260708
A2_vs_E3_SHUFFLED_s3019,A2,E3_SHUFFLED_s3019,2,-0.008079834906266903,0.006624132152035944,0.009430676328538223,0.004188966072148803
A2_vs_E3_SHUFFLED_s3019,A2,E3_SHUFFLED_s3019,3,0.019285728928412516,0.031001687322179006,0.0860575122866788,0.018995116496876796
A2_vs_E3_SHUFFLED_s3019,A2,E3_SHUFFLED_s3019,4,0.002093198988351419,0.006750975640113233,0.01004708289488987,0.014819118726767555
E3_SHUFFLED_s3019_vs_E3,E3_SHUFFLED_s3019,E3,0,-0.0020059890594061325,0.0021058235276867343,0.008847570386481873,-0.005987475670545583
E3_SHUFFLED_s3019_vs_E3,E3_SHUFFLED_s3019,E3,1,0.00866769674356288,0.012424496868333745,0.029659395312724768,0.005584367071821306
E3_SHUFFLED_s3019_vs_E3,E3_SHUFFLED_s3019,E3,2,0.007682483138237661,0.00019836474956447248,0.00028085231445185155,0.006354241975957131
E3_SHUFFLED_s3019_vs_E3,E3_SHUFFLED_s3019,E3,3,0.011302679666354232,0.017044432885407357,0.04574504669187429,-0.0033122712603259608
E3_SHUFFLED_s3019_vs_E3,E3_SHUFFLED_s3019,E3,4,-0.002368229637861874,-0.0033946773612553716,-0.0050328598114702805,-0.004136377158230897
A2_vs_E2_SHUFFLED_s1009,A2,E2_SHUFFLED_s1009,0,-0.004867739664014548,-0.0032633959347327934,-0.01384432340103059,-0.011199124857089404
A2_vs_E2_SHUFFLED_s1009,A2,E2_SHUFFLED_s1009,1,-0.006234330827162238,-0.0013972261810388242,-0.0033476663997983325,-0.024736355658639186
A2_vs_E2_SHUFFLED_s1009,A2,E2_SHUFFLED_s1009,2,-0.00617659136557519,-0.0021047697622655903,-0.0030176599343260113,0.0017718764784694363
A2_vs_E2_SHUFFLED_s1009,A2,E2_SHUFFLED_s1009,3,0.015301228882649287,0.02541881021293302,0.07083183085293743,0.01295724525112274
A2_vs_E2_SHUFFLED_s1009,A2,E2_SHUFFLED_s1009,4,0.003227034912936244,0.01270724235252485,0.01878363288271201,0.007357071456548847
E2_SHUFFLED_s1009_vs_E2,E2_SHUFFLED_s1009,E2,0,0.0018488955968471998,-0.0011842356034593715,-0.005043136973736928,0.0060222394188796935
E2_SHUFFLED_s1009_vs_E2,E2_SHUFFLED_s1009,E2,1,-0.0021967266084550463,-0.00567870418581512,-0.013738550541155692,0.005270879922141369
E2_SHUFFLED_s1009_vs_E2,E2_SHUFFLED_s1009,E2,2,0.01317441360992172,0.01018000281216136,0.014500768971766886,0.004947029823373028
E2_SHUFFLED_s1009_vs_E2,E2_SHUFFLED_s1009,E2,3,-0.00599313457212669,-0.005331652984593149,-0.014652002095021377,-0.03207914375220111
E2_SHUFFLED_s1009_vs_E2,E2_SHUFFLED_s1009,E2,4,-0.0014521619101179328,-0.008609225786551267,-0.012666434738479948,-0.006984554867141002
A2_vs_E2_SHUFFLED_s2017,A2,E2_SHUFFLED_s2017,0,-0.00391358486132487,-0.0009849142374375175,-0.0041701066682495735,-0.00526661867889755
A2_vs_E2_SHUFFLED_s2017,A2,E2_SHUFFLED_s2017,1,-0.006035427689292716,-0.004822354707681997,-0.011608619959107669,-0.019400417588030683
A2_vs_E2_SHUFFLED_s2017,A2,E2_SHUFFLED_s2017,2,-0.004818539359715435,-0.006568176964883765,-0.009450674835736805,0.00036600537837683245
