extractant_id,n_samples,MAE_2D,MAE_2D3D,delta_MAE,RMSE_2D,RMSE_2D3D,delta_RMSE,Spearman_2D,Spearman_2D3D,delta_Spearman
CC(C)CCCC(C)CCCCN(C)C(=O)COCC(=O)N(C)CCCCC(C)CCCC(C)C,91,0.2301994007942241,0.23339492542638013,-0.003195524632156027,0.31924371761802334,0.3279798232362505,-0.008736105618227186,0.9733715559802517,0.9606625258799173,-0.012709030100334417
CC(C)CN(CC(C)C)C(=O)COCC(=O)N(CC(C)C)CC(C)C,28,0.28944870280927676,0.2868165663322562,0.0026321364770205413,0.36068293531598045,0.3627933931084195,-0.002110457792439069,0.6480569239189928,0.7952928297755884,0.14723590585659552
CCCCC(CC)CN(C)C(=O)COCC(=O)N(C)CC(CC)CCCC,91,0.2750179267050298,0.2656885911915945,0.009329335513435288,0.38696799890907135,0.3858818918498086,0.0010861070592627642,0.9416945373467113,0.9399426660296226,-0.001751871317088649
CCCCC(CC)CN(CC(CC)CCCC)C(=O)COCC(=O)N(CC(CC)CCCC)CC(CC)CCCC,210,0.3960859760940394,0.3785941149958035,0.017491861098235917,0.5733437493092559,0.5483957847503721,0.024947964558883817,0.867055843377468,0.8759749391599392,0.008919095782471187
CCCCCCC(C)N(CCCC)C(=O)COCC(=O)N(CCCC)C(C)CCCCCC,112,0.30507926163379623,0.3080391571563211,-0.002959895522524847,0.4500953558233792,0.4435146975331503,0.006580658290228858,0.6680120703759402,0.6735716331282967,0.005559562752356473
CCCCCCC(CCCC)CCCN(C)C(=O)COCC(=O)N(C)CCCC(CCCC)CCCCCC,91,0.21029207523117638,0.2019989441954786,0.008293131035697787,0.26271507027297797,0.25633282076677405,0.006382249506203919,0.9610447523491003,0.9623666188883581,0.00132186653925781
CCCCCCCCC(C)(C)SCC1CN(C(=O)COCC(=O)N2CC(C)C(CSC(C)(C)CCCCCCCC)C2)CC1C,91,0.2229473716220492,0.23523262637344686,-0.012285254751397662,0.31421047444531647,0.31813088910638976,-0.00392041466107329,0.9877050485746139,0.9850931677018634,-0.0026118808727505494
CCCCCCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCCCCCC,78,0.5378111587440079,0.5754150248792088,-0.03760386613520095,0.6842890256285119,0.7078684391860448,-0.023579413557532902,0.9313597794610452,0.9297158537664866,-0.0016439256945586234
CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,16,0.21719937281496585,0.24036713313459845,-0.023167760319632608,0.29007251695075514,0.2785422794056251,0.011530237545130051,0.5676470588235295,0.55,-0.01764705882352946
CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCCOCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,79,0.7929555568291584,0.8206208386044999,-0.027665281775341444,1.1376474700351888,1.2414190675845835,-0.10377159754939469,-0.30695545809871355,-0.4139437794709999,-0.10698832137228637
CCCCCCCCCCN(CCCCCCCCCC)C(=O)C(C)OC(C)C(=O)N(CCCCCCCCCC)CCCCCCCCCC,140,0.13777109839722945,0.19966645351617146,-0.06189535511894201,0.1681439450916008,0.25569100899196,-0.08754706390035921,0.8658822191843129,0.7708541526973902,-0.09502806648692264
CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCC)CCCCCC,298,0.6329987232842293,0.6004753120240225,0.03252341126020686,0.759602126161544,0.7186422246766756,0.04095990148486839,0.45758729529039444,0.45360193690533435,-0.003985358385060089
CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,507,0.5163894808662437,0.5256677943026337,-0.009278313436389962,0.6792280015419171,0.6866528809822794,-0.0074248794403622975,0.8236731512837341,0.8288946873662694,0.005221536082535283
CCCCCCCCN(C)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,91,0.12035202332358295,0.15209942192598006,-0.0317473986023971,0.14989744645973088,0.18590884805534175,-0.036011401595610865,0.9852046504220416,0.9605510431597388,-0.024653607262302812
CCCCCCCCN(CC(C)C)C(=O)COCC(=O)N(CCCCCCCC)CC(C)C,28,0.11426585818354575,0.13979612852040596,-0.025530270336860214,0.14072178789805667,0.17354803462320825,-0.03282624672515158,0.8500273672687465,0.8264915161466886,-0.023535851122057916
CCCCCCCCN(CC(CC)CCCC)C(=O)COCC(=O)N(CCCCCCCC)CC(CC)CCCC,28,0.09481050257205305,0.1275169094195712,-0.032706406847518146,0.1133663318055358,0.15643808737653941,-0.04307175557100361,0.856048166392994,0.8144499178981938,-0.041598248494800205
CCCCCCCCN(CC)C(=O)COCC(=O)N(CC)CCCCCCCC,91,0.1040635573954409,0.16473672875286463,-0.06067317135742373,0.12890702508522728,0.2091896534865169,-0.08028262840128964,0.9827679566810003,0.9584806497849977,-0.02428730689600256
CCCCCCCCN(CCC(C)CC(C)(C)C)C(=O)COCC(=O)N(CCCCCCCC)CCC(C)CC(C)(C)C,91,0.2337868112974875,0.22108802645567704,0.012698784841810445,0.3316493215217137,0.30295887100981833,0.028690450511895393,0.9708074534161492,0.9738652651696131,0.0030578117534639793
CCCCCCCCN(CCC)C(=O)COCC(=O)N(CCC)CCCCCCCC,91,0.09975633460607713,0.1535563594216351,-0.053800024815557956,0.12691587772789462,0.19501057440339056,-0.06809469667549595,0.9831661092530658,0.9645484949832777,-0.01861761426978814
CCCCCCCCN(CCCC(CCCC)CCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCC(CCCC)CCCCCC,78,0.2955928284616126,0.30136532238656716,-0.005772493924954547,0.3604079786096693,0.3605239249439212,-0.00011594633425193734,0.9717244780535919,0.9579407933838313,-0.013783684669760543
CCCCCCCCN(CCCCC(C)CCCC(C)C)C(=O)COCC(=O)N(CCCCCCCC)CCCCC(C)CCCC(C)C,91,0.18573089131069906,0.20399019625107037,-0.018259304940371313,0.27198416163415406,0.28315777832588823,-0.011173616691734167,0.987991718426501,0.9793119923554707,-0.008679726071030291
CCCCCCCCN(CCCCCCCC)C(=O)CN(CC(=O)N(CCCCCCCC)CCCCCCCC)CC(=O)N(CCCCCCCC)CCCCCCCC,1,0.6149976889241329,0.6939785789909081,-0.07898089006677522,0.6149976889241329,0.6939785789909081,-0.07898089006677522,,,
CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(C)C,21,0.3841547447877105,0.4298284459457961,-0.04567370115808561,0.5729642109464134,0.6004092262476313,-0.0274450153012179,0.8545454545454545,0.8727272727272727,0.018181818181818188
CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,2921,0.5204192989159973,0.5054470548542486,0.014972244061748685,0.740127870036261,0.7164476381690155,0.02368023186724555,0.6108892464361182,0.5945255616235078,-0.016363684812610413
CCCCCCCCN(CCCCCCCC)C(=O)[C@H](C)O[C@@H](C)C(=O)N(CCCCCCCC)CCCCCCCC,91,0.40300238828882007,0.3903364333491768,0.012665954939643287,0.533526580566601,0.5169598888700542,0.016566691696546787,0.8962095875139353,0.8458512501990764,-0.05035833731485895
CCCCCCCCN(CCCCCCCC)C(=O)[C@H](C)O[C@H](C)C(=O)N(CCCCCCCC)CCCCCCCC,91,0.1772111327423199,0.22510549089907325,-0.04789435815675336,0.23790222556449908,0.2872163515032125,-0.04931412593871343,0.7068942202341856,0.6593904571805049,-0.04750376305368065
CCCCCCN(CCCCCC)C(=O)COCC(=O)N(CCCCCC)CCCCCC,21,0.08695402529498891,0.11058100840815752,-0.023626983113168604,0.09733086743411273,0.11835684098970435,-0.021025973555591618,0.9324675324675323,0.9064935064935065,-0.02597402597402587
CCCCN(CCCC)C(=O)COCC(=O)N(CCCC)CCCC,172,0.42065497728171786,0.412534363990512,0.008120613291205836,0.5448119465097176,0.5270314741660972,0.017780472343620457,0.6843296009245725,0.702968627744329,0.018639026819756488
CCCN(CCC)C(=O)COCC(=O)N(CCC)CCC,150,0.1744302095526378,0.21890475826278533,-0.04447454871014753,0.2364982299015716,0.2845441722716381,-0.048045942370066486,0.735635494434848,0.6622184413027348,-0.07341705313211322
CCN(CC)C(=O)COCC(=O)N(CC)CC,258,0.21231791434435807,0.19616830952834272,0.01614960481601535,0.2850990775490608,0.2582764547911261,0.026822622757934678,0.2764779920365664,0.304404737261688,0.027926745225121563
CN(C(=O)COCC(=O)N(C)c1ccccc1)c1ccccc1,243,0.27705749790356277,0.2689618266533281,0.008095671250234693,0.3638558102079474,0.36025399525367535,0.0036018149542720312,0.20265480656923776,0.10762905635000902,-0.09502575021922874
CN(C(=O)c1cccc(C(=O)N(C)c2ccccc2)n1)c1ccccc1,140,0.3265293213270466,0.3150341376442496,0.011495183682797006,0.41040732494724463,0.396622354568106,0.013784970379138617,0.2229937975179847,0.2451601615833271,0.022166364065342392
COCCN(CCOC)C(=O)COCC(=O)N(CCOC)CCOC,78,0.5383177954461542,0.49951551461319543,0.03880228083295878,0.7341528189218676,0.6671628055890099,0.0669900133328577,-0.2823598026519412,-0.2768784399732463,0.005481362678694923
O=C(COCC(=O)N1CCCCC1)N1CCCCC1,91,0.6209410475874446,0.6169472362609203,0.003993811326524321,0.7910165414474741,0.7808844531562933,0.01013208829118084,-0.3773991249544663,-0.3735191719493402,0.0038799530051261133
