geometry_key,has_properties_header,q_initial_sum,q_metal_initial,max_abs_magmom,magmom_on_metal,q_mulliken_sum
63|CCOP(=O)(OCC)c1ccc2ccc3ccc(P(=O)(OCC)OCC)nc3c2n1|nitrate,True,3.0,3.0,0.0,0.0,2.99999997
63|CCCCN(CCCC)C(=O)CCC(=O)N(CCCC)CCCC|nitrate,True,3.0,3.0,0.0,0.0,2.9999999799999992
63|O=P(c1ccccc1)(c1ccccc1)c1ccc2ccc3ccc(P(=O)(c4ccccc4)c4ccccc4)nc3c2n1|nitrate,True,3.0,3.0,0.0,0.0,2.9999999500000003
63|CCCCCCCCNC(=O)c1cc(Cl)ccn1|nitrate,True,3.0,3.0,0.0,0.0,2.99999996
63|CCCCN(CCCC)C(=O)COCC(=O)NCc1cccc(CNC(=O)COCC(=O)N(CCCC)CCCC)c1|nitrate,True,3.0,3.0,0.0,0.0,2.9999999500000003
63|CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N1CCCCC1|water,True,3.0,3.0,0.0,0.0,2.999999970000001
63|CCCCCCCCCCN(CCCCCCCCCC)C(=O)[C@H](C)O[C@H](CC)C(=O)N(CCCCCCCCCC)CCCCCCCCCC|nitrate,True,3.0,3.0,0.0,0.0,2.9999999400000004
63|CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCC)CCCCCC|nitrate,True,3.0,3.0,0.0,0.0,3.0000000399999998
63|CCCCCCCCN(CCCCCCCC)C(=O)CNCP(=O)(OCCCC)OCCCC|nitrate,True,1.0,1.0,0.0,0.0,1.00000001
63|CCN(C(=O)c1cccc(-c2cccc(C(=O)N(CC)c3ccc(C)cc3C)n2)n1)c1ccc(C)cc1C|nitrate,True,3.0,3.0,0.0,0.0,2.9999999600000002
63|CCCCCCN(CCCCCC)C(=O)COCC(=O)N1CCOCC1|water,True,3.0,3.0,0.0,0.0,2.9999999699999993
63|CC1(C)SC(C)(C)c2nc(-c3cccc(-c4cccc(-c5nnc6c(n5)C(C)(C)SC6(C)C)n4)n3)nnc21|water,True,3.0,3.0,0.0,0.0,2.99999997
63|CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N1CCCC1|water,True,3.0,3.0,0.0,0.0,3.0000000099999995
63|CCCCCCN(CCCCCC)C(=O)COCC(=O)N1CCCCC1|water,True,3.0,3.0,0.0,0.0,2.99999995
63|CC12CCC(c3nnc(-c4cccc(-c5cccc(-c6nnc7c(n6)C6(C)CCC7C6(C)C)n5)n4)nc31)C2(C)C|nitrate,True,1.0,1.0,0.0,0.0,1.0000000099999995
63|CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)NCCCCCCNC(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC|nitrate,True,3.0,3.0,0.0,0.0,3.0000000300000007
63|CC1(C)OC(C)(C)c2nc(-c3cccc(-c4cccc(-c5nnc6c(n5)C(C)(C)OC6(C)C)n4)n3)nnc21|nitrate,True,1.0,1.0,0.0,0.0,1.0000000499999993
63|CCCCCCCCN(CCCCCCCC)C(=O)C(C)OC(C)C(=O)N(CCCCCCCC)CCCCCCCC|water,True,3.0,3.0,0.0,0.0,2.99999998
63|CCCCCCCCN(CCCCCCCC)C(=O)CNCP(=O)(CCCC)CCCC|water,True,3.0,3.0,0.0,0.0,2.9999999599999994
63|Cc1ccn(-c2cccc(-n3ccc(C)n3)n2)n1|nitrate,True,1.0,1.0,0.0,0.0,1.00000001
63|CCCCCCOCCC(C(=O)N(C)CCCC)C(=O)N(C)CCCC|nitrate,True,3.0,3.0,0.0,0.0,3.000000000000001
63|O=C(O)CN(CC(=O)O)C1CCCCC1N(CC(=O)O)CC(=O)O|nitrate,True,2.0,2.0,0.0,0.0,
63|CCCCCCCCP(=O)(CC(=O)N(CC(C)C)CC(C)C)c1ccccc1|nitrate,True,3.0,3.0,0.0,0.0,3.00000007
63|CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N1CCOCC1|nitrate,True,3.0,3.0,0.0,0.0,2.99999999
63|CCCCN(CCCC)C(=O)c1ccc2ccc3cccnc3c2n1|nitrate,True,3.0,3.0,0.0,0.0,2.9999999799999997
63|CC(C)(C)Cc1cc(-c2cccc(-c3cc(CC(C)(C)C)[nH]n3)n2)n[nH]1|nitrate,True,1.0,1.0,0.0,0.0,1.0
63|CCCCN(CCCC)C(=O)COCC(=O)NCCCCCNC(=O)COCC(=O)N(CCCC)CCCC|nitrate,True,3.0,3.0,0.0,0.0,3.0
63|CCN(C(=O)c1cccc(C(=O)N(CC)c2ccccc2C)n1)c1ccccc1C|nitrate,True,3.0,3.0,0.0,0.0,3.0000000100000004
63|CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)NCCCCCNC(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC|nitrate,False,,,,,
63|CCCCCCN(CCCCCC)C(=O)c1ccc2ccc3cccnc3c2n1|nitrate,True,3.0,3.0,0.0,0.0,3.00000002
63|CCCCCCCCN(CCCCCCCC)C(=O)c1ccc2ccc3ccc(C(=O)N(CCCCCCCC)CCCCCCCC)nc3c2n1|water,True,3.0,3.0,0.0,0.0,2.99999998
63|CCCCCCCCP(=O)(CCCCCCCC)Cc1cccc(CP(=O)(CCCCCCCC)CCCCCCCC)[n+]1[O-]|nitrate,True,3.0,3.0,0.0,0.0,2.99999985
63|CCCCCCCCN(CCCCCCCC)C(=O)CO|nitrate,True,3.0,3.0,0.0,0.0,3.000000019999999
63|C1CCC2OCCOCCOC3CCCCC3OCCOCCOC2C1|nitrate,True,2.0,2.0,0.0,0.0,1.9999999699999997
63|CCCCCCCCNC(=O)c1cnccn1|nitrate,False,,,,,
63|CCCCN(CCCC)C(=O)COCC(=O)N(CCCC)CCCC|nitrate,True,3.0,3.0,0.0,0.0,3.0000000399999998
63|CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)NCc1cccc(CNC(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC)c1|water,True,3.0,3.0,0.0,0.0,2.9999999699999997
63|CCCCCCCCC(C)(C)SCC1CN(C(=O)COCC(=O)N2CC(C)C(CSC(C)(C)CCCCCCCC)C2)CC1C|water,True,3.0,3.0,0.0,0.0,2.99999995
63|Cc1cc(C)n(-c2cncc(-n3nc(C)cc3C)n2)n1|nitrate,True,3.0,3.0,6.0,6.0,
63|CC1(C)CCC(C)(C)c2nc(-c3cccc(-c4cccc(-c5ccccn5)n4)n3)nnc21|water,True,3.0,3.0,0.0,0.0,3.00000003
63|CCCCC(CC)CN(CC(CC)CCCC)C(=O)CN(CC(=O)N(CC(CC)CCCC)CC(CC)CCCC)CC(=O)N(CC(CC)CCCC)CC(CC)CCCC|water,True,3.0,3.0,0.0,0.0,2.9999998700000003
63|CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC|water,True,3.0,3.0,0.0,0.0,3.0000000399999993
63|CCCCCCCCN(C)C(=O)COCC(=O)N(C)Cc1cccc(CN(C)C(=O)COCC(=O)N(C)CCCCCCCC)c1|nitrate,True,3.0,3.0,0.0,0.0,2.9999999900000005
63|CCN(C(=O)c1cccc(-c2cccc(C(=O)N(CC)c3cc(C)ccc3C)n2)n1)c1cc(C)ccc1C|nitrate,True,3.0,3.0,0.0,0.0,2.9999999600000007
63|CCCCCCCCN(CCCCCCCC)C(=O)COC(C(=O)N(CCCCCCCC)CCCCCCCC)c1ccccc1|nitrate,True,3.0,3.0,0.0,0.0,2.9999999600000002
63|CCCCCCCCn1cc(-c2cc(CC(=O)O)cc(-c3cn(CCCCCCCC)nn3)n2)nn1|nitrate,True,3.0,3.0,0.0,0.0,2.999999999999999
63|CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCCOCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC|water,True,3.0,3.0,0.0,0.0,2.9999999499999994
63|CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)NCc1ccc(CNC(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC)cc1|nitrate,True,3.0,3.0,0.0,0.0,2.9999999799999992
63|CCCCC(CC)CN(CC(CC)CCCC)C(=O)CCOCCC(=O)N(CC(CC)CCCC)CC(CC)CCCC|water,True,3.0,3.0,0.0,0.0,3.0000000399999998
63|CCCCN(CCCC)C(=O)COCC(=O)NCCCCCCNC(=O)COCC(=O)N(CCCC)CCCC|nitrate,True,3.0,3.0,0.0,0.0,2.9999999500000003
63|CCCCC(CC)CN(CC(CC)CCCC)C(=O)CN(CC(=O)N(CC(CC)CCCC)CC(CC)CCCC)CC(=O)N(CC(CC)CCCC)CC(CC)CCCC|nitrate,True,3.0,3.0,0.0,0.0,3.000000080000001
63|CCCCCCCCN(CCCCCCCC)C(=O)CNCP(=O)(OCCCC)OCCCC|water,True,3.0,3.0,0.0,0.0,2.99999999
63|CCCCCC(C)Oc1cc(CNC(=O)COCC(=O)N(CCCC)CCCC)cc(CNC(=O)COCC(=O)N(CCCC)CCCC)c1|nitrate,True,3.0,3.0,0.0,0.0,3.00000004
63|CCCCCCCCN(C(=O)c1ccc2ccc3cccnc3c2n1)c1ccc(C)cc1|nitrate,True,3.0,3.0,0.0,0.0,3.0
63|CCCCCCCCN(CC)C(=O)COCC(=O)N(CC)CCCCCCCC|water,True,3.0,3.0,0.0,0.0,3.00000001
63|CCCCCCCCN(CCCCCCCC)C(=O)C1CCC(C(=O)N(CCCCCCCC)CCCCCCCC)O1|water,True,3.0,3.0,0.0,0.0,3.00000012
63|CC(C)(C)c1ccc(NC(=O)c2cnccn2)cc1|nitrate,False,,,,,
63|Cc1ccn(-c2cncc(-n3ccc(C)n3)n2)n1|nitrate,True,3.0,3.0,6.0,6.0,
63|CCCCCCN(CCCCCC)C(=O)COCC(=O)N1CCCCC1|nitrate,True,3.0,3.0,0.0,0.0,3.0000000399999998
63|O=C(c1cc(Cl)c2ccc3c(Cl)cc(C(=O)N4CCCC4)nc3c2n1)N1CCCC1|nitrate,True,3.0,3.0,0.0,0.0,3.0000000099999995
63|CCCCCCN(CCCCCC)C(=O)c1ccc2ccc3cccnc3c2n1|water,True,3.0,3.0,0.0,0.0,3.0000000799999995
63|CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC|nitrate,True,3.0,3.0,0.0,0.0,3.0000000100000004
63|O=C(COCC(=O)N1CCCCC1)N1CCCCC1|water,True,3.0,3.0,0.0,0.0,3.0000000399999998
63|CCCCCc1nnc(-c2cccc(-c3cccc(-c4nnc(CCCCC)c(CCCCC)n4)n3)n2)nc1CCCCC|nitrate,True,1.0,1.0,0.0,0.0,1.0000000500000004
63|CCCCCCCCN(CCC(C)CC(C)(C)C)C(=O)COCC(=O)N(CCCCCCCC)CCC(C)CC(C)(C)C|water,True,3.0,3.0,0.0,0.0,2.9999999999999996
63|CCCCCCCCCCN(CCCCCCCCCC)C(=O)[C@H](CCC)O[C@H](CCC)C(=O)N(CCCCCCCCCC)CCCCCCCCCC|nitrate,True,3.0,3.0,0.0,0.0,3.0000000200000008
63|CCCCCCCCN(CC(C)C)C(=O)COCC(=O)N(CCCCCCCC)CC(C)C|nitrate,True,3.0,3.0,0.0,0.0,2.99999999
63|CCCCCCc1ccc(N(CC)C(=O)c2cccc(-c3cccc(C(=O)N(CC)c4ccc(CCCCCC)cc4)n3)n2)cc1|nitrate,True,3.0,3.0,0.0,0.0,3.0000000399999998
63|CCCCCCCCOc1cc(C(=O)N(C)c2ccc(C(C)(C)C)cc2)nc(C(=O)N(C)c2ccc(C(C)(C)C)cc2)c1|nitrate,True,3.0,3.0,0.0,0.0,2.9999999699999997
63|CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N1CCCC1|nitrate,True,3.0,3.0,0.0,0.0,2.99999994
63|CCCCCCN(CCCCCC)C(=O)CC(=O)N(CCCCCC)CCCCCC|nitrate,True,3.0,3.0,0.0,0.0,3.0000000100000004
63|CCCCCCCCN(CCCCCCCC)C(=O)COCP(=O)(CCCC)CCCC|water,True,3.0,3.0,0.0,0.0,2.9999999499999994
63|CCCCCCCCN(CCCCCCCC)C(=O)COCP(=O)(OCCCC)OCCCC|nitrate,True,1.0,1.0,0.0,0.0,0.9999999899999997
63|CCCCCCCCP(=O)(CCCCCCCC)Cc1cccc(CP(=O)(CCCCCCCC)CCCCCCCC)[n+]1[O-]|water,True,3.0,3.0,0.0,0.0,3.0000000499999997
63|S=P(COCP(=S)(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1|water,True,3.0,3.0,0.0,0.0,
63|CCCCCCCCN(C)C(=O)COCC(=O)NCc1cccc(CNC(=O)COCC(=O)N(C)CCCCCCCC)c1|nitrate,True,3.0,3.0,0.0,0.0,3.00000008
63|CCCCCCCCCCCCNC(=O)c1cc(OC)ccn1|nitrate,True,3.0,3.0,6.0,6.0,
63|CCCCCCCCOc1cc(C(=O)Nc2ccc(C(C)(C)C)cc2)nc(C(=O)Nc2ccc(C(C)(C)C)cc2)c1|nitrate,True,3.0,3.0,0.0,0.0,2.99999987
63|CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)NCCCCCCCNC(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC|nitrate,True,3.0,3.0,0.0,0.0,3.0000000099999995
63|CCCCP(=S)(CCCC)COCP(=S)(CCCC)CCCC|water,True,3.0,3.0,6.0,6.0,
63|CCCCCCCCN(CCCCCCCC)C(=O)COC(C)C(=O)N(CCCCCCCC)CCCCCCCC|water,True,3.0,3.0,0.0,0.0,2.9999999299999995
63|CCN(C(=O)c1cccc(-c2cccc(C(=O)N(CC)c3ccccc3)n2)n1)c1ccccc1|nitrate,True,3.0,3.0,0.0,0.0,2.9999999700000006
63|CCCCCCCCN(CCCCCCCC)C(=O)c1ccc(C(=O)N(CCCCCCCC)CCCCCCCC)o1|nitrate,True,3.0,3.0,0.0,0.0,2.9999999899999996
63|CCCCCCCCN(CCCCC(C)CCCC(C)C)C(=O)COCC(=O)N(CCCCCCCC)CCCCC(C)CCCC(C)C|water,True,3.0,3.0,0.0,0.0,2.9999999500000003
63|COCCN(CCOC)C(=O)COCC(=O)N(CCOC)CCOC|water,True,3.0,3.0,0.0,0.0,3.0000000499999997
63|CCN(C(=O)c1cccc(C(=O)N(CC)c2ccc(C)cc2)n1)c1ccc(C)cc1|nitrate,True,3.0,3.0,0.0,0.0,2.9999999999999996
63|CCCCP(=S)(CCCC)COCP(=S)(CCCC)CCCC|nitrate,True,3.0,3.0,6.0,6.0,
63|CCCCCCCCN(CCCCCCCC)C(=O)CN(CC(=O)N(CCCCCCCC)CCCCCCCC)CC(=O)N(CCCCCCCC)CCCCCCCC|nitrate,True,1.0,1.0,0.0,0.0,0.9999999900000005
63|CCCCCCN(CCCCCC)C(=O)COCC(=O)N1CCCC1|water,True,3.0,3.0,0.0,0.0,3.0000000399999998
63|CCCCCCCCN(CCCC(CCCC)CCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCC(CCCC)CCCCCC|water,True,3.0,3.0,0.0,0.0,3.00000001
63|CC(C)CCCC(C)CCCCN(C)C(=O)COCC(=O)N(C)CCCCC(C)CCCC(C)C|water,True,3.0,3.0,0.0,0.0,3.0000000500000006
63|CC(C)CCN(CCC(C)C)C(=O)COCC(=O)NCc1cccc(CNC(=O)COCC(=O)N(CCC(C)C)CCC(C)C)c1|nitrate,True,3.0,3.0,0.0,0.0,2.99999998
63|c1cc(-n2cccn2)nc(-n2cccn2)c1|nitrate,True,1.0,1.0,0.0,0.0,1.00000001
63|CCCCP(=S)(CCCC)CP(=S)(CCCC)CCCC|water,True,3.0,3.0,6.0,6.0,
63|CCCCC(CC)CN(CC(CC)CCCC)C(=O)COCC(=O)N(CC(CC)CCCC)CC(CC)CCCC|water,True,3.0,3.0,0.0,0.0,2.99999988
63|CCCCCCCCN(C)C(=O)C(CCOCCCCCC)C(=O)N(C)CCCCCCCC|nitrate,False,,,,,
63|CCCCCCN(C)C(=O)CC(=O)N(C)CCCCCC|nitrate,True,3.0,3.0,0.0,0.0,2.99999999
63|O=C(c1ccccc1)c1ccc2ccccc2n1|nitrate,True,3.0,3.0,0.0,0.0,3.0000000399999998
63|CCCCCCn1c(-c2ccccc2)c(-c2ccccc2)c2cc3ccc4cc5c(-c6ccccc6)c(-c6ccccc6)n(CCCCCC)c(=O)c5nc4c3nc2c1=O|water,True,3.0,3.0,0.0,0.0,2.99999995
63|CCCCCCCCN(C)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC|water,True,3.0,3.0,0.0,0.0,2.9999999699999997
63|CCCCC(CC)CN(CC(CC)CCCC)C(=O)CCOCCC(=O)N(CC(CC)CCCC)CC(CC)CCCC|nitrate,True,3.0,3.0,0.0,0.0,2.99999992
63|CCCCCCCCN(CCCCCCCC)C(=O)CCOCCC(=O)N(CCCCCCCC)CCCCCCCC|water,True,3.0,3.0,0.0,0.0,2.99999997
63|c1ccc2c(c1)OCCOCCOc1ccccc1OCCOCCO2|nitrate,True,2.0,2.0,0.0,0.0,1.9999999800000001
64|CCCCCCN(CCC(C)CCC=C(C)C)C(=O)COCC(=O)N(CCCCCC)CCC(C)CCC=C(C)C|water,True,3.0,3.0,0.0,0.0,2.99999998
64|CCCCCCCCN(C(=O)c1ccc2ccc3cccnc3c2n1)c1ccc(C)cc1|nitrate,True,3.0,3.0,0.0,0.0,2.99999998
64|CCCCCCn1c(-c2ccccc2)c(-c2ccccc2)c2cc3ccc4cc5c(-c6ccccc6)c(-c6ccccc6)n(CCCCCC)c(=O)c5nc4c3nc2c1=O|nitrate,True,1.0,1.0,0.0,0.0,0.9999999700000004
64|CCCCC(CC)CN(CC(CC)CCCC)C(=O)COCC(=O)N(CC(CC)CCCC)CC(CC)CCCC|nitrate,True,3.0,3.0,0.0,0.0,3.0000000200000003
64|CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COC1CCCN(CCCCCC)C1=O|nitrate,True,3.0,3.0,0.0,0.0,2.99999997
64|CCCCCCCCN(CCCCCCCC)C(=O)C(C)OC(C)C(=O)N(CCCCCCCC)CCCCCCCC|nitrate,True,3.0,3.0,0.0,0.0,2.9999999500000007
64|CCCCCCCCN(CCCC(CCCC)CCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCC(CCCC)CCCCCC|water,True,3.0,3.0,0.0,0.0,3.00000007
64|CCCCN(CCCC)C(=O)CC(=O)N(CCCC)CCCC|nitrate,True,3.0,3.0,0.0,0.0,2.9999999400000004
64|CCCCCCOP(=O)(O)OCCCCCC|nitrate,True,3.0,3.0,0.0,0.0,
64|CCCCCCCCN(CCCCCCCC)C(=O)[C@H](C)O[C@@H](C)C(=O)N(CCCCCCCC)CCCCCCCC|nitrate,True,3.0,3.0,0.0,0.0,3.0000000499999997
64|CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCC)CCCCCC|water,True,3.0,3.0,0.0,0.0,2.9999999600000002
64|CC12CCC(c3nnc(-c4cccc(-c5nnc6c(n5)C5(C)CCC6C5(C)C)n4)nc31)C2(C)C|nitrate,True,3.0,3.0,0.0,0.0,2.999999939999999
64|CCCCN(CCCC)C(=O)CCC(=O)N(CCCC)CCCC|nitrate,True,3.0,3.0,0.0,0.0,2.99999999
64|CN(C(=O)CC(=O)N(C)c1ccccc1)c1ccccc1|nitrate,True,3.0,3.0,0.0,0.0,3.00000003
64|CCN(C(=O)c1cccc(C(=O)N(CC)c2ccc(C)cc2)n1)c1ccc(C)cc1|nitrate,True,3.0,3.0,0.0,0.0,2.9999999500000003
64|CCCCCCN(CCCCCC)C(=O)COCC(=O)N(CCCCCC)CCCCCC|nitrate,True,3.0,3.0,0.0,0.0,2.99999997
64|CCCCCCCCN(CCCCCCCC)C(=O)COCCOCC(=O)N(CCCCCCCC)CCCCCCCC|nitrate,True,3.0,3.0,0.0,0.0,3.0
64|CCCCCCC(C)N(CCCC)C(=O)COCC(=O)N(CCCC)C(C)CCCCCC|water,True,3.0,3.0,0.0,0.0,3.000000019999999
64|CCCCCCn1c(-c2ccccc2)c(-c2ccccc2)c2cc3ccc4cc5c(-c6ccccc6)c(-c6ccccc6)n(CCCCCC)c(=O)c5nc4c3nc2c1=O|water,True,3.0,3.0,0.0,0.0,2.9999999399999995
64|COCCN(CCOC)C(=O)COCC(=O)N(CCOC)CCOC|water,True,3.0,3.0,0.0,0.0,2.9999999600000002
64|CC(C)CN(CC(C)C)C(=O)COCC(=O)N(CC(C)C)CC(C)C|nitrate,True,3.0,3.0,0.0,0.0,3.0000000200000003
64|CCCCCCCCC(C)(C)SCC1CN(C(=O)COCC(=O)N2CC(C)C(CSC(C)(C)CCCCCCCC)C2)CC1C|water,True,3.0,3.0,0.0,0.0,3.0
64|CCCCCCc1ccc(N(CC)C(=O)c2cccc(-c3cccc(C(=O)N(CC)c4ccc(CCCCCC)cc4)n3)n2)cc1|nitrate,True,3.0,3.0,0.0,0.0,2.99999997
64|CCCCCCCCCCN(CCCCCCCCCC)C(=O)C(C)OC(C)C(=O)N(CCCCCCCCCC)CCCCCCCCCC|nitrate,True,3.0,3.0,0.0,0.0,3.0000001100000016
64|CCCCCCCCP(=O)(CCCCCCCC)Cc1cccc(CP(=O)(CCCCCCCC)CCCCCCCC)[n+]1[O-]|nitrate,True,3.0,3.0,0.0,0.0,3.00000005
64|CCCCCCCCN(CCCCCCCC)C(=O)[C@H](C)O[C@H](C)C(=O)N(CCCCCCCC)CCCCCCCC|nitrate,True,3.0,3.0,0.0,0.0,2.9999998900000002
64|CCCCCCN(C)C(=O)CC(=O)N(C)CCCCCC|nitrate,True,3.0,3.0,0.0,0.0,2.9999998900000002
64|CCN(C(=O)c1cccc(-c2cccc(C(=O)N(CC)c3ccc(C)cc3C)n2)n1)c1ccc(C)cc1C|nitrate,True,3.0,3.0,0.0,0.0,3.0000000399999998
64|CCCCCCCCN(CC)C(=O)COCC(=O)N(CC)CCCCCCCC|water,True,3.0,3.0,0.0,0.0,3.00000002
64|CC(C)CCCC(C)CCCCN(C)C(=O)COCC(=O)N(C)CCCCC(C)CCCC(C)C|water,True,3.0,3.0,0.0,0.0,2.9999999499999994
64|O=C(c1cc(Cl)c2ccc3c(Cl)cc(C(=O)N4CCCC4)nc3c2n1)N1CCCC1|nitrate,True,3.0,3.0,0.0,0.0,3.00000004
64|O=C(COCC(=O)N1CCCCC1)N1CCCCC1|water,True,3.0,3.0,0.0,0.0,3.0
64|CCCCCCCCCCN(CCCCCCCCCC)C(=O)[C@H](CCC)O[C@H](CCC)C(=O)N(CCCCCCCCCC)CCCCCCCCCC|nitrate,True,3.0,3.0,0.0,0.0,3.0000001
64|CCCCCCCCN(C)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC|water,True,3.0,3.0,0.0,0.0,3.0000001099999998
64|CCN(C(=O)c1cccc(-c2cccc(C(=O)N(CC)c3cc(C)ccc3C)n2)n1)c1cc(C)ccc1C|nitrate,True,3.0,3.0,0.0,0.0,3.0
64|CCCCCCN(CCC(C)CCCC(C)C)C(=O)COCC(=O)N(CCCCCC)CCC(C)CCCC(C)C|water,True,3.0,3.0,0.0,0.0,3.0000000000000004
64|CCCCCCN(CCCCCC)C(=O)CC(=O)N(CCCCCC)CCCCCC|nitrate,True,3.0,3.0,0.0,0.0,3.0
64|CN(C(=O)c1cccc(C(=O)N(C)c2ccccc2)n1)c1ccccc1|nitrate,True,3.0,3.0,0.0,0.0,3.0000000300000003
64|CCCCCCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCCCCCC|water,True,3.0,3.0,0.0,0.0,2.9999999599999994
64|O=C(O)CN(CCO)CCN(CC(=O)O)CC(=O)O|nitrate,True,2.0,2.0,0.0,0.0,1.9999999799999997
64|CCCCCCCCCCCCN(C)C(=O)C1CC(OC)CC(C(=O)N(C)CCCCCCCCCCCC)O1|nitrate,True,3.0,3.0,0.0,0.0,2.99999995
64|CCN(CC)C(=O)COCC(=O)N(CC)CC|nitrate,True,3.0,3.0,0.0,0.0,2.9999999799999992
64|CCCCN(CCCC)C(=O)COCC(=O)N(CCCC)CCCC|water,True,3.0,3.0,0.0,0.0,3.00000006
64|CCCCCc1nnc(-c2cccc(-c3cccc(-c4nnc(CCCCC)c(CCCCC)n4)n3)n2)nc1CCCCC|nitrate,True,1.0,1.0,0.0,0.0,1.0000000400000004
64|CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC|water,True,3.0,3.0,0.0,0.0,3.0000000399999998
64|CCCCCCCCN(CC(C)C)C(=O)COCC(=O)N(CCCCCCCC)CC(C)C|nitrate,True,3.0,3.0,0.0,0.0,2.999999989999999
64|CCN(C(=O)c1cccc(C(=O)N(CC)c2cccc(C)c2)n1)c1cccc(C)c1|nitrate,True,3.0,3.0,0.0,0.0,2.99999999
64|CCCCCCCCN(CCCCCCCC)C(=O)c1ccc2ccc3ccc(C(=O)N(CCCCCCCC)CCCCCCCC)nc3c2n1|water,True,3.0,3.0,0.0,0.0,2.99999999
64|CC1(C)CCC(C)(C)c2nc(-c3cccc(-c4cccc(-c5nnc6c(n5)C(C)(C)CCC6(C)C)n4)n3)nnc21|nitrate,True,1.0,1.0,0.0,0.0,0.9999999499999996
64|O=C(O)CN(CC(=O)O)C1CCCCC1N(CC(=O)O)CC(=O)O|nitrate,True,2.0,2.0,0.0,0.0,2.0000000099999995
64|CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC|nitrate,True,3.0,3.0,0.0,0.0,2.9999999500000003
64|CCCCCCCCN(C)C(=O)CC(=O)N(C)CCCCCCCC|nitrate,True,3.0,3.0,0.0,0.0,2.99999997
64|CCCCCCCCP(=O)(CCCCCCCC)Cc1cccc(CP(=O)(CCCCCCCC)CCCCCCCC)[n+]1[O-]|water,True,3.0,3.0,0.0,0.0,2.99999996
64|CCCN(CCC)C(=O)COCC(=O)N(CCC)CCC|nitrate,True,3.0,3.0,0.0,0.0,2.9999999799999997
64|CCCCC(CC)CN(C)C(=O)COCC(=O)N(C)CC(CC)CCCC|water,True,3.0,3.0,0.0,0.0,2.9999999499999994
64|CCCCC(CC)CN(CC(CC)CCCC)C(=O)COCC(=O)N(CC(CC)CCCC)CC(CC)CCCC|water,True,3.0,3.0,0.0,0.0,3.0000000800000004
64|CCN(C(=O)c1cccc(-c2cccc(C(=O)N(CC)c3ccccc3)n2)n1)c1ccccc1|nitrate,True,3.0,3.0,0.0,0.0,2.9999999299999995
64|CCCCCCCCN(CCCCCCCC)C(=O)CC(=O)N(CCCCCCCC)CCCCCCCC|nitrate,True,3.0,3.0,0.0,0.0,3.00000002
64|CCCCCCCCN(C)C(=O)C(CCOCCCCCC)C(=O)N(C)CCCCCCCC|nitrate,True,3.0,3.0,0.0,0.0,2.9999999500000003
64|CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC|nitrate,True,3.0,3.0,0.0,0.0,3.0000000299999994
64|CCCCN(CCCC)C(=O)c1ccc2ccc3ccc(C(=O)N(CCCC)CCCC)nc3c2n1|nitrate,True,3.0,3.0,0.0,0.0,3.000000010000001
64|CN(C(=O)COCC(=O)N(C)c1ccccc1)c1ccccc1|nitrate,True,3.0,3.0,0.0,0.0,3.0000000300000003
64|CCCCCCCCN(CC(CC)CCCC)C(=O)COCC(=O)N(CCCCCCCC)CC(CC)CCCC|nitrate,True,3.0,3.0,0.0,0.0,3.0000000399999998
64|CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCCOCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC|water,True,3.0,3.0,0.0,0.0,3.0000000300000003
