cell,seen,n_train_same_key,train_key_heavy_frac,y
2,True,23,0.782608695652174,1
6,True,1,1.0,1
7,True,23,0.782608695652174,1
9,True,23,0.782608695652174,1
10,True,23,0.782608695652174,1
13,True,23,0.782608695652174,1
14,True,23,0.782608695652174,1
16,True,1,1.0,1
17,True,1,1.0,1
18,True,1,1.0,1
19,True,1,1.0,1
20,True,1,1.0,1
22,True,1,1.0,1
24,True,1,1.0,1
29,True,1,1.0,1
30,True,1,1.0,1
31,True,1,1.0,1
32,True,1,1.0,1
33,True,23,0.782608695652174,1
34,False,0,,1
38,True,23,0.782608695652174,1
42,True,23,0.782608695652174,1
43,True,23,0.782608695652174,1
52,True,23,0.782608695652174,1
53,True,23,0.782608695652174,1
54,True,23,0.782608695652174,0
55,True,23,0.782608695652174,1
56,True,23,0.782608695652174,0
57,True,23,0.782608695652174,0
58,True,23,0.782608695652174,0
59,True,23,0.782608695652174,1
60,True,23,0.782608695652174,0
61,False,0,,0
62,False,0,,1
63,False,0,,0
64,False,0,,1
65,False,0,,0
66,False,0,,1
67,False,0,,0
68,False,0,,1
69,False,0,,0
70,False,0,,0
76,True,23,0.782608695652174,1
77,True,23,0.782608695652174,0
78,True,23,0.782608695652174,1
79,True,23,0.782608695652174,1
80,True,23,0.782608695652174,1
81,True,23,0.782608695652174,1
82,True,23,0.782608695652174,1
83,True,23,0.782608695652174,1
84,True,23,0.782608695652174,0
85,True,23,0.782608695652174,1
86,True,23,0.782608695652174,1
87,True,23,0.782608695652174,1
88,True,23,0.782608695652174,1
89,True,23,0.782608695652174,1
90,True,23,0.782608695652174,1
91,True,23,0.782608695652174,1
92,True,23,0.782608695652174,1
93,True,23,0.782608695652174,1
94,True,23,0.782608695652174,1
95,True,23,0.782608695652174,1
96,True,23,0.782608695652174,1
112,False,0,,0
116,True,23,0.782608695652174,1
119,True,23,0.782608695652174,1
123,True,23,0.782608695652174,1
124,True,23,0.782608695652174,1
126,True,23,0.782608695652174,1
127,True,23,0.782608695652174,1
128,True,23,0.782608695652174,1
133,True,23,0.782608695652174,1
134,True,23,0.782608695652174,1
135,True,23,0.782608695652174,1
138,True,23,0.782608695652174,1
139,True,23,0.782608695652174,1
143,True,23,0.782608695652174,1
152,True,23,0.782608695652174,1
155,True,23,0.782608695652174,1
159,True,23,0.782608695652174,1
163,True,23,0.782608695652174,1
164,True,23,0.782608695652174,1
168,True,23,0.782608695652174,1
169,True,23,0.782608695652174,1
170,True,23,0.782608695652174,1
171,True,23,0.782608695652174,1
172,True,23,0.782608695652174,1
173,True,23,0.782608695652174,1
183,True,23,0.782608695652174,1
184,True,23,0.782608695652174,1
186,True,23,0.782608695652174,1
190,True,23,0.782608695652174,1
191,True,23,0.782608695652174,1
192,True,23,0.782608695652174,1
193,True,23,0.782608695652174,1
195,True,23,0.782608695652174,1
196,True,23,0.782608695652174,1
197,True,23,0.782608695652174,1
205,True,23,0.782608695652174,0
206,True,23,0.782608695652174,1
207,True,23,0.782608695652174,1
208,True,23,0.782608695652174,1
209,True,23,0.782608695652174,1
210,True,23,0.782608695652174,1
211,True,23,0.782608695652174,1
212,True,23,0.782608695652174,1
213,True,23,0.782608695652174,1
214,True,23,0.782608695652174,1
215,True,23,0.782608695652174,1
220,True,23,0.782608695652174,1
221,True,23,0.782608695652174,0
247,True,23,0.782608695652174,1
258,True,23,0.782608695652174,0
287,True,23,0.782608695652174,0
302,True,23,0.782608695652174,1
303,True,23,0.782608695652174,1
304,True,23,0.782608695652174,0
305,True,23,0.782608695652174,0
311,True,23,0.782608695652174,0
313,True,23,0.782608695652174,1
314,True,23,0.782608695652174,1
315,True,23,0.782608695652174,1
316,True,23,0.782608695652174,1
318,True,23,0.782608695652174,1
319,True,23,0.782608695652174,0
321,True,23,0.782608695652174,0
322,True,23,0.782608695652174,1
323,True,23,0.782608695652174,0
324,True,23,0.782608695652174,1
325,True,23,0.782608695652174,0
326,True,23,0.782608695652174,1
327,True,23,0.782608695652174,0
328,True,23,0.782608695652174,1
329,True,23,0.782608695652174,0
341,True,23,0.782608695652174,1
342,True,23,0.782608695652174,0
