comparison,reference,candidate,outer_fold,delta_mae,delta_rmse,delta_r2,delta_spearman
A2_vs_A2+D1,A2,A2+D1,1,0.0011256841257582528,0.0011918330975528302,0.0028489922102127307,-0.015435041322425347
A2_vs_A2+D1,A2,A2+D1,2,-0.016214931139358457,-0.006999707314478187,-0.009977291657855547,0.005216307035983747
A2_vs_A2+D1,A2,A2+D1,3,0.011648891296699548,0.013740821601321618,0.03790573800963559,0.02328791213773107
A2_vs_A2+D1,A2,A2+D1,4,0.0036782260635568886,0.011572215454614176,0.017162203765186623,0.009976430437443229
A2_vs_A2+D2,A2,A2+D2,0,0.0048900204782891254,0.009387087954471296,0.03999491973595837,0.011402396033075968
A2_vs_A2+D2,A2,A2+D2,1,-0.006747363919011651,-0.004792823287949943,-0.011551651092829407,-0.025568515263384883
A2_vs_A2+D2,A2,A2+D2,2,-0.012961394004671778,-0.010260925925932751,-0.014664278283820553,0.002695203628153009
A2_vs_A2+D2,A2,A2+D2,3,0.001080453580812657,-0.0021736661782501,-0.006062583103349839,0.016343663277264553
A2_vs_A2+D2,A2,A2+D2,4,0.004713662057461043,0.013937525237510018,0.020614411793663745,0.008985265161854716
A2_vs_A2+D3,A2,A2+D3,0,0.016197743543258925,0.02164180746512767,0.09123858317124878,0.02542045090009648
A2_vs_A2+D3,A2,A2+D3,1,-0.0081462437933007,-0.002763193849239398,-0.006641317718608319,-0.00795831794952595
A2_vs_A2+D3,A2,A2+D3,2,-0.005268967467901564,-0.016844008164406454,-0.024199947224562424,-0.009674313385379829
A2_vs_A2+D3,A2,A2+D3,3,-0.010209033571417558,-0.00891394697193848,-0.02497701553306486,-0.046788128642752724
A2_vs_A2+D3,A2,A2+D3,4,0.0040798522374023705,0.0019828075555147207,0.0029727167182034275,0.007198768366770136
A2_vs_A2+D4,A2,A2+D4,0,0.004025231232475779,0.008640930203727137,0.036839377940187656,0.005743739150890659
A2_vs_A2+D4,A2,A2+D4,1,-0.007716731938789634,-0.007588439745842945,-0.018359715201785032,-0.021724092349806434
A2_vs_A2+D4,A2,A2+D4,2,-0.015694464140142028,-0.0160218411154347,-0.02300358129513791,-0.001171096328392629
A2_vs_A2+D4,A2,A2+D4,3,0.003271579188239171,0.0013175288168169041,0.0036659157983573998,0.004892381341247143
A2_vs_A2+D4,A2,A2+D4,4,-0.0008871059143202298,0.004099743252171106,0.006131868480749869,0.006725771663674385
A2_vs_A2+D5,A2,A2+D5,0,0.005477761058313435,0.010911985158860271,0.046431137770914566,0.005928602853160214
A2_vs_A2+D5,A2,A2+D5,1,0.0014007206713230747,-0.001862641225379158,-0.004471304709718349,-0.0028828527872645227
A2_vs_A2+D5,A2,A2+D5,2,-0.0004600856455101998,0.008483075303796661,0.011940600662012413,0.010975017224187256
A2_vs_A2+D5,A2,A2+D5,3,-0.0002471383283199069,-0.0009090421626187783,-0.002533212063565715,0.009069002695666573
A2_vs_A2+D5,A2,A2+D5,4,-0.0022651610530795008,0.000946842074141252,0.0014212058342150113,-0.001089169085732422
