k,comparison,point,ci95_low,ci95_high,bca_low,bca_high,block_macro,n_units,units_improved,seeds_positive,n_seeds
3,GEN10_REC_ALL_vs_GEN9_SHAPE_RECOMPOSED@k3,-0.0031882633167083,-0.0142119630125853,0.0159856550253584,-0.0167697252256915,0.011433208399835,0.0061371073390892,99,55,1,5
3,GEN10_REC_ALL_vs_REC_ecfp_plus_recovered@k3,0.0067743882747899,-0.0148225015335751,0.0470066978373468,-0.0189023231456851,0.0382221175839892,0.0220366344098131,99,56,3,5
3,GEN10_REC_RANK_vs_GEN9_SHAPE_RECOMPOSED@k3,0.0001549759784238,-0.0089629626466828,0.0141998139367718,-0.0114561706132895,0.011428073509788,0.0052771150349022,99,57,2,5
3,GEN10_REC_RANK_vs_REC_ecfp_plus_recovered@k3,0.0101176275699222,-0.0088831212542166,0.0441815654588244,-0.0128143341199468,0.0368577478349021,0.0211766421056262,99,57,5,5
3,GEN10_REC_GEN9_PLUS_vs_GEN9_SHAPE_RECOMPOSED@k3,0.0040793892317394,0.0021419469319907,0.0072728211902264,0.0021513024154144,0.0073066732468382,0.004646700785905,99,72,5,5
3,GEN10_REC_GEN9_PLUS_vs_REC_ecfp_plus_recovered@k3,0.0140420408232377,0.0012938823286317,0.0382114540349305,-0.0002277927405126,0.0350817622987768,0.0205462278566289,99,56,5,5
3,GEN10_LEVEL_SHAPE_vs_GEN9_SHAPE_RECOMPOSED@k3,-0.0107491818392984,-0.0204932650496388,0.0032843170432703,-0.0231979185449984,0.0009429984207787,-0.0029264756431608,99,25,0,5
3,GEN10_LEVEL_SHAPE_vs_REC_ecfp_plus_recovered@k3,-0.0007865302478001,-0.0203715195874538,0.0340492954851333,-0.024707086995946,0.0263898762791956,0.012973051427563,99,49,2,5
5,GEN10_REC_HYBRID_vs_GEN9_SHAPE_RECOMPOSED@k5,-0.0001673811095809,-0.0076930976529814,0.0131017053338114,-0.0093869019244256,0.0098260541557432,0.0055681781956262,99,53,2,5
5,GEN10_REC_HYBRID_vs_REC_ecfp_plus_recovered@k5,0.0034027641252551,-0.0140139936119813,0.0362385683631771,-0.0164484902215721,0.0314701854208332,0.012160186592651,99,53,3,5
5,GEN10_REC_ALL_vs_GEN9_SHAPE_RECOMPOSED@k5,-0.0032830748897099,-0.0131294458271634,0.013828639744231,-0.0155009595500314,0.0095949364681363,0.0043915633555229,99,57,1,5
5,GEN10_REC_ALL_vs_REC_ecfp_plus_recovered@k5,0.0002870703451261,-0.0193800166964375,0.0369018869060707,-0.0227077894924083,0.0308483054577178,0.0109835717525476,99,53,3,5
5,GEN10_REC_RANK_vs_GEN9_SHAPE_RECOMPOSED@k5,0.0003051115293477,-0.0080999942792914,0.013062550914851,-0.0105062854858378,0.0106159802936619,0.0052317692639235,99,58,2,5
5,GEN10_REC_RANK_vs_REC_ecfp_plus_recovered@k5,0.0038752567641837,-0.0131998333262709,0.0355139796363589,-0.0164982588415761,0.0290722074601313,0.0118237776609482,99,53,4,5
5,GEN10_REC_GEN9_PLUS_vs_GEN9_SHAPE_RECOMPOSED@k5,0.0036432410750031,0.0018658128704532,0.0064248967242834,0.0019082395344986,0.0064981518105655,0.0040381781304511,99,70,5,5
5,GEN10_REC_GEN9_PLUS_vs_REC_ecfp_plus_recovered@k5,0.0072133863098391,-0.0048924383115753,0.0295701314638464,-0.0053089007594524,0.0288020526366053,0.0106301865274758,99,54,5,5
5,GEN10_LEVEL_SHAPE_vs_GEN9_SHAPE_RECOMPOSED@k5,-0.0090784462016129,-0.0153221324439948,0.0008479806011931,-0.0168326653464643,-0.0013469926092488,-0.0042147490672962,99,32,0,5
5,GEN10_LEVEL_SHAPE_vs_REC_ecfp_plus_recovered@k5,-0.0055083009667769,-0.0216684527505746,0.0234606673181333,-0.0240388892687955,0.0187981217326226,0.0023772593297284,99,44,0,5
