unit,extractant_system_key,acid,variable,n_rows_with_value,n_distinct_values,log10_min,log10_max,log10_range,n_top10,n_bottom10,n_top20,n_bottom20,n_top30,n_bottom30
system,O=C(COCC(=O)N1CCCCC1)N1CCCCC1,ALL,extractant_M,14,1,-1,-1,0,0,0,0,0,0,0
system,O=C(COCC(=O)N1CCCCC1)N1CCCCC1,ALL,metal_M,14,1,-3.30103,-3.30103,0,0,0,0,0,0,0
system,O=C(O)CN(CC(=O)O)C1CCCCC1N(CC(=O)O)CC(=O)O,ALL,acid_M,8,1,0.477121,0.477121,0,0,0,0,0,0,0
system,O=C(O)CN(CC(=O)O)C1CCCCC1N(CC(=O)O)CC(=O)O,ALL,extractant_M,8,1,-1,-1,0,0,0,0,0,0,0
system,O=C(O)CN(CCO)CCN(CC(=O)O)CC(=O)O,ALL,acid_M,8,1,0.477121,0.477121,0,0,0,0,0,0,0
system,O=C(O)CN(CCO)CCN(CC(=O)O)CC(=O)O,ALL,extractant_M,8,1,-1.30103,-1.30103,0,0,0,0,0,0,0
system,O=C(O)CSCC(=O)O,ALL,acid_M,13,1,-0.69897,-0.69897,0,0,0,0,0,0,0
system,O=C(O)CSCC(=O)O,ALL,extractant_M,13,13,-3,-1.00966,1.99034,2,1,4,2,5,2
system,O=C(c1cc(Cl)c2ccc3c(Cl)cc(C(=O)N4CCCC4)nc3c2n1)N1CCCC1,ALL,acid_M,28,2,0.30103,0.477121,0.176091,14,14,14,14,14,14
system,O=C(c1cc(Cl)c2ccc3c(Cl)cc(C(=O)N4CCCC4)nc3c2n1)N1CCCC1,ALL,extractant_M,28,1,-2,-2,0,0,0,0,0,0,0
system,O=C(c1cc(Cl)c2ccc3c(Cl)cc(C(=O)N4CCCC4)nc3c2n1)N1CCCC1,ALL,metal_M,28,1,-4,-4,0,0,0,0,0,0,0
system,O=C(c1cc(Cl)c2ccc3c(Cl)cc(C(=O)N4CCc5ccccc54)nc3c2n1)N1CCc2ccccc21,ALL,acid_M,1,1,0.477121,0.477121,0,0,0,0,0,0,0
system,O=C(c1cc(Cl)c2ccc3c(Cl)cc(C(=O)N4CCc5ccccc54)nc3c2n1)N1CCc2ccccc21,ALL,extractant_M,1,1,-2,-2,0,0,0,0,0,0,0
system,O=C(c1cc(Cl)c2ccc3c(Cl)cc(C(=O)N4CCc5ccccc54)nc3c2n1)N1CCc2ccccc21,ALL,metal_M,1,1,-4,-4,0,0,0,0,0,0,0
system,O=C(c1ccc2ccc3ccc(C(=O)N4CCCC4)nc3c2n1)N1CCCC1,ALL,acid_M,1,1,0.30103,0.30103,0,0,0,0,0,0,0
system,O=C(c1ccc2ccc3ccc(C(=O)N4CCCC4)nc3c2n1)N1CCCC1,ALL,extractant_M,1,1,-2,-2,0,0,0,0,0,0,0
system,O=C(c1cccc(C(=O)N2CCCC2)n1)N1CCCC1,ALL,acid_M,1,1,0.30103,0.30103,0,0,0,0,0,0,0
system,O=C(c1cccc(C(=O)N2CCCC2)n1)N1CCCC1,ALL,extractant_M,1,1,-2,-2,0,0,0,0,0,0,0
system,O=C(c1ccccc1)c1ccc2ccccc2n1,ALL,acid_M,12,2,0,0.582063,0.582063,6,6,6,6,6,6
system,O=C(c1ccccc1)c1ccc2ccccc2n1,ALL,extractant_M,12,1,-2,-2,0,0,0,0,0,0,0
system,O=P(c1ccccc1)(c1ccccc1)c1ccc2ccc3ccc(P(=O)(c4ccccc4)c4ccccc4)nc3c2n1,ALL,acid_M,3,3,-1,0.60206,1.60206,1,1,1,1,1,1
system,O=P(c1ccccc1)(c1ccccc1)c1ccc2ccc3ccc(P(=O)(c4ccccc4)c4ccccc4)nc3c2n1,ALL,extractant_M,3,1,-2.30103,-2.30103,0,0,0,0,0,0,0
system,O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,ALL,acid_M,3,1,0.30103,0.30103,0,0,0,0,0,0,0
system,O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,ALL,extractant_M,3,1,-1.30103,-1.30103,0,0,0,0,0,0,0
system,O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,ALL,metal_M,3,1,-4,-4,0,0,0,0,0,0,0
system,S=P(COCP(=S)(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1,ALL,acid_M,12,6,-2,0.603144,2.60314,4,2,6,2,8,2
system,S=P(COCP(=S)(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1,ALL,extractant_M,12,1,-2,-2,0,0,0,0,0,0,0
system,S=P(S)(c1ccccc1Cl)c1ccccc1Cl,ALL,acid_M,1,1,-0.39794,-0.39794,0,0,0,0,0,0,0
system,S=P(S)(c1ccccc1Cl)c1ccccc1Cl,ALL,extractant_M,1,1,-0.30103,-0.30103,0,0,0,0,0,0,0
system,c1cc(-n2cccn2)nc(-n2cccn2)c1,ALL,acid_M,4,1,-0.00877392,-0.00877392,0,0,0,0,0,0,0
system,c1cc(-n2cccn2)nc(-n2cccn2)c1,ALL,extractant_M,4,1,-2,-2,0,0,0,0,0,0,0
system,c1cc2nc(c1)COc1ccccc1OCCOCCOc1ccccc1OC2,ALL,acid_M,5,1,0,0,0,0,0,0,0,0,0
system,c1cc2nc(c1)COc1ccccc1OCCOCCOc1ccccc1OC2,ALL,extractant_M,5,1,-1.30103,-1.30103,0,0,0,0,0,0,0
system,c1ccc2c(c1)OCCOCCOc1ccccc1OCCOCCO2,ALL,acid_M,5,1,0,0,0,0,0,0,0,0,0
system,c1ccc2c(c1)OCCOCCOc1ccccc1OCCOCCO2,ALL,extractant_M,5,1,-1.30103,-1.30103,0,0,0,0,0,0,0
system_x_acid,C1CCC2OCCOCCOC3CCCCC3OCCOCCOC2C1,HNO3,acid_M,5,1,0,0,0,0,0,0,0,0,0
system_x_acid,C1CCC2OCCOCCOC3CCCCC3OCCOCCOC2C1,HNO3,extractant_M,5,1,-1.30103,-1.30103,0,0,0,0,0,0,0
system_x_acid,C1COCCOCCOCCOCCOCCO1,HNO3,acid_M,5,1,0,0,0,0,0,0,0,0,0
system_x_acid,C1COCCOCCOCCOCCOCCO1,HNO3,extractant_M,5,1,-1.30103,-1.30103,0,0,0,0,0,0,0
system_x_acid,CC(C)(C)Cc1cc(-c2cccc(-c3cc(CC(C)(C)C)[nH]n3)n2)n[nH]1,HNO3,acid_M,7,7,-0.69897,0.0791812,0.778151,2,1,3,1,3,2
system_x_acid,CC(C)(C)Cc1cc(-c2cccc(-c3cc(CC(C)(C)C)[nH]n3)n2)n[nH]1,HNO3,extractant_M,7,1,-2,-2,0,0,0,0,0,0,0
system_x_acid,CC(C)(C)c1cc(-c2cc(C(C)(C)C)cc(-c3nnc4c(n3)C(C)(C)CCC4(C)C)n2)nc(-c2nnc3c(n2)C(C)(C)CCC3(C)C)c1,HNO3,acid_M,46,7,-1,0.60206,1.60206,14,4,27,11,27,11
system_x_acid,CC(C)(C)c1cc(-c2cc(C(C)(C)C)cc(-c3nnc4c(n3)C(C)(C)CCC4(C)C)n2)nc(-c2nnc3c(n2)C(C)(C)CCC3(C)C)c1,HNO3,extractant_M,46,2,-2.31876,-2.30103,0.0177288,26,20,26,20,26,20
system_x_acid,CC(C)(C)c1ccc(NC(=O)c2cc(=O)cc(C(=O)Nc3ccc(C(C)(C)C)cc3)o2)cc1,HNO3,acid_M,6,1,0.491362,0.491362,0,0,0,0,0,0,0
system_x_acid,CC(C)(C)c1ccc(NC(=O)c2cc(=O)cc(C(=O)Nc3ccc(C(C)(C)C)cc3)o2)cc1,HNO3,extractant_M,6,3,-2.22185,-1.79588,0.425969,4,2,4,2,4,2
system_x_acid,CC(C)(C)c1ccc(NC(=O)c2cnccn2)cc1,HNO3,acid_M,2,1,0.582063,0.582063,0,0,0,0,0,0,0
system_x_acid,CC(C)(C)c1ccc(NC(=O)c2cnccn2)cc1,HNO3,extractant_M,2,1,-1.60206,-1.60206,0,0,0,0,0,0,0
system_x_acid,CC(C)(C)c1ccc(NCC(=O)c2cccc(C(=O)CNc3ccc(C(C)(C)C)cc3)n2)cc1,HNO3,acid_M,2,1,0.582063,0.582063,0,0,0,0,0,0,0
system_x_acid,CC(C)(C)c1ccc(NCC(=O)c2cccc(C(=O)CNc3ccc(C(C)(C)C)cc3)n2)cc1,HNO3,extractant_M,2,1,-1.60206,-1.60206,0,0,0,0,0,0,0
system_x_acid,CC(C)CCCC(C)CCCCN(C)C(=O)COCC(=O)N(C)CCCCC(C)CCCC(C)C,HCl,acid_M,14,1,0.477121,0.477121,0,0,0,0,0,0,0
system_x_acid,CC(C)CCCC(C)CCCCN(C)C(=O)COCC(=O)N(C)CCCCC(C)CCCC(C)C,HCl,extractant_M,14,1,-1,-1,0,0,0,0,0,0,0
system_x_acid,CC(C)CCCC(C)CCCCN(C)C(=O)COCC(=O)N(C)CCCCC(C)CCCC(C)C,HCl,metal_M,14,1,-3.30103,-3.30103,0,0,0,0,0,0,0
system_x_acid,CC(C)CCCCCP(=O)(CC(=O)N(CC(C)C)CC(C)C)c1ccccc1,HNO3,acid_M,6,1,0.477121,0.477121,0,0,0,0,0,0,0
system_x_acid,CC(C)CCCCCP(=O)(CC(=O)N(CC(C)C)CC(C)C)c1ccccc1,HNO3,extractant_M,6,1,-0.60206,-0.60206,0,0,0,0,0,0,0
system_x_acid,CC(C)CCN(CCC(C)C)C(=O)COCC(=O)N(CCC(C)C)CCC(C)C,HNO3,acid_M,52,7,-0.30103,0.778151,1.07918,6,5,7,5,37,10
system_x_acid,CC(C)CCN(CCC(C)C)C(=O)COCC(=O)N(CCC(C)C)CCC(C)C,HNO3,extractant_M,52,8,-3,-2,1,2,2,2,2,3,2
system_x_acid,CC(C)CCN(CCC(C)C)C(=O)COCC(=O)N(CCC(C)C)CCC(C)C,HNO3,metal_M,52,2,-12,-6,6,10,42,10,42,10,42
system_x_acid,CC(C)CCN(CCC(C)C)C(=O)COCC(=O)NCc1cccc(CNC(=O)COCC(=O)N(CCC(C)C)CCC(C)C)c1,HNO3,acid_M,2,1,0.477121,0.477121,0,0,0,0,0,0,0
system_x_acid,CC(C)CCN(CCC(C)C)C(=O)COCC(=O)NCc1cccc(CNC(=O)COCC(=O)N(CCC(C)C)CCC(C)C)c1,HNO3,extractant_M,2,1,-1,-1,0,0,0,0,0,0,0
system_x_acid,CC(C)CN(CC(C)C)C(=O)C(C)C,HNO3,acid_M,7,2,0.477121,0.778151,0.30103,4,3,4,3,4,3
system_x_acid,CC(C)CN(CC(C)C)C(=O)C(C)C,HNO3,extractant_M,7,1,-0.30103,-0.30103,0,0,0,0,0,0,0
system_x_acid,CC(C)CN(CC(C)C)C(=O)COCC(=O)N(CC(C)C)CC(C)C,HNO3,acid_M,60,8,-0.30103,0.778151,1.07918,6,5,7,5,37,10
system_x_acid,CC(C)CN(CC(C)C)C(=O)COCC(=O)N(CC(C)C)CC(C)C,HNO3,extractant_M,60,9,-3,-1,2,8,2,8,5,8,7
system_x_acid,CC(C)CN(CC(C)C)C(=O)COCC(=O)N(CC(C)C)CC(C)C,HNO3,metal_M,60,3,-12,-2.30103,9.69897,8,42,8,42,8,42
system_x_acid,CC1(C)CCC(C)(C)c2nc(-c3ccc4ccc5ccc(-c6nnc7c(n6)C(C)(C)CCC7(C)C)nc5c4n3)nnc21,HNO3,acid_M,12,6,-3.05,0.603469,3.65347,6,2,6,2,6,2
system_x_acid,CC1(C)CCC(C)(C)c2nc(-c3ccc4ccc5ccc(-c6nnc7c(n6)C(C)(C)CCC7(C)C)nc5c4n3)nnc21,HNO3,extractant_M,12,1,-2,-2,0,0,0,0,0,0,0
system_x_acid,CC1(C)CCC(C)(C)c2nc(-c3cccc(-c4cccc(-c5cccc(-c6nnc7c(n6)C(C)(C)CCC7(C)C)n5)n4)n3)nnc21,HNO3,acid_M,22,10,-2,0.617,2.617,6,2,10,2,14,2
system_x_acid,CC1(C)CCC(C)(C)c2nc(-c3cccc(-c4cccc(-c5cccc(-c6nnc7c(n6)C(C)(C)CCC7(C)C)n5)n4)n3)nnc21,HNO3,extractant_M,22,1,-2,-2,0,0,0,0,0,0,0
system_x_acid,CC1(C)CCC(C)(C)c2nc(-c3cccc(-c4cccc(-c5cccc(-c6nnc7c(n6)C(C)(C)CCC7(C)C)n5)n4)n3)nnc21|CCCCC(Br)C(=O)O,HNO3,acid_M,12,6,-3,-0.69897,2.30103,2,2,4,2,6,2
system_x_acid,CC1(C)CCC(C)(C)c2nc(-c3cccc(-c4cccc(-c5cccc(-c6nnc7c(n6)C(C)(C)CCC7(C)C)n5)n4)n3)nnc21|CCCCC(Br)C(=O)O,HNO3,extractant_M,12,1,0,0,0,0,0,0,0,0,0
system_x_acid,CC1(C)CCC(C)(C)c2nc(-c3cccc(-c4cccc(-c5cccc(-c6nnc7c(n6)C(C)(C)CCC7(C)C)n5)n4)n3)nnc21|CCCCCCCCN(C)C(=O)C(CCCCCC)(OCC)C(=O)N(C)CCCCCCCC,HNO3,acid_M,24,11,-2,0.617,2.617,6,2,10,2,14,2
system_x_acid,CC1(C)CCC(C)(C)c2nc(-c3cccc(-c4cccc(-c5cccc(-c6nnc7c(n6)C(C)(C)CCC7(C)C)n5)n4)n3)nnc21|CCCCCCCCN(C)C(=O)C(CCCCCC)(OCC)C(=O)N(C)CCCCCCCC,HNO3,extractant_M,24,1,-2,-2,0,0,0,0,0,0,0
system_x_acid,CC1(C)CCC(C)(C)c2nc(-c3cccc(-c4cccc(-c5ccccn5)n4)n3)nnc21,HNO3,acid_M,4,2,-2,0.60206,2.60206,2,2,2,2,2,2
system_x_acid,CC1(C)CCC(C)(C)c2nc(-c3cccc(-c4cccc(-c5ccccn5)n4)n3)nnc21,HNO3,extractant_M,4,1,-2,-2,0,0,0,0,0,0,0
system_x_acid,CC1(C)CCC(C)(C)c2nc(-c3cccc(-c4cccc(-c5ccccn5)n4)n3)nnc21|CCCCCCCCC(Br)C(=O)O,HNO3,acid_M,12,6,-3,-0.69897,2.30103,2,2,4,2,6,2
system_x_acid,CC1(C)CCC(C)(C)c2nc(-c3cccc(-c4cccc(-c5ccccn5)n4)n3)nnc21|CCCCCCCCC(Br)C(=O)O,HNO3,extractant_M,12,1,0,0,0,0,0,0,0,0,0
system_x_acid,CC1(C)CCC(C)(C)c2nc(-c3cccc(-c4cccc(-c5nnc6c(n5)C(C)(C)CCC6(C)C)n4)n3)nnc21,HNO3,acid_M,24,5,-1,0.60206,1.60206,2,2,4,2,4,2
system_x_acid,CC1(C)CCC(C)(C)c2nc(-c3cccc(-c4cccc(-c5nnc6c(n5)C(C)(C)CCC6(C)C)n4)n3)nnc21,HNO3,extractant_M,24,2,-2.30103,-2,0.30103,14,10,14,10,14,10
system_x_acid,CC1(C)OC(C)(C)c2nc(-c3cccc(-c4cccc(-c5nnc6c(n5)C(C)(C)OC6(C)C)n4)n3)nnc21,HNO3,acid_M,10,5,-1,0.60206,1.60206,2,2,4,2,4,2
system_x_acid,CC1(C)OC(C)(C)c2nc(-c3cccc(-c4cccc(-c5nnc6c(n5)C(C)(C)OC6(C)C)n4)n3)nnc21,HNO3,extractant_M,10,1,-2.30103,-2.30103,0,0,0,0,0,0,0
system_x_acid,CC1(C)SC(C)(C)c2nc(-c3cccc(-c4cccc(-c5nnc6c(n5)C(C)(C)SC6(C)C)n4)n3)nnc21,HNO3,acid_M,22,6,-2,0.60206,2.60206,4,2,8,2,12,2
system_x_acid,CC1(C)SC(C)(C)c2nc(-c3cccc(-c4cccc(-c5nnc6c(n5)C(C)(C)SC6(C)C)n4)n3)nnc21,HNO3,extractant_M,22,1,-2.30103,-2.30103,0,0,0,0,0,0,0
system_x_acid,CC12CCC(c3nnc(-c4cccc(-c5cccc(-c6nnc7c(n6)C6(C)CCC7C6(C)C)n5)n4)nc31)C2(C)C,HNO3,acid_M,28,4,-0.522879,0,0.522879,12,2,12,2,14,2
system_x_acid,CC12CCC(c3nnc(-c4cccc(-c5cccc(-c6nnc7c(n6)C6(C)CCC7C6(C)C)n5)n4)nc31)C2(C)C,HNO3,extractant_M,28,5,-2.30103,-1.39794,0.90309,4,4,8,4,8,4
system_x_acid,CC12CCC(c3nnc(-c4cccc(-c5nnc6c(n5)C5(C)CCC6C5(C)C)n4)nc31)C2(C)C,HNO3,acid_M,30,8,-1,0.477121,1.47712,2,16,4,16,6,16
system_x_acid,CC12CCC(c3nnc(-c4cccc(-c5nnc6c(n5)C5(C)CCC6C5(C)C)n4)nc31)C2(C)C,HNO3,extractant_M,30,2,-1.52288,-1.30103,0.221849,16,14,16,14,16,14
system_x_acid,CCCC(=O)N(CC(C)C)CC(C)C,HNO3,acid_M,9,2,0.477121,0.778151,0.30103,4,5,4,5,4,5
system_x_acid,CCCC(=O)N(CC(C)C)CC(C)C,HNO3,extractant_M,9,1,-0.30103,-0.30103,0,0,0,0,0,0,0
system_x_acid,CCCCC(CC)C(=O)N(CCCC)CCCC,HNO3,acid_M,61,46,-0.801632,0.813265,1.6149,12,1,28,1,38,2
system_x_acid,CCCCC(CC)C(=O)N(CCCC)CCCC,HNO3,extractant_M,61,3,-0.30103,0,0.30103,54,7,54,7,54,7
system_x_acid,CCCCC(CC)C(=O)N(CCCC)CCCC,HNO3,metal_M,5,4,-1.98503,-1.30103,0.684004,2,1,3,1,3,1
system_x_acid,CCCCC(CC)CN(C)C(=O)COCC(=O)N(C)CC(CC)CCCC,HCl,acid_M,14,1,0.477121,0.477121,0,0,0,0,0,0,0
system_x_acid,CCCCC(CC)CN(C)C(=O)COCC(=O)N(C)CC(CC)CCCC,HCl,extractant_M,14,1,-1,-1,0,0,0,0,0,0,0
system_x_acid,CCCCC(CC)CN(C)C(=O)COCC(=O)N(C)CC(CC)CCCC,HCl,metal_M,14,1,-3.30103,-3.30103,0,0,0,0,0,0,0
system_x_acid,CCCCC(CC)CN(CC(=O)N(CC(CC)CCCC)CC(CC)CCCC)CC(=O)N(CC(CC)CCCC)CC(CC)CCCC,HNO3,acid_M,63,9,-1,0.60206,1.60206,2,1,3,2,58,2
system_x_acid,CCCCC(CC)CN(CC(=O)N(CC(CC)CCCC)CC(CC)CCCC)CC(=O)N(CC(CC)CCCC)CC(CC)CCCC,HNO3,extractant_M,63,8,-1.39794,-0.221849,1.17609,21,1,22,2,23,2
system_x_acid,CCCCC(CC)CN(CC(CC)CCCC)C(=O)C(C)(C)C,HNO3,acid_M,90,14,-0.998747,0.8532,1.85195,18,1,45,1,77,2
system_x_acid,CCCCC(CC)CN(CC(CC)CCCC)C(=O)C(C)(C)C,HNO3,extractant_M,90,8,-1.16106,0.176091,1.33715,2,1,84,1,85,2
system_x_acid,CCCCC(CC)CN(CC(CC)CCCC)C(=O)C(C)(C)C,HNO3,metal_M,90,7,-10.3768,0,10.3768,4,17,4,17,4,17
system_x_acid,CCCCC(CC)CN(CC(CC)CCCC)C(=O)C(C)C,HNO3,acid_M,451,101,-2,1.03095,3.03095,73,16,253,16,310,16
system_x_acid,CCCCC(CC)CN(CC(CC)CCCC)C(=O)C(C)C,HNO3,extractant_M,451,74,-2.2356,0.300402,2.536,93,2,394,4,428,6
system_x_acid,CCCCC(CC)CN(CC(CC)CCCC)C(=O)C(C)C,HNO3,metal_M,320,36,-11,0.09691,11.0969,68,57,111,57,134,57
system_x_acid,CCCCC(CC)CN(CC(CC)CCCC)C(=O)CC,HNO3,acid_M,25,8,-2,0.778151,2.77815,3,1,22,1,23,1
system_x_acid,CCCCC(CC)CN(CC(CC)CCCC)C(=O)CC,HNO3,extractant_M,25,7,-1.22907,0,1.22907,19,1,20,1,21,2
system_x_acid,CCCCC(CC)CN(CC(CC)CCCC)C(=O)CC,HNO3,metal_M,25,3,-5,-2,3,5,14,5,14,5,14
system_x_acid,CCCCC(CC)CN(CC(CC)CCCC)C(=O)CC(C)(C)C,HNO3,acid_M,29,20,-0.227855,0.910358,1.13821,4,2,15,6,17,8
system_x_acid,CCCCC(CC)CN(CC(CC)CCCC)C(=O)CC(C)(C)C,HNO3,extractant_M,29,12,-0.962761,0.180739,1.1435,4,1,6,1,8,1
system_x_acid,CCCCC(CC)CN(CC(CC)CCCC)C(=O)CCC,HNO3,acid_M,447,129,-2.30103,0.905796,3.20683,214,28,286,28,335,29
system_x_acid,CCCCC(CC)CN(CC(CC)CCCC)C(=O)CCC,HNO3,extractant_M,447,99,-2.67925,0.312723,2.99197,15,2,200,35,221,44
system_x_acid,CCCCC(CC)CN(CC(CC)CCCC)C(=O)CCC,HNO3,metal_M,320,54,-10.3768,0,10.3768,14,9,47,9,217,9
system_x_acid,CCCCC(CC)CN(CC(CC)CCCC)C(=O)CCOCCC(=O)N(CC(CC)CCCC)CC(CC)CCCC,HNO3,acid_M,4,2,-3,0.60206,3.60206,2,2,2,2,2,2
system_x_acid,CCCCC(CC)CN(CC(CC)CCCC)C(=O)CCOCCC(=O)N(CC(CC)CCCC)CC(CC)CCCC,HNO3,extractant_M,4,1,-1,-1,0,0,0,0,0,0,0
system_x_acid,CCCCC(CC)CN(CC(CC)CCCC)C(=O)CN(CC(=O)N(CC(CC)CCCC)CC(CC)CCCC)CC(=O)N(CC(CC)CCCC)CC(CC)CCCC,HNO3,acid_M,24,13,-1.94919,0.603502,2.55269,8,4,12,4,16,4
system_x_acid,CCCCC(CC)CN(CC(CC)CCCC)C(=O)CN(CC(=O)N(CC(CC)CCCC)CC(CC)CCCC)CC(=O)N(CC(CC)CCCC)CC(CC)CCCC,HNO3,extractant_M,24,1,-1,-1,0,0,0,0,0,0,0
system_x_acid,CCCCC(CC)CN(CC(CC)CCCC)C(=O)COCC(=O)N(CC(CC)CCCC)CC(CC)CCCC,H2SO4,acid_M,6,6,0.0165152,0.949429,0.932913,1,1,2,1,3,2
system_x_acid,CCCCC(CC)CN(CC(CC)CCCC)C(=O)COCC(=O)N(CC(CC)CCCC)CC(CC)CCCC,H2SO4,extractant_M,6,1,-1,-1,0,0,0,0,0,0,0
system_x_acid,CCCCC(CC)CN(CC(CC)CCCC)C(=O)COCC(=O)N(CC(CC)CCCC)CC(CC)CCCC,H2SO4,metal_M,6,1,-2.69897,-2.69897,0,0,0,0,0,0,0
system_x_acid,CCCCC(CC)CN(CC(CC)CCCC)C(=O)COCC(=O)N(CC(CC)CCCC)CC(CC)CCCC,HCl,acid_M,71,24,-0.331362,1.38065,1.71201,1,4,1,28,3,32
system_x_acid,CCCCC(CC)CN(CC(CC)CCCC)C(=O)COCC(=O)N(CC(CC)CCCC)CC(CC)CCCC,HCl,extractant_M,71,21,-1,0.764176,1.76418,3,34,7,51,10,52
system_x_acid,CCCCC(CC)CN(CC(CC)CCCC)C(=O)COCC(=O)N(CC(CC)CCCC)CC(CC)CCCC,HCl,metal_M,71,3,-3.30103,-2.30103,1,37,28,37,28,37,28
system_x_acid,CCCCC(CC)CN(CC(CC)CCCC)C(=O)COCC(=O)N(CC(CC)CCCC)CC(CC)CCCC,HNO3,acid_M,443,143,-2.03409,0.847787,2.88188,45,3,196,3,368,3
system_x_acid,CCCCC(CC)CN(CC(CC)CCCC)C(=O)COCC(=O)N(CC(CC)CCCC)CC(CC)CCCC,HNO3,extractant_M,443,138,-2.69965,0,2.69965,4,2,47,3,180,6
system_x_acid,CCCCC(CC)CN(CC(CC)CCCC)C(=O)COCC(=O)N(CC(CC)CCCC)CC(CC)CCCC,HNO3,metal_M,254,31,-6.39794,-1.38094,5.017,3,15,67,15,143,15
system_x_acid,CCCCC(CC)CN(CC(CC)CCCC)C(C)=O,HNO3,acid_M,27,8,-2,0.778151,2.77815,5,1,24,1,25,1
system_x_acid,CCCCC(CC)CN(CC(CC)CCCC)C(C)=O,HNO3,extractant_M,27,7,-1.30061,0,1.30061,21,1,21,1,22,2
system_x_acid,CCCCC(CC)CN(CC(CC)CCCC)C(C)=O,HNO3,metal_M,27,3,-5,-2,3,5,15,5,15,5,15
system_x_acid,CCCCC(CC)CN(CC(CC)CCCC)C(C)=O|CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,HNO3,acid_M,4,1,0.477121,0.477121,0,0,0,0,0,0,0
system_x_acid,CCCCC(CC)CN(CC(CC)CCCC)C(C)=O|CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,HNO3,extractant_M,4,1,-1,-1,0,0,0,0,0,0,0
system_x_acid,CCCCC(CC)CN(CC(CC)CCCC)C(C)=O|CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,HNO3,metal_M,4,4,-4.39855,-4.00049,0.398062,1,1,1,1,1,2
system_x_acid,CCCCC(CC)CP(=O)(CC(=O)N(CC(C)C)CC(C)C)c1ccccc1,HNO3,acid_M,6,1,0.477121,0.477121,0,0,0,0,0,0,0
system_x_acid,CCCCC(CC)CP(=O)(CC(=O)N(CC(C)C)CC(C)C)c1ccccc1,HNO3,extractant_M,6,1,-0.60206,-0.60206,0,0,0,0,0,0,0
system_x_acid,CCCCCC(=O)N(C(C)CC)C(C)CC,HNO3,acid_M,5,2,0.477121,0.778151,0.30103,3,2,3,2,3,2
system_x_acid,CCCCCC(=O)N(C(C)CC)C(C)CC,HNO3,extractant_M,5,1,-0.30103,-0.30103,0,0,0,0,0,0,0
system_x_acid,CCCCCC(=O)N(CC(CC)CCCC)CC(CC)CCCC,HNO3,acid_M,17,9,-0.30103,0.819856,1.12089,1,1,10,2,13,3
system_x_acid,CCCCCC(=O)N(CC(CC)CCCC)CC(CC)CCCC,HNO3,extractant_M,17,10,-0.999939,0.187202,1.18714,2,1,4,1,5,2
system_x_acid,CCCCCC(=O)N(CC(CC)CCCC)CC(CC)CCCC,HNO3,metal_M,2,1,-1.30103,-1.30103,0,0,0,0,0,0,0
system_x_acid,CCCCCC(=O)N(CCCC)CCCC,HNO3,acid_M,2,1,0.544068,0.544068,0,0,0,0,0,0,0
system_x_acid,CCCCCC(=O)N(CCCC)CCCC,HNO3,extractant_M,2,1,-0.30103,-0.30103,0,0,0,0,0,0,0
system_x_acid,CCCCCC(=O)N(CCCC)CCCC,HNO3,metal_M,2,1,-1.30103,-1.30103,0,0,0,0,0,0,0
system_x_acid,CCCCCC(C)Oc1cc(CNC(=O)COCC(=O)N(CCCC)CCCC)cc(CNC(=O)COCC(=O)N(CCCC)CCCC)c1,HNO3,acid_M,2,1,0.477121,0.477121,0,0,0,0,0,0,0
system_x_acid,CCCCCC(C)Oc1cc(CNC(=O)COCC(=O)N(CCCC)CCCC)cc(CNC(=O)COCC(=O)N(CCCC)CCCC)c1,HNO3,extractant_M,2,1,-1,-1,0,0,0,0,0,0,0
system_x_acid,CCCCCC(CC)C(=O)N(CC(C)C)CC(C)C,HNO3,acid_M,14,14,-0.310245,0.543718,0.853963,4,2,6,2,8,2
system_x_acid,CCCCCC(CC)C(=O)N(CC(C)C)CC(C)C,HNO3,extractant_M,14,1,-0.30103,-0.30103,0,0,0,0,0,0,0
system_x_acid,CCCCCCC(C)N(CCCC)C(=O)COCC(=O)N(CCCC)C(C)CCCCCC,HCl,acid_M,134,5,0,0.69897,0.69897,9,98,18,98,18,98
system_x_acid,CCCCCCC(C)N(CCCC)C(=O)COCC(=O)N(CCCC)C(C)CCCCCC,HCl,extractant_M,134,17,-1.12494,-0.300396,0.824543,9,89,18,98,27,98
system_x_acid,CCCCCCC(C)N(CCCC)C(=O)COCC(=O)N(CCCC)C(C)CCCCCC,HCl,metal_M,134,1,-2.39794,-2.39794,0,0,0,0,0,0,0
system_x_acid,CCCCCCC(CCCC)CCCN(C)C(=O)COCC(=O)N(C)CCCC(CCCC)CCCCCC,HCl,acid_M,14,1,0.477121,0.477121,0,0,0,0,0,0,0
