id_a,id_b,pub_a,pub_b,tier_a,tier_b,duplicate_class_a,duplicate_class_b,log_D_a,log_D_b,abs_delta_log_D,same_publication,same_duplicate_group,both_ab_group,near_dup_sig6,strict_key_equal_sig6,key_id_sig6,near_dup_sig3,strict_key_equal_sig3,key_id_sig3,both_model,strict_sig6,strict_sig3
SAE:3003,SAE:5973,pub_c2d786b979,pub_4a1871d85d,MODEL,TARGET_ONLY,UNIQUE,A_EXACT_DATABASE_DUPLICATE,-0.176259,0.501417,0.677676,False,False,False,True,False,k_eb57594c3a50,True,False,k_eb57594c3a50,False,False,False
SAE:3009,SAE:5981,pub_c2d786b979,pub_4a1871d85d,MODEL,TARGET_ONLY,UNIQUE,A_EXACT_DATABASE_DUPLICATE,0.501417,-0.176259,0.677676,False,False,False,True,False,k_eb57594c3a50,True,False,k_eb57594c3a50,False,False,False
SAE:3005,SAE:5971,pub_c2d786b979,pub_4a1871d85d,MODEL,TARGET_ONLY,UNIQUE,A_EXACT_DATABASE_DUPLICATE,-0.0771958,0.605296,0.682492,False,False,False,True,False,k_eb57594c3a50,True,False,k_eb57594c3a50,False,False,False
SAE:3011,SAE:5979,pub_c2d786b979,pub_4a1871d85d,MODEL,TARGET_ONLY,UNIQUE,A_EXACT_DATABASE_DUPLICATE,0.605296,-0.0771958,0.682492,False,False,False,True,False,k_eb57594c3a50,True,False,k_eb57594c3a50,False,False,False
SAE:3004,SAE:5972,pub_c2d786b979,pub_4a1871d85d,MODEL,TARGET_ONLY,UNIQUE,A_EXACT_DATABASE_DUPLICATE,-0.156842,0.526503,0.683346,False,False,False,True,False,k_eb57594c3a50,True,False,k_eb57594c3a50,False,False,False
SAE:3010,SAE:5980,pub_c2d786b979,pub_4a1871d85d,MODEL,TARGET_ONLY,UNIQUE,A_EXACT_DATABASE_DUPLICATE,0.526503,-0.156842,0.683346,False,False,False,True,False,k_eb57594c3a50,True,False,k_eb57594c3a50,False,False,False
SAE:6259,SAE:6329,pub_650a2d0d03,pub_1e6fec5c25,TARGET_ONLY,TARGET_ONLY,F_INSUFFICIENT_INFORMATION,F_INSUFFICIENT_INFORMATION,0.330506,-0.355552,0.686058,False,True,False,True,True,k_9842d8cd6914,True,True,k_9842d8cd6914,False,True,True
SAE:3037,SAE:5968,pub_c2d786b979,pub_4a1871d85d,MODEL,TARGET_ONLY,E_VALUE_CONFLICT,A_EXACT_DATABASE_DUPLICATE,0.601586,-0.0863341,0.68792,False,False,False,True,False,k_2646020d68b7,True,False,k_2646020d68b7,False,False,False
SAE:3015,SAE:5959,pub_c2d786b979,pub_4a1871d85d,MODEL,TARGET_ONLY,UNIQUE,A_EXACT_DATABASE_DUPLICATE,-0.00620309,0.686155,0.692358,False,False,False,True,False,k_2646020d68b7,True,False,k_2646020d68b7,False,False,False
SAE:2987,SAE:5967,pub_c2d786b979,pub_4a1871d85d,MODEL,TARGET_ONLY,UNIQUE,A_EXACT_DATABASE_DUPLICATE,0.686155,-0.00620309,0.692358,False,False,False,True,False,k_2646020d68b7,True,False,k_2646020d68b7,False,False,False
SAE:3003,SAE:5972,pub_c2d786b979,pub_4a1871d85d,MODEL,TARGET_ONLY,UNIQUE,A_EXACT_DATABASE_DUPLICATE,-0.176259,0.526503,0.702762,False,False,False,True,False,k_eb57594c3a50,True,False,k_eb57594c3a50,False,False,False
SAE:3010,SAE:5981,pub_c2d786b979,pub_4a1871d85d,MODEL,TARGET_ONLY,UNIQUE,A_EXACT_DATABASE_DUPLICATE,0.526503,-0.176259,0.702762,False,False,False,True,False,k_eb57594c3a50,True,False,k_eb57594c3a50,False,False,False
SAE:3040,SAE:5952,pub_c2d786b979,pub_4a1871d85d,MODEL,TARGET_ONLY,E_VALUE_CONFLICT,A_EXACT_DATABASE_DUPLICATE,0.654265,1.35703,0.702769,False,False,False,True,False,k_6fd5b0a9237d,True,False,k_6fd5b0a9237d,False,False,False
SAE:2997,SAE:5946,pub_c2d786b979,pub_4a1871d85d,MODEL,TARGET_ONLY,UNIQUE,A_EXACT_DATABASE_DUPLICATE,0.288089,0.993121,0.705032,False,False,False,True,False,k_2646020d68b7,True,False,k_2646020d68b7,False,False,False
SAE:3033,SAE:5963,pub_c2d786b979,pub_4a1871d85d,MODEL,TARGET_ONLY,E_VALUE_CONFLICT,A_EXACT_DATABASE_DUPLICATE,0.993121,0.288089,0.705032,False,False,False,True,False,k_2646020d68b7,True,False,k_2646020d68b7,False,False,False
SAE:6253,SAE:6312,pub_650a2d0d03,pub_1e6fec5c25,TARGET_ONLY,TARGET_ONLY,F_INSUFFICIENT_INFORMATION,F_INSUFFICIENT_INFORMATION,-0.631682,0.0736223,0.705305,False,True,False,True,True,k_772422e11f8e,True,True,k_772422e11f8e,False,True,True
SAE:3013,SAE:5960,pub_c2d786b979,pub_4a1871d85d,MODEL,TARGET_ONLY,UNIQUE,A_EXACT_DATABASE_DUPLICATE,-0.125155,0.580547,0.705702,False,False,False,True,False,k_2646020d68b7,True,False,k_2646020d68b7,False,False,False
SAE:2986,SAE:5969,pub_c2d786b979,pub_4a1871d85d,MODEL,TARGET_ONLY,UNIQUE,A_EXACT_DATABASE_DUPLICATE,0.580547,-0.125155,0.705702,False,False,False,True,False,k_2646020d68b7,True,False,k_2646020d68b7,False,False,False
SAE:3020,SAE:5955,pub_c2d786b979,pub_4a1871d85d,MODEL,TARGET_ONLY,E_VALUE_CONFLICT,A_EXACT_DATABASE_DUPLICATE,1.01711,1.72492,0.707816,False,False,False,True,False,k_252c3f4fd6fd,True,False,k_252c3f4fd6fd,False,False,False
SAE:4834,SAE:6269,pub_97510df3a0,pub_650a2d0d03,TARGET_ONLY,TARGET_ONLY,F_INSUFFICIENT_INFORMATION,F_INSUFFICIENT_INFORMATION,0.655804,-0.0553778,0.711182,False,True,False,True,True,k_cd2454972e69,True,True,k_cd2454972e69,False,True,True
SAE:5455,SAE:6269,pub_97510df3a0,pub_650a2d0d03,TARGET_ONLY,TARGET_ONLY,F_INSUFFICIENT_INFORMATION,F_INSUFFICIENT_INFORMATION,0.655804,-0.0553778,0.711182,False,True,False,True,True,k_cd2454972e69,True,True,k_cd2454972e69,False,True,True
SAE:5579,SAE:6269,pub_97510df3a0,pub_650a2d0d03,TARGET_ONLY,TARGET_ONLY,F_INSUFFICIENT_INFORMATION,F_INSUFFICIENT_INFORMATION,0.655804,-0.0553778,0.711182,False,True,False,True,True,k_cd2454972e69,True,True,k_cd2454972e69,False,True,True
SAE:3005,SAE:5970,pub_c2d786b979,pub_4a1871d85d,MODEL,TARGET_ONLY,UNIQUE,A_EXACT_DATABASE_DUPLICATE,-0.0771958,0.638798,0.715994,False,False,False,True,False,k_eb57594c3a50,True,False,k_eb57594c3a50,False,False,False
SAE:3012,SAE:5979,pub_c2d786b979,pub_4a1871d85d,MODEL,TARGET_ONLY,UNIQUE,A_EXACT_DATABASE_DUPLICATE,0.638798,-0.0771958,0.715994,False,False,False,True,False,k_eb57594c3a50,True,False,k_eb57594c3a50,False,False,False
SAE:3007,SAE:5957,pub_c2d786b979,pub_4a1871d85d,MODEL,TARGET_ONLY,UNIQUE,A_EXACT_DATABASE_DUPLICATE,0.218229,0.936513,0.718284,False,False,False,True,False,k_2646020d68b7,True,False,k_2646020d68b7,False,False,False
SAE:2989,SAE:5964,pub_c2d786b979,pub_4a1871d85d,MODEL,TARGET_ONLY,UNIQUE,A_EXACT_DATABASE_DUPLICATE,0.936513,0.218229,0.718284,False,False,False,True,False,k_2646020d68b7,True,False,k_2646020d68b7,False,False,False
SAE:2990,SAE:5965,pub_c2d786b979,pub_4a1871d85d,MODEL,TARGET_ONLY,UNIQUE,A_EXACT_DATABASE_DUPLICATE,0.889797,0.164752,0.725045,False,False,False,True,False,k_2646020d68b7,True,False,k_2646020d68b7,False,False,False
SAE:2999,SAE:5956,pub_c2d786b979,pub_4a1871d85d,MODEL,TARGET_ONLY,UNIQUE,A_EXACT_DATABASE_DUPLICATE,0.164752,0.889797,0.725045,False,False,False,True,False,k_2646020d68b7,True,False,k_2646020d68b7,False,False,False
SAE:3037,SAE:5969,pub_c2d786b979,pub_4a1871d85d,MODEL,TARGET_ONLY,E_VALUE_CONFLICT,A_EXACT_DATABASE_DUPLICATE,0.601586,-0.125155,0.726741,False,False,False,True,False,k_2646020d68b7,True,False,k_2646020d68b7,False,False,False
SAE:6258,SAE:6317,pub_650a2d0d03,pub_1e6fec5c25,TARGET_ONLY,TARGET_ONLY,F_INSUFFICIENT_INFORMATION,F_INSUFFICIENT_INFORMATION,0.483138,1.22262,0.739481,False,True,False,True,True,k_b50e04f950a6,True,True,k_b50e04f950a6,False,True,True
SAE:3016,SAE:5958,pub_c2d786b979,pub_4a1871d85d,MODEL,TARGET_ONLY,UNIQUE,A_EXACT_DATABASE_DUPLICATE,0.0829346,0.829231,0.746297,False,False,False,True,False,k_2646020d68b7,True,False,k_2646020d68b7,False,False,False
SAE:2988,SAE:5966,pub_c2d786b979,pub_4a1871d85d,MODEL,TARGET_ONLY,UNIQUE,A_EXACT_DATABASE_DUPLICATE,0.829231,0.0829346,0.746297,False,False,False,True,False,k_2646020d68b7,True,False,k_2646020d68b7,False,False,False
SAE:4842,SAE:6273,pub_97510df3a0,pub_650a2d0d03,TARGET_ONLY,TARGET_ONLY,F_INSUFFICIENT_INFORMATION,F_INSUFFICIENT_INFORMATION,0.977185,0.228094,0.749092,False,True,False,True,True,k_969277312d37,True,True,k_969277312d37,False,True,True
SAE:5463,SAE:6273,pub_97510df3a0,pub_650a2d0d03,TARGET_ONLY,TARGET_ONLY,F_INSUFFICIENT_INFORMATION,F_INSUFFICIENT_INFORMATION,0.977185,0.228094,0.749092,False,True,False,True,True,k_969277312d37,True,True,k_969277312d37,False,True,True
SAE:5583,SAE:6273,pub_97510df3a0,pub_650a2d0d03,TARGET_ONLY,TARGET_ONLY,F_INSUFFICIENT_INFORMATION,F_INSUFFICIENT_INFORMATION,0.977185,0.228094,0.749092,False,True,False,True,True,k_969277312d37,True,True,k_969277312d37,False,True,True
SAE:3039,SAE:5953,pub_c2d786b979,pub_4a1871d85d,MODEL,TARGET_ONLY,E_VALUE_CONFLICT,A_EXACT_DATABASE_DUPLICATE,0.816642,1.56835,0.751707,False,False,False,True,False,k_f38474c0e2e1,True,False,k_f38474c0e2e1,False,False,False
SAE:4854,SAE:6324,pub_97510df3a0,pub_1e6fec5c25,TARGET_ONLY,TARGET_ONLY,F_INSUFFICIENT_INFORMATION,F_INSUFFICIENT_INFORMATION,-1.51828,-0.76421,0.754072,False,True,False,True,True,k_1725672f676c,True,True,k_1725672f676c,False,True,True
SAE:5475,SAE:6324,pub_97510df3a0,pub_1e6fec5c25,TARGET_ONLY,TARGET_ONLY,F_INSUFFICIENT_INFORMATION,F_INSUFFICIENT_INFORMATION,-1.51828,-0.76421,0.754072,False,True,False,True,True,k_1725672f676c,True,True,k_1725672f676c,False,True,True
SAE:5589,SAE:6324,pub_97510df3a0,pub_1e6fec5c25,TARGET_ONLY,TARGET_ONLY,F_INSUFFICIENT_INFORMATION,F_INSUFFICIENT_INFORMATION,-1.51828,-0.76421,0.754072,False,True,False,True,True,k_1725672f676c,True,True,k_1725672f676c,False,True,True
SAE:4834,SAE:6347,pub_97510df3a0,pub_1e6fec5c25,TARGET_ONLY,TARGET_ONLY,F_INSUFFICIENT_INFORMATION,F_INSUFFICIENT_INFORMATION,0.655804,-0.103343,0.759147,False,True,False,True,True,k_cd2454972e69,True,True,k_cd2454972e69,False,True,True
SAE:5455,SAE:6347,pub_97510df3a0,pub_1e6fec5c25,TARGET_ONLY,TARGET_ONLY,F_INSUFFICIENT_INFORMATION,F_INSUFFICIENT_INFORMATION,0.655804,-0.103343,0.759147,False,True,False,True,True,k_cd2454972e69,True,True,k_cd2454972e69,False,True,True
SAE:5579,SAE:6347,pub_97510df3a0,pub_1e6fec5c25,TARGET_ONLY,TARGET_ONLY,F_INSUFFICIENT_INFORMATION,F_INSUFFICIENT_INFORMATION,0.655804,-0.103343,0.759147,False,True,False,True,True,k_cd2454972e69,True,True,k_cd2454972e69,False,True,True
SAE:3004,SAE:5971,pub_c2d786b979,pub_4a1871d85d,MODEL,TARGET_ONLY,UNIQUE,A_EXACT_DATABASE_DUPLICATE,-0.156842,0.605296,0.762139,False,False,False,True,False,k_eb57594c3a50,True,False,k_eb57594c3a50,False,False,False
SAE:3011,SAE:5980,pub_c2d786b979,pub_4a1871d85d,MODEL,TARGET_ONLY,UNIQUE,A_EXACT_DATABASE_DUPLICATE,0.605296,-0.156842,0.762139,False,False,False,True,False,k_eb57594c3a50,True,False,k_eb57594c3a50,False,False,False
SAE:2999,SAE:5957,pub_c2d786b979,pub_4a1871d85d,MODEL,TARGET_ONLY,UNIQUE,A_EXACT_DATABASE_DUPLICATE,0.164752,0.936513,0.771761,False,False,False,True,False,k_2646020d68b7,True,False,k_2646020d68b7,False,False,False
SAE:2989,SAE:5965,pub_c2d786b979,pub_4a1871d85d,MODEL,TARGET_ONLY,UNIQUE,A_EXACT_DATABASE_DUPLICATE,0.936513,0.164752,0.771761,False,False,False,True,False,k_2646020d68b7,True,False,k_2646020d68b7,False,False,False
SAE:3014,SAE:5959,pub_c2d786b979,pub_4a1871d85d,MODEL,TARGET_ONLY,UNIQUE,A_EXACT_DATABASE_DUPLICATE,-0.0863341,0.686155,0.772489,False,False,False,True,False,k_2646020d68b7,True,False,k_2646020d68b7,False,False,False
SAE:2987,SAE:5968,pub_c2d786b979,pub_4a1871d85d,MODEL,TARGET_ONLY,UNIQUE,A_EXACT_DATABASE_DUPLICATE,0.686155,-0.0863341,0.772489,False,False,False,True,False,k_2646020d68b7,True,False,k_2646020d68b7,False,False,False
SAE:3007,SAE:5946,pub_c2d786b979,pub_4a1871d85d,MODEL,TARGET_ONLY,UNIQUE,A_EXACT_DATABASE_DUPLICATE,0.218229,0.993121,0.774892,False,False,False,True,False,k_2646020d68b7,True,False,k_2646020d68b7,False,False,False
SAE:3033,SAE:5964,pub_c2d786b979,pub_4a1871d85d,MODEL,TARGET_ONLY,E_VALUE_CONFLICT,A_EXACT_DATABASE_DUPLICATE,0.993121,0.218229,0.774892,False,False,False,True,False,k_2646020d68b7,True,False,k_2646020d68b7,False,False,False
SAE:6274,SAE:6352,pub_650a2d0d03,pub_1e6fec5c25,TARGET_ONLY,TARGET_ONLY,F_INSUFFICIENT_INFORMATION,F_INSUFFICIENT_INFORMATION,-0.142548,0.636494,0.779041,False,True,False,True,True,k_4a9cd07c7e42,True,True,k_4a9cd07c7e42,False,True,True
SAE:3003,SAE:5971,pub_c2d786b979,pub_4a1871d85d,MODEL,TARGET_ONLY,UNIQUE,A_EXACT_DATABASE_DUPLICATE,-0.176259,0.605296,0.781555,False,False,False,True,False,k_eb57594c3a50,True,False,k_eb57594c3a50,False,False,False
SAE:3011,SAE:5981,pub_c2d786b979,pub_4a1871d85d,MODEL,TARGET_ONLY,UNIQUE,A_EXACT_DATABASE_DUPLICATE,0.605296,-0.176259,0.781555,False,False,False,True,False,k_eb57594c3a50,True,False,k_eb57594c3a50,False,False,False
SAE:4888,SAE:6274,pub_97510df3a0,pub_650a2d0d03,TARGET_ONLY,TARGET_ONLY,F_INSUFFICIENT_INFORMATION,F_INSUFFICIENT_INFORMATION,0.641006,-0.142548,0.783554,False,True,False,True,True,k_4a9cd07c7e42,True,True,k_4a9cd07c7e42,False,True,True
SAE:5606,SAE:6274,pub_97510df3a0,pub_650a2d0d03,TARGET_ONLY,TARGET_ONLY,F_INSUFFICIENT_INFORMATION,F_INSUFFICIENT_INFORMATION,0.641006,-0.142548,0.783554,False,True,False,True,True,k_4a9cd07c7e42,True,True,k_4a9cd07c7e42,False,True,True
SAE:3004,SAE:5970,pub_c2d786b979,pub_4a1871d85d,MODEL,TARGET_ONLY,UNIQUE,A_EXACT_DATABASE_DUPLICATE,-0.156842,0.638798,0.79564,False,False,False,True,False,k_eb57594c3a50,True,False,k_eb57594c3a50,False,False,False
SAE:3012,SAE:5980,pub_c2d786b979,pub_4a1871d85d,MODEL,TARGET_ONLY,UNIQUE,A_EXACT_DATABASE_DUPLICATE,0.638798,-0.156842,0.79564,False,False,False,True,False,k_eb57594c3a50,True,False,k_eb57594c3a50,False,False,False
SAE:2990,SAE:5966,pub_c2d786b979,pub_4a1871d85d,MODEL,TARGET_ONLY,UNIQUE,A_EXACT_DATABASE_DUPLICATE,0.889797,0.0829346,0.806862,False,False,False,True,False,k_2646020d68b7,True,False,k_2646020d68b7,False,False,False
SAE:3016,SAE:5956,pub_c2d786b979,pub_4a1871d85d,MODEL,TARGET_ONLY,UNIQUE,A_EXACT_DATABASE_DUPLICATE,0.0829346,0.889797,0.806862,False,False,False,True,False,k_2646020d68b7,True,False,k_2646020d68b7,False,False,False
SAE:3013,SAE:5959,pub_c2d786b979,pub_4a1871d85d,MODEL,TARGET_ONLY,UNIQUE,A_EXACT_DATABASE_DUPLICATE,-0.125155,0.686155,0.81131,False,False,False,True,False,k_2646020d68b7,True,False,k_2646020d68b7,False,False,False
SAE:2987,SAE:5969,pub_c2d786b979,pub_4a1871d85d,MODEL,TARGET_ONLY,UNIQUE,A_EXACT_DATABASE_DUPLICATE,0.686155,-0.125155,0.81131,False,False,False,True,False,k_2646020d68b7,True,False,k_2646020d68b7,False,False,False
SAE:4830,SAE:6268,pub_97510df3a0,pub_650a2d0d03,TARGET_ONLY,TARGET_ONLY,F_INSUFFICIENT_INFORMATION,F_INSUFFICIENT_INFORMATION,-0.105344,-0.920029,0.814685,False,True,False,True,True,k_8b2c0ba299fe,True,True,k_8b2c0ba299fe,False,True,True
SAE:5451,SAE:6268,pub_97510df3a0,pub_650a2d0d03,TARGET_ONLY,TARGET_ONLY,F_INSUFFICIENT_INFORMATION,F_INSUFFICIENT_INFORMATION,-0.105344,-0.920029,0.814685,False,True,False,True,True,k_8b2c0ba299fe,True,True,k_8b2c0ba299fe,False,True,True
SAE:5577,SAE:6268,pub_97510df3a0,pub_650a2d0d03,TARGET_ONLY,TARGET_ONLY,F_INSUFFICIENT_INFORMATION,F_INSUFFICIENT_INFORMATION,-0.105344,-0.920029,0.814685,False,True,False,True,True,k_8b2c0ba299fe,True,True,k_8b2c0ba299fe,False,True,True
SAE:3003,SAE:5970,pub_c2d786b979,pub_4a1871d85d,MODEL,TARGET_ONLY,UNIQUE,A_EXACT_DATABASE_DUPLICATE,-0.176259,0.638798,0.815057,False,False,False,True,False,k_eb57594c3a50,True,False,k_eb57594c3a50,False,False,False
SAE:3012,SAE:5981,pub_c2d786b979,pub_4a1871d85d,MODEL,TARGET_ONLY,UNIQUE,A_EXACT_DATABASE_DUPLICATE,0.638798,-0.176259,0.815057,False,False,False,True,False,k_eb57594c3a50,True,False,k_eb57594c3a50,False,False,False
SAE:2999,SAE:5946,pub_c2d786b979,pub_4a1871d85d,MODEL,TARGET_ONLY,UNIQUE,A_EXACT_DATABASE_DUPLICATE,0.164752,0.993121,0.828368,False,False,False,True,False,k_2646020d68b7,True,False,k_2646020d68b7,False,False,False
SAE:3033,SAE:5965,pub_c2d786b979,pub_4a1871d85d,MODEL,TARGET_ONLY,E_VALUE_CONFLICT,A_EXACT_DATABASE_DUPLICATE,0.993121,0.164752,0.828368,False,False,False,True,False,k_2646020d68b7,True,False,k_2646020d68b7,False,False,False
SAE:4809,SAE:6324,pub_97510df3a0,pub_1e6fec5c25,TARGET_ONLY,TARGET_ONLY,F_INSUFFICIENT_INFORMATION,F_INSUFFICIENT_INFORMATION,0.0642704,-0.76421,0.828481,False,True,False,True,True,k_1725672f676c,True,True,k_1725672f676c,False,True,True
SAE:5431,SAE:6324,pub_97510df3a0,pub_1e6fec5c25,TARGET_ONLY,TARGET_ONLY,F_INSUFFICIENT_INFORMATION,F_INSUFFICIENT_INFORMATION,0.0642704,-0.76421,0.828481,False,True,False,True,True,k_1725672f676c,True,True,k_1725672f676c,False,True,True
SAE:5567,SAE:6324,pub_97510df3a0,pub_1e6fec5c25,TARGET_ONLY,TARGET_ONLY,F_INSUFFICIENT_INFORMATION,F_INSUFFICIENT_INFORMATION,0.0642704,-0.76421,0.828481,False,True,False,True,True,k_1725672f676c,True,True,k_1725672f676c,False,True,True
SAE:3015,SAE:5958,pub_c2d786b979,pub_4a1871d85d,MODEL,TARGET_ONLY,UNIQUE,A_EXACT_DATABASE_DUPLICATE,-0.00620309,0.829231,0.835435,False,False,False,True,False,k_2646020d68b7,True,False,k_2646020d68b7,False,False,False
SAE:2988,SAE:5967,pub_c2d786b979,pub_4a1871d85d,MODEL,TARGET_ONLY,UNIQUE,A_EXACT_DATABASE_DUPLICATE,0.829231,-0.00620309,0.835435,False,False,False,True,False,k_2646020d68b7,True,False,k_2646020d68b7,False,False,False
SAE:3016,SAE:5957,pub_c2d786b979,pub_4a1871d85d,MODEL,TARGET_ONLY,UNIQUE,A_EXACT_DATABASE_DUPLICATE,0.0829346,0.936513,0.853579,False,False,False,True,False,k_2646020d68b7,True,False,k_2646020d68b7,False,False,False
SAE:2989,SAE:5966,pub_c2d786b979,pub_4a1871d85d,MODEL,TARGET_ONLY,UNIQUE,A_EXACT_DATABASE_DUPLICATE,0.936513,0.0829346,0.853579,False,False,False,True,False,k_2646020d68b7,True,False,k_2646020d68b7,False,False,False
SAE:6254,SAE:6313,pub_650a2d0d03,pub_1e6fec5c25,TARGET_ONLY,TARGET_ONLY,F_INSUFFICIENT_INFORMATION,F_INSUFFICIENT_INFORMATION,-0.185638,0.675382,0.86102,False,True,False,True,True,k_1725672f676c,True,True,k_1725672f676c,False,True,True
SAE:4848,SAE:6354,pub_97510df3a0,pub_1e6fec5c25,TARGET_ONLY,TARGET_ONLY,F_INSUFFICIENT_INFORMATION,F_INSUFFICIENT_INFORMATION,0.904987,0.0377976,0.867189,False,True,False,True,True,k_bb343db947af,True,True,k_bb343db947af,False,True,True
SAE:5469,SAE:6354,pub_97510df3a0,pub_1e6fec5c25,TARGET_ONLY,TARGET_ONLY,F_INSUFFICIENT_INFORMATION,F_INSUFFICIENT_INFORMATION,0.904987,0.0377976,0.867189,False,True,False,True,True,k_bb343db947af,True,True,k_bb343db947af,False,True,True
SAE:5586,SAE:6354,pub_97510df3a0,pub_1e6fec5c25,TARGET_ONLY,TARGET_ONLY,F_INSUFFICIENT_INFORMATION,F_INSUFFICIENT_INFORMATION,0.904987,0.0377976,0.867189,False,True,False,True,True,k_bb343db947af,True,True,k_bb343db947af,False,True,True
SAE:4819,SAE:6259,pub_97510df3a0,pub_650a2d0d03,TARGET_ONLY,TARGET_ONLY,F_INSUFFICIENT_INFORMATION,F_INSUFFICIENT_INFORMATION,1.20256,0.330506,0.872051,False,True,False,True,True,k_9842d8cd6914,True,True,k_9842d8cd6914,False,True,True
SAE:5441,SAE:6259,pub_97510df3a0,pub_650a2d0d03,TARGET_ONLY,TARGET_ONLY,F_INSUFFICIENT_INFORMATION,F_INSUFFICIENT_INFORMATION,1.20256,0.330506,0.872051,False,True,False,True,True,k_9842d8cd6914,True,True,k_9842d8cd6914,False,True,True
SAE:5572,SAE:6259,pub_97510df3a0,pub_650a2d0d03,TARGET_ONLY,TARGET_ONLY,F_INSUFFICIENT_INFORMATION,F_INSUFFICIENT_INFORMATION,1.20256,0.330506,0.872051,False,True,False,True,True,k_9842d8cd6914,True,True,k_9842d8cd6914,False,True,True
SAE:3015,SAE:5956,pub_c2d786b979,pub_4a1871d85d,MODEL,TARGET_ONLY,UNIQUE,A_EXACT_DATABASE_DUPLICATE,-0.00620309,0.889797,0.896,False,False,False,True,False,k_2646020d68b7,True,False,k_2646020d68b7,False,False,False
SAE:2990,SAE:5967,pub_c2d786b979,pub_4a1871d85d,MODEL,TARGET_ONLY,UNIQUE,A_EXACT_DATABASE_DUPLICATE,0.889797,-0.00620309,0.896,False,False,False,True,False,k_2646020d68b7,True,False,k_2646020d68b7,False,False,False
SAE:3016,SAE:5946,pub_c2d786b979,pub_4a1871d85d,MODEL,TARGET_ONLY,UNIQUE,A_EXACT_DATABASE_DUPLICATE,0.0829346,0.993121,0.910186,False,False,False,True,False,k_2646020d68b7,True,False,k_2646020d68b7,False,False,False
SAE:3033,SAE:5966,pub_c2d786b979,pub_4a1871d85d,MODEL,TARGET_ONLY,E_VALUE_CONFLICT,A_EXACT_DATABASE_DUPLICATE,0.993121,0.0829346,0.910186,False,False,False,True,False,k_2646020d68b7,True,False,k_2646020d68b7,False,False,False
SAE:3014,SAE:5958,pub_c2d786b979,pub_4a1871d85d,MODEL,TARGET_ONLY,UNIQUE,A_EXACT_DATABASE_DUPLICATE,-0.0863341,0.829231,0.915566,False,False,False,True,False,k_2646020d68b7,True,False,k_2646020d68b7,False,False,False
SAE:2988,SAE:5968,pub_c2d786b979,pub_4a1871d85d,MODEL,TARGET_ONLY,UNIQUE,A_EXACT_DATABASE_DUPLICATE,0.829231,-0.0863341,0.915566,False,False,False,True,False,k_2646020d68b7,True,False,k_2646020d68b7,False,False,False
SAE:4852,SAE:6323,pub_97510df3a0,pub_1e6fec5c25,TARGET_ONLY,TARGET_ONLY,F_INSUFFICIENT_INFORMATION,F_INSUFFICIENT_INFORMATION,-1.77842,-0.854357,0.924059,False,True,False,True,True,k_772422e11f8e,True,True,k_772422e11f8e,False,True,True
SAE:5473,SAE:6323,pub_97510df3a0,pub_1e6fec5c25,TARGET_ONLY,TARGET_ONLY,F_INSUFFICIENT_INFORMATION,F_INSUFFICIENT_INFORMATION,-1.77842,-0.854357,0.924059,False,True,False,True,True,k_772422e11f8e,True,True,k_772422e11f8e,False,True,True
SAE:5588,SAE:6323,pub_97510df3a0,pub_1e6fec5c25,TARGET_ONLY,TARGET_ONLY,F_INSUFFICIENT_INFORMATION,F_INSUFFICIENT_INFORMATION,-1.77842,-0.854357,0.924059,False,True,False,True,True,k_772422e11f8e,True,True,k_772422e11f8e,False,True,True
SAE:3015,SAE:5957,pub_c2d786b979,pub_4a1871d85d,MODEL,TARGET_ONLY,UNIQUE,A_EXACT_DATABASE_DUPLICATE,-0.00620309,0.936513,0.942716,False,False,False,True,False,k_2646020d68b7,True,False,k_2646020d68b7,False,False,False
SAE:2989,SAE:5967,pub_c2d786b979,pub_4a1871d85d,MODEL,TARGET_ONLY,UNIQUE,A_EXACT_DATABASE_DUPLICATE,0.936513,-0.00620309,0.942716,False,False,False,True,False,k_2646020d68b7,True,False,k_2646020d68b7,False,False,False
SAE:6255,SAE:6325,pub_650a2d0d03,pub_1e6fec5c25,TARGET_ONLY,TARGET_ONLY,F_INSUFFICIENT_INFORMATION,F_INSUFFICIENT_INFORMATION,0.144515,-0.800645,0.94516,False,True,False,True,True,k_bfe9b1a2cbfc,True,True,k_bfe9b1a2cbfc,False,True,True
SAE:3013,SAE:5958,pub_c2d786b979,pub_4a1871d85d,MODEL,TARGET_ONLY,UNIQUE,A_EXACT_DATABASE_DUPLICATE,-0.125155,0.829231,0.954386,False,False,False,True,False,k_2646020d68b7,True,False,k_2646020d68b7,False,False,False
SAE:2988,SAE:5969,pub_c2d786b979,pub_4a1871d85d,MODEL,TARGET_ONLY,UNIQUE,A_EXACT_DATABASE_DUPLICATE,0.829231,-0.125155,0.954386,False,False,False,True,False,k_2646020d68b7,True,False,k_2646020d68b7,False,False,False
SAE:4864,SAE:6259,pub_97510df3a0,pub_650a2d0d03,TARGET_ONLY,TARGET_ONLY,F_INSUFFICIENT_INFORMATION,F_INSUFFICIENT_INFORMATION,-0.627797,0.330506,0.958303,False,True,False,True,True,k_9842d8cd6914,True,True,k_9842d8cd6914,False,True,True
