system_id,record_id,metal,d,log_d,acid_nominal_M,acid_eq_M,anion_M,ligand_name,ligand_M,synergists,modifiers,complexant_M,metal_initial_mM,oa_ratio,temperature_C,temperature_band,contact_time_min,diluent_name,diluent_family,acid_class,anion,acid_name,canonical_smiles,extractant_name,publication_id,experiment_series_id,replicate_id,replicate_group_id,loading_series_id,is_tracer,fit_eligible,fit_ineligible_reason,duplicate_flag
sys_0118f6b37917e9af,Dy_SAFE:3932,Dy,4.78,0.6794278966121189,1.5,,1.5,TDDGA,0.1,,,,5.0,,25.0,20-30C,,toluene,aromatic,nitrate,nitrate,hno3,CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCC)CCCCCCCCCC,TDDGA,pub_b9dfc468cd,ebca11a2e8bfa906,000a5478ffbeceda,bc61cce6e4a06963,,False,True,,
sys_0118f6b37917e9af,Er_SAFE:3940,Er,5.33,0.7267272090265723,1.5,,1.5,TDDGA,0.1,,,,5.0,,25.0,20-30C,,toluene,aromatic,nitrate,nitrate,hno3,CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCC)CCCCCCCCCC,TDDGA,pub_b9dfc468cd,ebca11a2e8bfa906,ec5788ffe05653b5,4c9d22b5a2b0ec7d,,False,True,,
sys_0118f6b37917e9af,Eu_SAFE:12758,Eu,0.398,-0.40011692792631215,1.0,,1.0,TDDGA,0.1,,,,0.066,,25.0,20-30C,120.0,toluene,aromatic,nitrate,nitrate,hno3,CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCC)CCCCCCCCCC,TDDGA,pub_af0c74798c,6b354d5a9e574ef3,53329064d1d6d88b,6f66bfa180fa6317,,False,True,,
sys_0118f6b37917e9af,Eu_SAFE:3930,Eu,2.26,0.35410843914740087,1.5,,1.5,TDDGA,0.1,,,,5.0,,25.0,20-30C,,toluene,aromatic,nitrate,nitrate,hno3,CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCC)CCCCCCCCCC,TDDGA,pub_b9dfc468cd,ebca11a2e8bfa906,736c7f0ec102c112,2649784974e97037,,False,True,,
sys_0118f6b37917e9af,Gd_SAFE:3931,Gd,1.21,0.08278537031645007,1.5,,1.5,TDDGA,0.1,,,,5.0,,25.0,20-30C,,toluene,aromatic,nitrate,nitrate,hno3,CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCC)CCCCCCCCCC,TDDGA,pub_b9dfc468cd,ebca11a2e8bfa906,6e7ac30dfc76b424,2ad08c1d12df79e7,,False,True,,
sys_0118f6b37917e9af,La_SAFE:3926,La,0.81,-0.09151498112135022,1.5,,1.5,TDDGA,0.1,,,,5.0,,25.0,20-30C,,toluene,aromatic,nitrate,nitrate,hno3,CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCC)CCCCCCCCCC,TDDGA,pub_b9dfc468cd,ebca11a2e8bfa906,2de0657cf1dfbc8c,d7c09626b2bae38b,,False,True,,
sys_0118f6b37917e9af,La_SAFE:3928,La,0.05,-1.3010299956639813,0.097998,,0.097998,TDDGA,0.1,,,,5.0,,25.0,20-30C,,toluene,aromatic,nitrate,nitrate,hno3,CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCC)CCCCCCCCCC,TDDGA,pub_b9dfc468cd,2db6f763aa89c6f3,e7d46f87f72e632a,158f74e4a29c14cf,,False,True,,
sys_0118f6b37917e9af,La_SAFE:3952,La,45.03,1.6535019469629328,3.0,,3.0,TDDGA,0.4,,,,5.0,,25.0,20-30C,,toluene,aromatic,nitrate,nitrate,hno3,CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCC)CCCCCCCCCC,TDDGA,pub_b9dfc468cd,61c8780cfbd53279,3247506fff514850,41fa8763c2f5c0ab,,False,True,,
sys_0118f6b37917e9af,La_SAFE:3953,La,22.98,1.3613500243522665,3.0,,3.0,TDDGA,0.3,,,,5.0,,25.0,20-30C,,toluene,aromatic,nitrate,nitrate,hno3,CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCC)CCCCCCCCCC,TDDGA,pub_b9dfc468cd,61c8780cfbd53279,b80b9582a66b894f,febaefba45ceea49,,False,True,,
sys_0118f6b37917e9af,La_SAFE:3954,La,8.92,0.9503648543761231,3.0,,3.0,TDDGA,0.2,,,,5.0,,25.0,20-30C,,toluene,aromatic,nitrate,nitrate,hno3,CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCC)CCCCCCCCCC,TDDGA,pub_b9dfc468cd,61c8780cfbd53279,d5afa16b5978b1af,2ac65f4254bb74ae,,False,True,,
sys_0118f6b37917e9af,La_SAFE:3955,La,1.71,0.23299611039215382,3.0,,3.0,TDDGA,0.1,,,,5.0,,25.0,20-30C,,toluene,aromatic,nitrate,nitrate,hno3,CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCC)CCCCCCCCCC,TDDGA,pub_b9dfc468cd,61c8780cfbd53279,a8ed768634fa6062,245efd45303dbc74,,False,True,,
sys_0118f6b37917e9af,La_SAFE:3956,La,0.36,-0.44369749923271273,3.0,,3.0,TDDGA,0.05,,,,5.0,,25.0,20-30C,,toluene,aromatic,nitrate,nitrate,hno3,CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCC)CCCCCCCCCC,TDDGA,pub_b9dfc468cd,61c8780cfbd53279,974a6bd9a2516ea9,32107d62777174d0,,False,True,,
sys_0118f6b37917e9af,La_SAFE:3958,La,24.33,1.3861421089308184,1.0,,1.0,TDDGA,0.4,,,,5.0,,25.0,20-30C,,toluene,aromatic,nitrate,nitrate,hno3,CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCC)CCCCCCCCCC,TDDGA,pub_b9dfc468cd,61c8780cfbd53279,1fda3c0415ae3bc4,34e4ab01f84d10ad,,False,True,,
sys_0118f6b37917e9af,La_SAFE:3959,La,12.0,1.0791812460476249,1.0,,1.0,TDDGA,0.3,,,,5.0,,25.0,20-30C,,toluene,aromatic,nitrate,nitrate,hno3,CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCC)CCCCCCCCCC,TDDGA,pub_b9dfc468cd,61c8780cfbd53279,f84f2b6f1c5a55b4,b497af69c1fe374a,,False,True,,
sys_0118f6b37917e9af,La_SAFE:3960,La,3.75,0.5740312677277188,1.0,,1.0,TDDGA,0.2,,,,5.0,,25.0,20-30C,,toluene,aromatic,nitrate,nitrate,hno3,CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCC)CCCCCCCCCC,TDDGA,pub_b9dfc468cd,61c8780cfbd53279,046c51a4baeaab49,c7b0061ec664620e,,False,True,,
sys_0118f6b37917e9af,La_SAFE:3961,La,0.5,-0.3010299956639812,1.0,,1.0,TDDGA,0.1,,,,5.0,,25.0,20-30C,,toluene,aromatic,nitrate,nitrate,hno3,CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCC)CCCCCCCCCC,TDDGA,pub_b9dfc468cd,61c8780cfbd53279,8fdd4610c0bd358f,22f12550f2cc23b3,,False,True,,
sys_0118f6b37917e9af,La_SAFE:3962,La,0.1,-1.0,1.0,,1.0,TDDGA,0.05,,,,5.0,,25.0,20-30C,,toluene,aromatic,nitrate,nitrate,hno3,CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCC)CCCCCCCCCC,TDDGA,pub_b9dfc468cd,61c8780cfbd53279,173071827f9293d6,2150db4d3ae14612,,False,True,,
sys_0118f6b37917e9af,La_SAFE:3969,La,0.56,-0.25181197299379954,5.0,,5.0,TDDGA,0.05,,,,5.0,,25.0,20-30C,,toluene,aromatic,nitrate,nitrate,hno3,CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCC)CCCCCCCCCC,TDDGA,pub_b9dfc468cd,61c8780cfbd53279,8f26cd75cc861678,ec04b253a9ead5f5,,False,True,,
sys_0118f6b37917e9af,La_SAFE:3978,La,0.08,-1.0969100130080565,0.493838,,0.493838,TDDGA,0.1,,,,5.0,,25.0,20-30C,,toluene,aromatic,nitrate,nitrate,hno3,CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCC)CCCCCCCCCC,TDDGA,pub_b9dfc468cd,2db6f763aa89c6f3,0b3de2a3b4102e0f,5e7a8599b51a3e04,,False,True,,
sys_0118f6b37917e9af,La_SAFE:3979,La,50.46,1.7029472461815558,5.0,,5.0,TDDGA,0.4,,,,5.0,,25.0,20-30C,,toluene,aromatic,nitrate,nitrate,hno3,CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCC)CCCCCCCCCC,TDDGA,pub_b9dfc468cd,61c8780cfbd53279,b0b4254f1e5f5d20,44fc6f403e0c09f5,,False,True,,
sys_0118f6b37917e9af,La_SAFE:3980,La,28.54,1.455453968778628,5.0,,5.0,TDDGA,0.3,,,,5.0,,25.0,20-30C,,toluene,aromatic,nitrate,nitrate,hno3,CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCC)CCCCCCCCCC,TDDGA,pub_b9dfc468cd,61c8780cfbd53279,44127df2a6c40695,e2abc77b14765511,,False,True,,
