arm,axis_label,family,n_comparisons,n_ligands,shift_median__median,shift_median__p90,shift_median__p95,shift_median__max,shift_p90__median,shift_p90__p90,shift_p90__p95,shift_p90__max,shift_p95__median,shift_p95__p90,shift_p95__p95,shift_p95__max,shift_max__median,shift_max__p90,shift_max__p95,shift_max__max,shape_shift_median__median,shape_shift_median__p90,shape_shift_median__p95,shape_shift_median__max,shape_shift_max__median,shape_shift_max__p90,shape_shift_max__p95,shape_shift_max__max,level_shift__median,level_shift__p90,level_shift__p95,level_shift__max
FROZEN,metal_series,NESTED,1570,82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FROZEN,metal_series,PERMUTE,314,82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FROZEN,metal_series,SPARSE,1329,82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RECOMPOSED_ALL,acid,CONTEXT,276,65,0.0,2.7755575615628914e-17,6.938893903907228e-17,4.440892098500626e-16,0.0,1.332267629550188e-16,2.220446049250313e-16,6.661338147750939e-16,0.0,1.77635683940025e-16,2.220446049250313e-16,6.661338147750939e-16,0.0,2.220446049250313e-16,2.220446049250313e-16,6.661338147750939e-16,0.0,4.85722573273506e-17,9.020562075079397e-17,2.220446049250313e-16,0.0,1.1102230246251565e-16,2.220446049250313e-16,4.440892098500626e-16,0.0,5.551115123125783e-17,1.1102230246251565e-16,4.440892098500626e-16
RECOMPOSED_ALL,acid,DECOY,552,65,0.1342955047295594,0.28504088537932587,0.3585405008275835,1.0782110321525742,0.25008534207951133,0.4958546251535013,0.6347874575622859,1.4105248774992656,0.26362226806521,0.5328637534755781,0.6598246576348206,1.4393379601615743,0.2769260088760498,0.5621695352667714,0.6981991517141471,1.5196757953997921,0.14654929316338136,0.2884396239918047,0.35634391091621803,0.634824496657904,0.2633814141939478,0.5205150533147904,0.6040485283780325,1.310103753887602,0.026110876073246914,0.08416916782612519,0.17370074589334492,1.0415621463312352
RECOMPOSED_ALL,acid,DENSITY,814,65,0.044469571197319924,0.21303773758131145,0.36531076134478585,1.6678925232263988,0.10849143306924208,0.49544229192033434,0.7195596474039434,1.7181341720149053,0.12083421784393705,0.5317603787199587,0.7862831848518561,1.8013813871768953,0.13137944772717325,0.5659379022163691,0.8961255184664936,1.8846286023388854,0.048445869372914785,0.2206337950816777,0.3548016968770008,0.7987033800444003,0.1046632469163666,0.49747164096714935,0.7661189667205272,1.5643651582631999,0.029996811241776077,0.14662441351773042,0.28754302801544956,1.0798967291636021
RECOMPOSED_ALL,acid,EXTEND,1656,65,0.06955072863001636,0.19463891104579228,0.25029255787863963,1.084336633981429,0.1580144829959519,0.394378615312192,0.47152071924457833,1.7231429110093344,0.17348397982414415,0.4292327155664387,0.5190979770642671,1.7520728812458806,0.19276668798642413,0.4715820677077075,0.5677000651723154,1.781002851482427,0.07136021178375355,0.18797703246192132,0.23316007605207695,0.6488705973587908,0.1572870860724386,0.37176283213806605,0.4988663198111477,1.2813534861150806,0.04116160663649232,0.15075074733727997,0.18760230847763146,0.9945118686631316
RECOMPOSED_ALL,acid,NESTED,1380,65,0.0749715179289801,0.2468376281160521,0.3375844301835611,0.7761347500924152,0.1648463566480286,0.4730918373502161,0.5802528021971434,1.4430789329119043,0.17636942576576586,0.5002678384669664,0.6183195560432696,1.5662235508484315,0.18693296303159906,0.532521672176334,0.6652936449073558,1.6893681687849593,0.06911896533609038,0.22566885999647626,0.28546174033049243,0.6789951793769677,0.13457187273048624,0.36066626197828133,0.46982764887504685,1.1342898371687826,0.04836862131322117,0.20899574312218333,0.2793586267694895,0.8805338774428322
RECOMPOSED_ALL,acid,PERMUTE,276,65,0.0,2.220446049250313e-16,4.440892098500626e-16,8.881784197001252e-16,5.551115123125783e-17,2.8865798640254066e-16,4.440892098500626e-16,8.881784197001252e-16,5.551115123125783e-17,3.4416913763379844e-16,4.440892098500626e-16,8.881784197001252e-16,5.551115123125783e-17,4.440892098500626e-16,4.440892098500626e-16,8.881784197001252e-16,0.0,2.220446049250313e-16,2.220446049250313e-16,4.440892098500626e-16,5.551115123125783e-17,2.914335439641036e-16,4.440892098500626e-16,6.661338147750939e-16,0.0,1.5439038936193583e-16,2.498001805406602e-16,8.881784197001252e-16
RECOMPOSED_ALL,acid,SPARSE,908,65,0.06071290038231081,0.44280969338968745,0.6777975957427097,1.3107238368652845,0.13471364807566227,0.5709226997048561,0.8399643110981521,1.579141863923875,0.14493930331780266,0.6080177364151471,0.868319317514546,1.6342550163544172,0.15095294658099856,0.6346890043167728,0.8948906681800236,1.6893681687849593,0.06094028053278812,0.4436257986937257,0.6749533567861006,1.3107238368652845,0.10354029844859183,0.5032355298635002,0.7815640375379705,1.4453287129878851,0.036493960615244715,0.16175432508139442,0.21241812354190526,0.5953761665291885
RECOMPOSED_ALL,extractant,CONTEXT,84,17,0.0,4.8572257327350796e-18,7.910339050454225e-17,2.220446049250313e-16,0.0,1.1102230246251565e-16,1.298960938811432e-16,4.440892098500626e-16,0.0,1.1102230246251565e-16,1.759703494030872e-16,4.440892098500626e-16,0.0,1.1102230246251565e-16,2.220446049250313e-16,4.440892098500626e-16,0.0,4.718447854656923e-17,1.1102230246251565e-16,2.220446049250313e-16,0.0,1.1102230246251565e-16,1.1102230246251565e-16,3.3306690738754696e-16,0.0,5.551115123125783e-17,1.1102230246251565e-16,4.440892098500626e-16
RECOMPOSED_ALL,extractant,DECOY,168,17,0.1781642301372121,0.29058660248874535,0.3403822044073216,0.5291411539895288,0.3431045852226101,0.5088995973332242,0.5181423128490681,0.6577963131465563,0.3611719162917252,0.5731657645800539,0.5926425680175967,0.6864851540509898,0.38413084232699396,0.644899249358988,0.658458154163862,0.7151739949554231,0.18721642654589177,0.29524077064401194,0.35096324686846403,0.5091532827184152,0.35725661177318857,0.5772119321649273,0.6025579968864092,0.6974068316420038,0.031142384282634772,0.07626262175280517,0.09307684130628126,0.14694273080937487
RECOMPOSED_ALL,extractant,DENSITY,252,17,0.03024851885145223,0.15550578090527345,0.26043561358680317,0.419853751090815,0.12346171446438742,0.5494246546588214,0.6420626618518734,1.2597018447017452,0.13566320081423697,0.5885623672357856,0.7912648469780639,1.3680020346965032,0.14548522835229713,0.6199845991828462,0.9180994108884435,1.4763022246912612,0.049124488475409345,0.19439485606113038,0.27388768908566363,0.5333748503341599,0.1102564988694914,0.5546424952602163,0.8252293318530635,1.134434773705729,0.03728528829666526,0.09850770266394503,0.15000458713859452,0.40142642438331133
RECOMPOSED_ALL,extractant,EXTEND,504,17,0.11860989959893137,0.23737380843740333,0.2758011336142472,0.3698176510281637,0.2866215704156425,0.5271666484250653,0.5748611569001574,0.701570235413386,0.31710353085946896,0.588777967450394,0.6737282352282066,0.8577843090144097,0.33210310283617656,0.6469575579167388,0.7411081625573237,1.0718698843761003,0.11937574450810615,0.23569614996272364,0.2642117282733296,0.36291548551759023,0.23799787346845,0.4734015077637524,0.6340426184899683,0.90823360906181,0.10907582808213206,0.1939011465448035,0.2209833939005839,0.300165522475069
RECOMPOSED_ALL,extractant,NESTED,420,17,0.13102483209752294,0.3424048294999337,0.40899365764184015,0.8092838498952266,0.2947020782600417,0.6383603445476365,0.779791451957258,1.4617415991540292,0.31682733365301663,0.6964452555898214,0.8493245201728428,1.6484234944787441,0.3396046423192123,0.7714009168423761,0.9135446228948754,1.8389891476421611,0.13856492993197206,0.3441965209438291,0.39324796412183494,0.6348394813689376,0.20935579174725322,0.5343626623791354,0.6534764755322539,1.2700583252469926,0.12841585964336794,0.30814099292209884,0.3541579357481543,0.6869536623097283
RECOMPOSED_ALL,extractant,PERMUTE,84,17,0.0,1.1102230246251565e-16,1.582067810090845e-16,4.440892098500626e-16,1.665334536937735e-17,1.3711254354120684e-16,2.187139358511557e-16,4.440892098500626e-16,2.2204460492503126e-17,1.7097434579227414e-16,2.203792703880935e-16,4.440892098500626e-16,2.7755575615628914e-17,2.0539125955565412e-16,2.220446049250313e-16,4.440892098500626e-16,0.0,4.163336342344337e-17,5.551115123125783e-17,2.220446049250313e-16,2.7755575615628914e-17,1.1102230246251565e-16,2.220446049250313e-16,2.220446049250313e-16,0.0,7.494005416219815e-17,1.6653345369377348e-16,4.440892098500626e-16
RECOMPOSED_ALL,extractant,SPARSE,272,17,0.16003486223681224,0.7475258517841041,0.8376572900949789,1.3397936287783527,0.3123995922654593,0.9342448102310872,1.0082473216743608,1.73890375163281,0.3259919161806464,0.9553963578846011,1.0548234132308005,1.7889464496374856,0.339619650054768,0.9813154682474355,1.1389082231622307,1.8389891476421611,0.16821656920342168,0.764733970096898,0.8433298383680767,1.3397936287783527,0.22527028852524322,0.8404434557294209,0.9985661628889774,1.613838814619572,0.06387440983354753,0.224988404557046,0.3090852860513283,0.5606870163737198
RECOMPOSED_ALL,metal_series,CONTEXT,314,82,0.0,1.942890293094024e-16,2.220446049250313e-16,4.440892098500626e-16,7.806255641895632e-18,2.220446049250313e-16,2.814415367424768e-16,4.440892098500626e-16,1.3877787807814457e-17,2.220446049250313e-16,3.591571484662377e-16,4.440892098500626e-16,1.3877787807814457e-17,2.220446049250313e-16,4.440892098500626e-16,4.440892098500626e-16,0.0,1.1102230246251565e-16,1.1102230246251565e-16,4.440892098500626e-16,6.938893903907228e-18,2.220446049250313e-16,2.220446049250313e-16,4.440892098500626e-16,0.0,1.1102230246251565e-16,2.220446049250313e-16,4.440892098500626e-16
RECOMPOSED_ALL,metal_series,NESTED,1570,82,0.04842956008617827,0.1655336743062689,0.22489928778573487,0.7800562016867257,0.10976717162648353,0.33007002407247144,0.4685887062380524,1.4992706715815274,0.126344977015942,0.35002068206269954,0.4996897329222266,1.582742269239445,0.14123791679621833,0.36971931064269,0.5386048805048208,1.666213866897363,0.0437118797582218,0.15710594958172025,0.21136687580499877,0.5434396480767766,0.10907577074435931,0.267887192215107,0.3461205641989707,1.0298851754028402,0.029208452820313202,0.1570602804908938,0.22211169501245567,0.8445355599608607
RECOMPOSED_ALL,metal_series,PERMUTE,314,82,0.0,2.220446049250313e-16,2.220446049250313e-16,6.661338147750939e-16,4.2327252813834115e-17,2.220446049250313e-16,3.8136160895874103e-16,6.661338147750939e-16,5.551115123125783e-17,2.220446049250313e-16,4.440892098500626e-16,7.438494264988548e-16,5.551115123125783e-17,2.220446049250313e-16,4.440892098500626e-16,8.881784197001252e-16,0.0,1.1102230246251565e-16,1.2073675392798483e-16,4.440892098500626e-16,5.551115123125783e-17,2.220446049250313e-16,2.220446049250313e-16,6.661338147750939e-16,0.0,2.220446049250313e-16,2.220446049250313e-16,6.661338147750939e-16
RECOMPOSED_ALL,metal_series,SPARSE,1329,82,0.06851431587651913,0.4517937515514855,0.5682096071430497,1.109736549177911,0.13139504208691027,0.5624464371795606,0.6886307095441564,1.5549184033534726,0.14072283263538082,0.5728377711326315,0.7115068965060565,1.6105661351254177,0.15319983288091732,0.5839159792295461,0.7268821729221628,1.666213866897363,0.06819972878508374,0.43903105628406247,0.5666497805523242,1.037987626445295,0.11887386494817942,0.5100704274556066,0.6743273406080963,1.3485762286122722,0.03265254593560618,0.12952992961738632,0.1806948732086999,0.8083233050388248
RECOMPOSED_HYBRID,acid,CONTEXT,276,65,0.0,2.7755575615628914e-17,5.898059818321144e-17,4.440892098500626e-16,0.0,1.1102230246251565e-16,2.220446049250313e-16,4.440892098500626e-16,0.0,1.6653345369377348e-16,2.220446049250313e-16,4.440892098500626e-16,0.0,2.220446049250313e-16,2.220446049250313e-16,4.440892098500626e-16,0.0,2.7755575615628914e-17,1.1102230246251565e-16,2.220446049250313e-16,0.0,2.220446049250313e-16,2.220446049250313e-16,4.440892098500626e-16,0.0,5.551115123125783e-17,1.1102230246251565e-16,4.440892098500626e-16
RECOMPOSED_HYBRID,acid,DECOY,552,65,0.09545005065108,0.2296989246779491,0.2928004700106036,0.9569744865428815,0.18588636428424676,0.42074824726212035,0.509532119777914,1.2972718688033151,0.20217734409898663,0.45733290628141887,0.5466357695721689,1.328828991370176,0.21348710130778772,0.4829995789892758,0.604332144901572,1.4436986180445974,0.10659267435837398,0.2424494003833645,0.27753035676399473,0.5783208608961544,0.19043573985329776,0.3993126380143855,0.5409744254827273,1.238280509959417,0.02984851331344089,0.0815626452418928,0.1567539186586784,0.9284567135606506
RECOMPOSED_HYBRID,acid,DENSITY,814,65,0.04599511208658072,0.21462546756632747,0.3381391511291179,1.4915506099836868,0.1123380149085364,0.44949857391591896,0.7085714062168917,1.609890393534429,0.12402640452325986,0.49956106486778845,0.7531526901741825,1.6857225964322216,0.13613214093637083,0.5508863003382618,0.8259564948074551,1.7615547993300142,0.05039260296055481,0.20856627178789802,0.35868526454338323,0.6972468159764449,0.1059767377855656,0.4927058651539701,0.7088523255971101,1.3993602076292353,0.028461516138826415,0.13776570918080863,0.25211534888385384,0.9869887166574872
RECOMPOSED_HYBRID,acid,EXTEND,1656,65,0.05455547354987764,0.15880731247916882,0.1961201686517449,1.022928033443024,0.12804531990574597,0.3056013872484149,0.38007728246925876,1.5037496105972163,0.14026845887910955,0.34066905831641175,0.4368393775260643,1.5277844314784028,0.1521017589763523,0.3792177727284137,0.4912828543098805,1.5518192523595893,0.050632157928001964,0.14088584792954714,0.18629434854530477,0.5357793267285453,0.1175265403739274,0.3043338189426662,0.4238416649333121,1.1984606269404823,0.035636958624495674,0.13091223257025525,0.16243212129421197,0.8986951020783389
RECOMPOSED_HYBRID,acid,NESTED,1380,65,0.06711849143069674,0.22740369221655524,0.3132539867026133,0.7212793781290912,0.15053740428066317,0.42610865879194854,0.5347522686814956,1.2967142030305487,0.16410667198919104,0.4578804210005063,0.5749782613378243,1.3991760359223786,0.1748912598183033,0.48508331692389955,0.6176689259546709,1.5016378688142091,0.06287464416755709,0.21001573888849914,0.27190685076181287,0.5917503622309721,0.12398753611544547,0.3266425808322053,0.42005085630001526,0.9864823359905892,0.04431626195080152,0.19512189440385305,0.2576891396298599,0.8303761877064225
RECOMPOSED_HYBRID,acid,PERMUTE,276,65,0.0,2.220446049250313e-16,4.440892098500626e-16,8.881784197001252e-16,5.551115123125783e-17,2.831068712794149e-16,4.440892098500626e-16,8.881784197001252e-16,5.551115123125783e-17,3.0808688933348093e-16,4.440892098500626e-16,8.881784197001252e-16,5.551115123125783e-17,3.3306690738754696e-16,4.440892098500626e-16,8.881784197001252e-16,0.0,1.1102230246251565e-16,2.220446049250313e-16,4.440892098500626e-16,5.551115123125783e-17,2.220446049250313e-16,4.440892098500626e-16,8.881784197001252e-16,0.0,2.220446049250313e-16,4.440892098500626e-16,1.3322676295501878e-15
RECOMPOSED_HYBRID,acid,SPARSE,908,65,0.060311245466493725,0.39087517989712794,0.626681830259972,1.2617324014097624,0.12967639243468054,0.5365164563257733,0.7583630614459634,1.5033503714081184,0.13789703197262843,0.5598401406504494,0.7830952614336976,1.5335526176579128,0.14682237041041457,0.589899635583569,0.8075011270451403,1.5637548639077075,0.06297213238423971,0.40206746359286083,0.635423385141128,1.2617324014097624,0.10340219323994326,0.4568158376313118,0.7145719704600336,1.4195283845944036,0.03593167005873754,0.1504913483962853,0.20596030364603987,0.5512052140732802
RECOMPOSED_HYBRID,extractant,CONTEXT,84,17,0.0,0.0,2.7755575615628914e-17,2.220446049250313e-16,0.0,5.551115123125783e-17,1.332267629550188e-16,2.4424906541753436e-16,0.0,7.494005416219815e-17,1.77635683940025e-16,3.441691376337983e-16,0.0,9.853229343548276e-17,2.220446049250313e-16,4.440892098500626e-16,0.0,1.9428902930940318e-17,5.551115123125783e-17,3.3306690738754696e-16,0.0,1.1102230246251565e-16,2.220446049250313e-16,4.440892098500626e-16,0.0,3.2612801348363993e-17,7.910339050454225e-17,4.440892098500626e-16
RECOMPOSED_HYBRID,extractant,DECOY,168,17,0.13537232870563778,0.20597423285460978,0.22689778686098813,0.46453297962009676,0.24767443347568885,0.41944196672515427,0.45594431021235665,0.6595997027539953,0.25711879689229344,0.4614663110731613,0.5094979266141259,0.7199167960487225,0.27984363260043055,0.505421772990179,0.5556055091261491,0.7802338893434497,0.14580778871667097,0.24811654165711625,0.2788152049446834,0.41568680247030854,0.2555952506775395,0.4416085081926796,0.46108637630333615,0.7504938656140567,0.03135085794290589,0.07943423584701238,0.09388124833666249,0.1372834238956749
RECOMPOSED_HYBRID,extractant,DENSITY,252,17,0.03215774479066938,0.12626387889481183,0.2340028277864026,0.5050306585660311,0.12159993688582067,0.4885689282926149,0.627310140540326,1.1447909149522668,0.13623162887362256,0.5841290184129797,0.7207912402889961,1.2193223871026324,0.14816103591851376,0.6561592202477342,0.8605192536740915,1.293853859252998,0.049345927837479445,0.1734785298131765,0.24778085359991378,0.5457104313397316,0.11188153332016429,0.5690122106948108,0.7334474416861795,1.0929481878367038,0.03426107135230837,0.09641042223811559,0.12963634028083754,0.37548606716143856
RECOMPOSED_HYBRID,extractant,EXTEND,504,17,0.09322911937118383,0.1809892399565038,0.22088658552490584,0.45918509655040074,0.21784781533824865,0.4488035262025299,0.5235806235277093,0.7144008169045393,0.24257677742841785,0.4968644276523362,0.6386473300141781,0.8455380317537654,0.2603995636425645,0.5361982800008516,0.693858482778401,1.0572641775839937,0.0910904971345031,0.1924652597441957,0.2260543769706756,0.4557109803289565,0.1772792201370776,0.3804978772712835,0.5453531963862936,0.925773881023335,0.08680116787043607,0.17261638574601573,0.1892928651300218,0.2606816334475387
RECOMPOSED_HYBRID,extractant,NESTED,420,17,0.12008683062222378,0.33075177501135455,0.39014870892451187,0.6950718570322412,0.27538051325100965,0.5844869106225459,0.6886401758447869,1.3142671379632922,0.2988064816917889,0.651664866997436,0.748843002737607,1.4881624023378033,0.3127065570009139,0.7295687706701081,0.8036894144752593,1.6620576667123155,0.12724721930438215,0.3135303674064015,0.3760315469119837,0.5616797720042164,0.18754825908192552,0.4912922499135451,0.6112200486168736,1.1413306532525889,0.11207192472276781,0.27354191657546023,0.33187077512622115,0.6124239813179977
RECOMPOSED_HYBRID,extractant,PERMUTE,84,17,0.0,1.1102230246251565e-16,1.3461454173580007e-16,4.440892098500626e-16,2.7755575615628914e-17,1.7763568394002506e-16,2.220446049250313e-16,4.440892098500626e-16,3.3306690738754695e-17,1.9984014443252816e-16,2.220446049250313e-16,4.440892098500626e-16,3.469446951953614e-17,2.220446049250313e-16,2.220446049250313e-16,4.440892098500626e-16,0.0,5.551115123125783e-17,1.1102230246251565e-16,4.440892098500626e-16,5.551115123125783e-17,2.220446049250313e-16,2.220446049250313e-16,4.440892098500626e-16,0.0,1.1102230246251565e-16,1.582067810090845e-16,6.661338147750939e-16
RECOMPOSED_HYBRID,extractant,SPARSE,272,17,0.14279550073321282,0.6698659011523269,0.7532868987863947,1.2092785585371904,0.29091039359271265,0.823267134708351,0.976016256258516,1.5714944557355714,0.3066346293204337,0.8614041540644065,1.019455369447691,1.6167760612239435,0.3270432948114597,0.8768244239599376,1.0568603294740946,1.6620576667123155,0.16359198550418103,0.7058360982191224,0.7669892855477993,1.2092785585371904,0.22146502894427397,0.761813407157242,0.9096699075082969,1.4372405501679877,0.056451015257150405,0.2194861391565794,0.2915966286011195,0.5791312714468068
RECOMPOSED_HYBRID,metal_series,CONTEXT,314,82,0.0,1.1102230246251565e-16,2.220446049250313e-16,4.440892098500626e-16,1.3877787807814457e-17,2.220446049250313e-16,2.220446049250313e-16,4.440892098500626e-16,2.0122792321330952e-17,2.220446049250313e-16,2.997602166487922e-16,4.440892098500626e-16,2.7755575615628914e-17,2.220446049250313e-16,4.440892098500626e-16,4.440892098500626e-16,0.0,1.1102230246251565e-16,1.1102230246251565e-16,4.440892098500626e-16,1.3877787807814457e-17,2.220446049250313e-16,2.220446049250313e-16,4.440892098500626e-16,0.0,2.220446049250313e-16,2.220446049250313e-16,6.661338147750939e-16
RECOMPOSED_HYBRID,metal_series,NESTED,1570,82,0.04064900638359983,0.14972028981264443,0.1987305898248304,0.6604678916049964,0.09783371779592881,0.30039529147323657,0.4127966017303088,1.2617285192942462,0.1104962393355455,0.319957692605728,0.44362707700825904,1.3267216426592665,0.12306871495473251,0.3435623401428846,0.48126151947572643,1.3917147660242872,0.03870916048775924,0.12713359661371698,0.1878839354340682,0.5401948762279727,0.09861433817295734,0.2429076386589688,0.30796501674484034,0.9056919795452069,0.026740933540032097,0.1377760044060466,0.18974943135764913,0.7003187838861158
RECOMPOSED_HYBRID,metal_series,PERMUTE,314,82,0.0,2.220446049250313e-16,2.220446049250313e-16,4.440892098500626e-16,5.551115123125783e-17,2.220446049250313e-16,3.408384685599223e-16,4.440892098500626e-16,5.551115123125783e-17,2.220446049250313e-16,3.9246383920499246e-16,5.995204332975844e-16,5.551115123125783e-17,2.220446049250313e-16,4.440892098500626e-16,8.881784197001252e-16,0.0,1.1102230246251565e-16,1.30451205393454e-16,2.220446049250313e-16,5.551115123125783e-17,2.220446049250313e-16,2.220446049250313e-16,4.440892098500626e-16,0.0,2.220446049250313e-16,2.220446049250313e-16,6.661338147750939e-16
RECOMPOSED_HYBRID,metal_series,SPARSE,1329,82,0.06910903817772152,0.3764037023344284,0.534158197849798,0.9584272769241504,0.13472405997992074,0.5127143501269482,0.6628326106069861,1.3050572682042598,0.14869750133105003,0.536566777052804,0.6912201060411582,1.3483860171142734,0.16175094464370754,0.5562944569752518,0.7093271760704137,1.3917147660242872,0.07200866237642478,0.37841427739659256,0.5264432433777526,0.9646784386824101,0.1258984186806016,0.44762470443688845,0.6076723209427379,1.2250776282732683,0.03167076375461014,0.12560004010104345,0.18036303973734674,0.6623151724858822
RECOMPOSED_RANK,acid,CONTEXT,276,65,0.0,2.7755575615628914e-17,8.673617379884035e-17,4.440892098500626e-16,0.0,1.1102230246251565e-16,1.8873791418627673e-16,4.440892098500626e-16,0.0,1.6653345369377348e-16,2.220446049250313e-16,4.440892098500626e-16,0.0,2.220446049250313e-16,2.220446049250313e-16,4.440892098500626e-16,0.0,5.551115123125783e-17,1.1102230246251565e-16,4.440892098500626e-16,0.0,1.249000902703301e-16,2.220446049250313e-16,4.440892098500626e-16,0.0,5.551115123125783e-17,1.1102230246251565e-16,4.440892098500626e-16
RECOMPOSED_RANK,acid,DECOY,552,65,0.06344608434787102,0.17232695168480666,0.22324434495680398,0.838619989583463,0.14535900935631021,0.333151435268829,0.49235102626230204,1.3141363549325842,0.1608789439352251,0.4031106005722781,0.5442464362727275,1.4391443990805997,0.17383422715949193,0.4492075877624252,0.5705937739721576,1.7062664455859307,0.06925349644286033,0.17232958385026725,0.21599616199321392,0.5903627615327111,0.146433698542152,0.3624425216036106,0.5179224427193664,1.4864241846484607,0.03236537193336386,0.08258177508177214,0.139234059998559,0.8948868527890369
