comparison,reference,candidate,outer_fold,delta_mae,delta_rmse,delta_r2,delta_spearman
A2_vs_A5,A2,A5,0,0.005784964334748066,0.02172777048894836,0.09019154406766905,-0.0010059530904819036
A2_vs_A5,A2,A5,1,-0.013491327958664867,-0.008953241433342474,-0.021674872326504335,-0.0307585174599736
A2_vs_A5,A2,A5,2,-0.017700159916755276,-0.02416027981094082,-0.035252069481515824,-0.004318685348457141
A2_vs_A5,A2,A5,3,0.014972244061748685,0.02368023186724555,0.06606598067108393,-0.016363684812610413
A2_vs_A5,A2,A5,4,0.0027169914753087387,0.01132902838345401,0.01677274716672439,0.013377377810451452
A2_vs_A6,A2,A6,0,0.0056037933856999955,0.021693025237764174,0.09005007158567668,-0.0066367301601080175
A2_vs_A6,A2,A6,1,-0.013333801791794275,-0.00745654312504368,-0.018014655610901764,-0.028305762719186056
A2_vs_A6,A2,A6,2,-0.018695120876604354,-0.02109691268211833,-0.030708002866464246,-0.001735616900282011
A2_vs_A6,A2,A6,3,0.029363348186401406,0.04216571170919936,0.1161460494145482,0.010981939695538179
A2_vs_A6,A2,A6,4,-0.0009746534085520175,0.0029578043312901148,0.004420873818755777,0.007348288693164173
A3_vs_A2,A3,A2,0,0.011693628067584227,-0.02203369016087009,-0.09143677849456644,0.029923750688404638
A3_vs_A2,A3,A2,1,0.023869551734613526,0.06235091479616234,0.16194289900033831,0.03772240461278187
A3_vs_A2,A3,A2,2,0.03901846471005849,0.03913384384410612,0.05777384130883345,0.021299178131806595
A3_vs_A2,A3,A2,3,0.12708349660847107,0.2154770444368489,0.6998699695601154,0.5512060693073482
A3_vs_A2,A3,A2,4,0.014459109526391623,0.028454691053660386,0.04403914021497324,0.023439727935632648
A2_vs_A5_SHUFFLED_s1009,A2,A5_SHUFFLED_s1009,0,0.001004899996518538,0.011329901324469205,0.04746069890792781,-0.0074927789753216345
A2_vs_A5_SHUFFLED_s1009,A2,A5_SHUFFLED_s1009,1,-0.015250452315152763,-0.011325139868904988,-0.027505725165115735,-0.044386142263440176
A2_vs_A5_SHUFFLED_s1009,A2,A5_SHUFFLED_s1009,2,-0.01783221848553368,-0.004777539513726614,-0.006864362106779098,-0.002604254765504077
A2_vs_A5_SHUFFLED_s1009,A2,A5_SHUFFLED_s1009,3,0.027784056019200087,0.044551285023087805,0.12251357571903088,0.017648970002718478
